,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime3,Sa
14,1024,0.0001,128,CLIP,268289.0,530689,0.5151541,4.7059715e-05,8.4037056e-05,213863.09375,1658.4700927734375,0.2666723430156708,0.0098105343058705,1.0587893724441528,17.048742294311523,161.6792449951172,0.0001768930960679,4.864842891693115,6.475000304817513e-07,9.003773584481678e-07,2.6350469397584675e-06,2.231776761618676e-06,1.1072327055217103e-07,9.962265323792965e-08,1.325723246736743e-06
15,1024,0.0001,128,CONTROL,,530689,,,0.0001106878,,,,,,,,,,,,,,,,
16,1024,0.0001,128,GMC,831872.0,563713,0.36636758,3.5567755e-05,3.8457147e-05,72253.4375,572.1760864257812,0.0963009372353553,0.0128545612096786,0.8318710923194885,20.5,76.00628662109375,0.0001292830274906,1.055314540863037,1.8616823354022929e-06,1.468521986680571e-06,1.651336333452491e-06,1.591540808476566e-06,1.1767295404752077e-07,1.196069092657126e-07,2.169465460610809e-06
17,1024,0.0001,128,ICEH,317825.0,580225,0.25841463,3.8235903e-05,3.0997704e-05,75107.15625,718.3333129882812,0.1901922821998596,0.001773270429112,0.892043948173523,62.723270416259766,110.45439910888672,0.0019625863060355,1.0469497442245483,1.862908675320796e-06,1.914921313073137e-06,2.009245463341358e-06,2.3544182568002725e-06,1.2492137102526613e-07,1.1333333560514804e-07,2.521886699469178e-06
18,1024,0.0001,128,MCN,281344.0,530689,0.5229426,4.168095e-05,8.67419e-05,209561.203125,2075.116455078125,0.1986471712589264,0.0669756233692169,4.134669780731201,38.60691833496094,247.8946533203125,0.0023914310149848,1.322028398513794,1.871556605692604e-06,2.1645282686222345e-06,3.4750626127788564e-06,2.8571855636982946e-06,1.5849056467232006e-07,1.285062865008513e-07,2.415345761619392e-06
19,1024,0.0001,128,SCARF,547072.0,530689,0.2754192,4.021115e-05,0.0001677655,,,,,,,,,,,,,,,,
20,1024,0.0001,128,SUBTAB,399616.0,530689,0.5076894,4.0521198e-05,0.00011455041,,,,,,,,,,,,,,,,
21,1024,0.0002,32,CLIP,17921.0,34369,0.52028733,4.1528987e-05,8.1861785e-05,104183.859375,2018.438720703125,0.3103064596652984,0.0052748429588973,0.9324371814727784,72.6336441040039,346.0691833496094,0.0003417185507714,6.583663463592529,2.6281286409357563e-06,6.307233206825913e-07,1.565691832183802e-06,6.47264130293479e-07,1.609119379963886e-07,1.59103763053281e-07,3.111745400019572e-06
22,1024,0.0002,32,CONTROL,,34369,,,7.877748e-05,,,,,,,,,,,,,,,,
23,1024,0.0002,32,GMC,819488.0,305377,0.3377962,3.6454963e-05,4.262331e-05,71472.3125,639.5408935546875,0.1054382100701332,0.0087183965370059,0.7211477756500244,18.63836479187012,71.67453002929688,0.0001664716983214,1.0249056816101074,1.412798724231834e-06,1.4318396779344766e-06,1.494481125519087e-06,1.4206603964339592e-06,1.23474833912951e-07,1.0922956050762879e-07,1.428003201908723e-06
24,1024,0.0002,32,ICEH,305441.0,321889,0.24704795,3.575272e-05,3.2470114e-05,74956.078125,739.7877197265625,0.2066938728094101,0.0022416666615754,1.0007390975952148,14.198113441467283,65.25785827636719,0.0001070786165655,0.9434276819229126,1.7152829059341457e-06,1.44836474191834e-06,1.6801886886241846e-06,1.3331917898540269e-06,1.5614779158568126e-07,1.1281446887778657e-07,1.3221855397205218e-06
25,1024,0.0002,32,MCN,21184.0,34369,0.49995723,4.1742816e-05,0.00013898542,92977.671875,1073.7264404296875,0.4870967268943786,0.0986054986715316,2.2409591674804688,67.72169494628906,121.86320495605467,0.0028639747761189,3.3743550777435303,2.26149381887808e-06,6.645283292527893e-07,1.8724684878179687e-06,7.952830287649704e-07,1.4198113262864356e-07,1.5635220051990473e-07,2.69954398390837e-06
26,1024,0.0002,32,SCARF,35392.0,34369,0.35726693,3.9846687e-05,0.00012269933,,,,,,,,,,,,,,,,
27,1024,0.0002,32,SUBTAB,26176.0,34369,0.510819,3.9648174e-05,0.00011413203,,,,,,,,,,,,,,,,
28,1024,0.0002,64,CLIP,68609.0,134273,0.5618239,4.5765406e-05,0.00010799114,192395.671875,1991.5361328125,0.2778624296188354,0.0100100627169013,0.943836510181427,25.19811248779297,174.3364715576172,0.0001488883717684,4.514229774475098,1.1487578603919246e-06,1.1390879990358371e-06,3.517908453432028e-06,1.040345864566916e-06,1.6047168571731166e-07,1.3561320599819737e-07,1.8453772554494208e-06
29,1024,0.0002,64,CONTROL,,134273,,,0.0001061266,,,,,,,,,,,,,,,,
