,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,VendorID,store_and_fwd_flag,RatecodeID,extra,mta_tax,improvement_surcharge,trip_type,lpep_pickup_datetime_day,lpep_pickup_datetime_hour,lpep_pickup_datetime_minute,lpep_dropoff_datetime_day,lpep_dropoff_datetime_hour,lpep_dropoff_datetime_minute,passenger_count,tolls_amount,total_amount
0,4096,0.0001,32,CLIP,11425.0,27873,0.13714053,0.0059926933608949,0.0034175559412687,0.5208257390338316,0.4958133971291866,0.6328144078144078,0.7553693459882646,0.825,0.7890776699029126,0.6504854368932038,0.2334223898241624,0.226843843444124,0.0188203599233011,0.2236080625294948,0.2614744884720611,0.0230138827821894,0.2238702923059463,0.0036128780338913,0.001064206357114
1,4096,0.0001,32,CONTROL,,27873,,,0.0033841950353234,,,,,,,,,,,,,,,,
2,4096,0.0001,32,GMC,432576.0,104193,0.20434138,0.0059773288667201,0.0033720205537974,0.5,0.5,0.25,0.6177069029162052,0.5,0.5,0.5,0.5686950363948948,0.4635866300057265,0.0364279501782025,0.5689551215393294,0.4431453478059828,0.0373543921821785,0.0129048414528369,9.880100697045976e-05,0.0003228844434488
3,4096,0.0001,32,ICEH,119713.0,136161,0.19444622,0.0058297445066273,0.0033645811490714,0.5015015015015015,0.534688995215311,0.4784035409035408,0.9176538826497452,0.797924297924298,0.9259708737864076,0.9672330097087378,0.9862406764174022,0.6891074681346998,0.0346509423812055,0.9861783399707066,0.7187477904068021,0.0270841011843333,0.0602422133088111,0.0083722490817308,0.0120723871514201
4,4096,0.0001,32,MCN,15520.0,27873,0.15472084,0.0059209084138274,0.0033778778742998,0.5087356142269437,0.5,0.4824175824175824,0.897933133590146,0.85,0.964846278317152,0.7666666666666666,0.3702492297630189,0.3066458860641455,0.0123792615336732,0.3046741559997987,0.339946510102687,0.0158664021164021,0.1682190895080566,0.0043342188000678,0.0010570611339062
5,4096,0.0001,32,SCARF,373824.0,366561,0.21381716,0.0057757729664444,0.0031076224986463,,,,,,,,,,,,,,,,
6,4096,0.0001,32,SUBTAB,113376.0,113409,0.33779305,0.0060531003400683,0.00410250807181,,,,,,,,,,,,,,,,
7,4096,0.0001,64,CLIP,28993.0,94657,0.1273348,0.0059804404154419,0.0032404083758592,0.5177359440365221,0.47188995215311,0.4886752136752137,0.9394877243996947,0.8,0.9618122977346278,0.954490291262136,0.7062164185756066,0.5218694623390134,0.0214299330843448,0.7129961166358704,0.5174422048840394,0.0446541523205609,0.1795347332954406,0.0013266232563182,0.0017384540988132
8,4096,0.0001,64,CONTROL,,94657,,,0.0034281702246516,,,,,,,,,,,,,,,,
9,4096,0.0001,64,GMC,439808.0,160641,0.1696119,0.0059410901740193,0.0033841477707028,0.5,0.5,0.25,0.6345367294204504,0.5,0.5,0.5,0.8510128989440516,0.5722586151192467,0.0566931442204864,0.8534604029918346,0.5563637925787451,0.0336572554589784,0.0129048414528369,9.559831960359534e-05,0.0003108622622676
10,4096,0.0001,64,ICEH,123841.0,189505,0.1461931,0.0058345631696283,0.0027423910796642,0.4894547726917669,0.5998803827751196,0.5268315018315018,0.8616538826497452,0.9493894993894992,0.9933252427184466,0.9975728155339806,0.9862406764174022,0.7786930928001187,0.0487743546057249,0.9861783399707066,0.7447935284164332,0.0492435127651845,0.1534013301134109,0.0066464892588555,0.004760954529047
11,4096,0.0001,64,MCN,37184.0,94657,0.14586669,0.0059185051359236,0.003101636422798,0.523902515231995,0.5,0.45,0.940356394386356,0.85,0.9642394822006471,0.9981796116504854,0.4232358859768497,0.4081696960196693,0.0312912985707103,0.463931636370807,0.3667638376911439,0.0302024802682697,0.1668947786092758,0.0011467570438981,0.0010695192031562
12,4096,0.0001,64,SCARF,386176.0,373825,0.1924951,0.0058675101026892,0.0028566606342792,,,,,,,,,,,,,,,,
13,4096,0.0001,64,SUBTAB,148288.0,148353,0.2872036,0.0060302899219095,0.0041287108324468,,,,,,,,,,,,,,,,
14,4096,0.0001,128,CLIP,82561.0,344961,0.119167656,0.005968346260488,0.0031660522799938,0.5273177802079536,0.9078947368421052,0.6170634920634921,0.9617824339228248,0.975,0.9975728155339806,0.9951456310679612,0.9862406764174022,0.7522162121251017,0.0493372175534142,0.9849376451816246,0.7528554239367753,0.060526820315907,0.1463529616594314,0.0010329002980142,0.0008247649529948
15,4096,0.0001,128,CONTROL,,344961,,,0.003295881440863,,,,,,,,,,,,,,,,
16,4096,0.0001,128,GMC,460416.0,377985,0.19099943,0.0059675169177353,0.0034247525036334,0.5,0.5,0.25,0.6174883720930232,0.5,0.5,0.5,0.9170643128935004,0.6174173405603987,0.046248179566678,0.9208076937071298,0.6217812151843564,0.0357142583869768,0.0129048414528369,9.80003387667222e-05,0.0003243466198909
17,4096,0.0001,128,ICEH,132097.0,394497,0.14882319,0.0058307773433625,0.0033773074392229,0.5477269176691142,0.450956937799043,0.8056776556776557,0.8511097251379746,0.9682844932844932,0.9824029126213591,0.9842233009708738,0.9862406764174022,0.8128305830257263,0.0559809427185588,0.9861783399707066,0.8386199493135962,0.0710204420946108,0.1284598112106323,0.0061544245108962,0.0103820785880088
