,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,sex,race_African-American,race_Caucasian,c_charge_degree_F,c_charge_degree_M,age_cat_25-45,age_cat_Greaterthan45,age_cat_Lessthan25,age,juv_misd_count,priors_count
71,1024,0.0005,64,CONTROL,,59138,,,0.6742136835278858,,,,,,,,,,,
72,1024,0.0005,64,GMC,309824.0,122370,0.4631029,0.6119730869001296,0.6714413099870298,0.5,0.6726804123711341,0.6855670103092784,0.5705128205128205,0.5705128205128205,0.6435643564356436,0.5,0.5,262.0221252441406,0.2072434574365615,25.60161018371582
73,1024,0.0005,64,ICEH,93633.0,138882,0.7352668,0.6404507133592736,0.6874189364461738,0.5151199314677327,1.0,1.0,1.0,1.0,0.5841584158415841,1.0,0.5,127.95372009277344,0.8571428656578064,26.85714340209961
74,1024,0.0005,64,MCN,20416.0,59138,0.4741349,0.6446173800259403,0.6606112191958495,0.5,0.9026402640264026,1.0,0.8573670952703211,0.7756410256410257,0.5,0.5307823129251701,0.5,433.3843078613281,4.865190982818604,24.61368179321289
75,1024,0.0005,64,SCARF,63168.0,59138,0.51655,0.6358544098573281,0.6867136835278859,,,,,,,,,,,
76,1024,0.0005,64,SUBTAB,30400.0,59138,0.47955653,0.646562905317769,0.6689445525291828,,,,,,,,,,,
77,1024,0.0005,128,CLIP,52353.0,232962,0.46178603,0.6219763294422828,0.6693579766536966,0.5,0.943894389438944,1.0,0.9134615384615384,1.0,0.5,0.985969387755102,0.71375,1143.957763671875,4.173038005828857,297.29376220703125
78,1024,0.0005,128,CONTROL,,232962,,,0.6693579766536966,,,,,,,,,,,
79,1024,0.0005,128,GMC,318080.0,265986,0.42187324,0.6507295719844358,0.6830982490272374,0.5,0.6960804327855465,0.6960804327855465,0.6217948717948718,0.6217948717948718,0.5965346534653465,0.5,0.5,145.06036376953125,0.2072434574365615,25.06841087341309
80,1024,0.0005,128,ICEH,101889.0,282498,0.72987723,0.6489218547341116,0.6697714007782101,0.5250428326670474,1.0,1.0,1.0,1.0,0.5,1.0,1.0,112.55935668945312,0.8329979777336121,84.49295806884766
81,1024,0.0005,128,MCN,65408.0,232962,0.45905888,0.657806420233463,0.6675502594033722,0.5,0.6315368650267088,0.5029345718076962,0.5993589743589743,0.5,0.5,0.8534863945578232,0.5876288659793815,114.67605590820312,1.124748468399048,21.73843002319336
82,1024,0.0005,128,SCARF,249216.0,232962,0.5907585,0.6411397535667964,0.6564445525291829,,,,,,,,,,,
83,1024,0.0005,128,SUBTAB,118144.0,232962,0.4980771,0.6304474708171206,0.669495784695201,,,,,,,,,,,
84,1024,0.0007,32,CLIP,3873.0,15234,0.35906732,0.6660019455252918,0.6699092088197147,0.5,0.5,0.5,0.5,0.7976539589442815,0.7079207920792079,0.5,0.9693814432989692,592.7223510742188,1.299798846244812,152.87725830078125
85,1024,0.0007,32,CONTROL,,15234,,,0.6803420881971465,,,,,,,,,,,
