,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,month,hour,temp,feel_temp,humidity,windspeed
18,1024,0.0001,128,MCN,84736.0,170241,0.3366697,12151.799,14636.412,0.1155401591781491,0.0428560643014476,69.33348846435547,188.73748779296875,0.0976394936442375,259.5731506347656
19,1024,0.0001,128,SCARF,186624.0,170241,0.18718255,11452.452,15078.766,,,,,,
20,1024,0.0001,128,SUBTAB,104704.0,170241,0.33353207,12431.494,15837.409,,,,,,
21,1024,0.0002,32,CLIP,5633.0,11841,0.33783746,14588.994,22706.203,0.1877037555634382,0.0580841524158785,8.826898574829102,9.805472373962402,0.1401238143444061,997.6397094726562
22,1024,0.0002,32,CONTROL,,11841,,,21478.281,,,,,,
23,1024,0.0002,32,GMC,262432.0,98529,0.19966787,10324.402,10989.1045,0.2913726646482047,0.0524628661799982,11.707670211791992,12.551694869995115,0.0396726876497268,63.717918395996094
24,1024,0.0002,32,ICEH,108833.0,115041,0.4739766,11717.838,10542.711,0.1941636469448632,0.0416666666666666,3.58424973487854,14.647269248962402,0.0428540594875812,54.55378341674805
25,1024,0.0002,32,MCN,8896.0,11841,0.28114173,11616.115,21181.707,0.0890260211709387,0.0266678840595249,151.00936889648438,303.22027587890625,0.1245973408222198,930.2525634765624
26,1024,0.0002,32,SCARF,12864.0,11841,0.2183591,12540.764,18659.775,,,,,,
27,1024,0.0002,32,SUBTAB,7744.0,11841,0.34499097,12517.871,18137.3,,,,,,
28,1024,0.0002,64,CLIP,19457.0,44161,0.30026558,13082.109,14096.293,0.2238787438017359,0.0752636055391987,14.290854454040527,26.73780059814453,0.0773647055029869,926.147216796875
29,1024,0.0002,64,CONTROL,,44161,,,14357.763,,,,,,
30,1024,0.0002,64,GMC,266560.0,121153,0.18558194,10529.156,10701.548,0.2804967823842996,0.0609933214912769,9.446560859680176,12.62354564666748,0.0459803938865661,67.09294128417969
31,1024,0.0002,64,ICEH,112961.0,137665,0.65335625,12214.824,10476.907,0.2392681559850071,0.0422777803034321,2.469233751296997,4.081564903259277,0.0851270332932472,81.28158569335938
32,1024,0.0002,64,MCN,25984.0,44161,0.3583116,12425.892,14386.903,0.131433065341171,0.0503961325009119,55.46829605102539,172.9991455078125,0.1142913103103637,756.4601440429688
33,1024,0.0002,64,SCARF,48256.0,44161,0.18900123,11131.952,13593.426,,,,,,
34,1024,0.0002,64,SUBTAB,27776.0,44161,0.32135054,13043.618,13870.511,,,,,,
35,1024,0.0002,128,CLIP,71681.0,170241,0.21164203,12643.514,11666.385,0.2601578061406672,0.0723127329414694,10.041739463806152,27.76122283935547,0.068374365568161,913.5131225585938
36,1024,0.0002,128,CONTROL,,170241,,,11666.411,,,,,,
37,1024,0.0002,128,GMC,274816.0,203265,0.18553339,10574.059,10872.721,0.2687868175623421,0.0483960310182751,8.117770195007324,11.675835609436035,0.0394151248037815,62.16050720214844
38,1024,0.0002,128,ICEH,121217.0,219777,0.71488124,11993.959,10422.251,0.2259898219803018,0.0622090666854868,2.530446529388428,7.276899337768555,0.1061708703637123,55.92158126831055
39,1024,0.0002,128,MCN,84736.0,170241,0.33163196,12955.453,11564.65,0.0921966221650296,0.0492060058162664,34.241546630859375,49.24540328979492,0.0981616154313087,97.87742614746094
40,1024,0.0002,128,SCARF,186624.0,170241,0.26702875,10555.723,11603.227,,,,,,
41,1024,0.0002,128,SUBTAB,104704.0,170241,0.3138711,12853.169,11541.351,,,,,,
42,1024,0.0003,32,CLIP,5633.0,11841,0.2510156,12797.056,16965.715,0.2557926998065173,0.051463597950867,10.817729949951172,34.061153411865234,0.1076568663120269,816.85498046875
43,1024,0.0003,32,CONTROL,,11841,,,13645.772,,,,,,
44,1024,0.0003,32,GMC,262432.0,98529,0.16970904,10572.74,10702.281,0.2768241431209386,0.0493843861549928,8.654559135437012,11.530976295471191,0.0414292737841606,71.85710144042969
45,1024,0.0003,32,ICEH,108833.0,115041,0.5577673,13099.595,11137.878,0.1658051435510452,0.0631350491435536,2.131150007247925,3.171853542327881,0.0834033638238906,49.814701080322266
46,1024,0.0003,32,MCN,8896.0,11841,0.29513547,11457.793,13775.63,0.1247288782970759,0.0484691953001744,77.66126251220703,274.67694091796875,0.1281204372644424,291.304443359375
47,1024,0.0003,32,SCARF,12864.0,11841,0.26446965,12495.033,15209.374,,,,,,
48,1024,0.0003,32,SUBTAB,7744.0,11841,0.39367044,14227.791,16192.11,,,,,,
49,1024,0.0003,64,CLIP,19457.0,44161,0.2612033,12838.2,11757.146,0.2708512321291958,0.0799658690510556,13.02892780303955,22.5937614440918,0.0803462192416191,897.8759765625
50,1024,0.0003,64,CONTROL,,44161,,,11824.939,,,,,,
51,1024,0.0003,64,GMC,266560.0,121153,0.18057361,10526.047,10619.097,0.2951115316655261,0.0516676766868646,7.90776252746582,11.349499702453612,0.0376894958317279,71.25025939941406
52,1024,0.0003,64,ICEH,112961.0,137665,0.6523776,12448.185,10783.556,0.238029853157538,0.0599185748425664,2.1584603786468506,3.42516827583313,0.0343240909278392,70.9312973022461
53,1024,0.0003,64,MCN,25984.0,44161,0.32735318,12164.747,11923.4795,0.1853121733419543,0.0575634181714866,45.461402893066406,187.21556091308597,0.1116029322147369,323.127685546875
54,1024,0.0003,64,SCARF,48256.0,44161,0.237496,11113.67,12102.554,,,,,,
55,1024,0.0003,64,SUBTAB,27776.0,44161,0.41245198,13593.122,12155.977,,,,,,
56,1024,0.0003,128,CLIP,71681.0,170241,0.2472963,12728.641,11176.987,0.2916611462806528,0.0866970210185362,13.833171844482422,22.296432495117188,0.0819953754544258,790.3005981445312
57,1024,0.0003,128,CONTROL,,170241,,,11135.843,,,,,,
58,1024,0.0003,128,GMC,274816.0,203265,0.17753424,10567.437,10700.819,0.2775598346513364,0.0650653320758219,7.348371028900146,11.556943893432615,0.0406281501054763,68.6788558959961
