,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
20,1024,0.0003,16,CONTROL,,44273,,,289.18942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1024,0.0003,16,GMC,3962384.0,1363505,0.41235125,117.87499,240.63979,1851.4547119140625,1248.2705078125,1140.630126953125,1290.110107421875,0.0469537936151027,0.0507557615637779,2176.1435546875,400.4192199707031,315.6479187011719,253.3407287597656,52941.8515625,34522.734375,56630.07421875,37664.10546875,0.0353413857519626,0.0593683756887912,37189.22265625,89436.984375,5778.50390625,4568.5263671875,2435.48583984375,2403.05078125,2551.12451171875,2006.3377685546875,0.038375400006771,0.0443293116986751,1642.7720947265625,768.2398071289062,220.56393432617188,236.3971710205078,132474112.0,119561880.0,33376208.0,21071228.0,0.0466939359903335,0.0518721751868724,87893624.0,10840266.0,22892326.0,12617129.0,1165.139892578125,859.4102172851562,809.6009521484375,990.4032592773438,0.0368852205574512,0.04275494068861,1825.886474609375,651.6149291992188,258.3688049316406,152.72032165527344,129.14791870117188,278.4281921386719,68.67095184326172,219.16429138183597,0.0723322555422782,0.06454598903656,595.5941162109375,320.52801513671875,123.42302703857422,75.85012817382812,1233.3614501953125,1994.5736083984373,1221.381591796875,2221.1474609375,0.0889084264636039,0.0697103962302208,4855.92431640625,1055.315673828125,1489.4388427734375,1514.35595703125,0.4930858910083771,0.4444864094257355,0.506879985332489,0.4617642760276794,0.056062389165163,0.0502580627799034,0.5370267629623413,0.1642591208219528,0.1311144232749939
22,1024,0.0003,16,ICEH,1359761.0,1380017,0.40891322,106.22489,264.77255,2475.828857421875,2173.55810546875,2729.308349609375,2453.256591796875,0.0427177511155605,0.0708308741450309,5134.6865234375,988.6238403320312,592.4993896484375,501.1279602050781,52239.98046875,30822.873046875,57996.1640625,30708.4296875,0.0269895754754543,0.0465526729822158,95342.4921875,106917.28125,17402.91796875,4679.83154296875,3386.980224609375,1109.10546875,2091.39013671875,1017.9264526367188,0.065546229481697,0.0712489634752273,2575.430419921875,1706.795654296875,636.401123046875,336.0502319335937,78511832.0,118150560.0,75108632.0,134226816.0,0.0572679787874221,0.0706328973174095,103631856.0,25912680.0,33255618.0,14851931.0,3341.62353515625,3317.818115234375,2821.26220703125,2605.395263671875,0.0569087117910385,0.0337622426450252,21948.154296875,2631.794677734375,2373.000244140625,1034.71728515625,354.8485717773437,448.52734375,52.33156204223633,285.5443725585937,0.028445366770029,0.0403495952486991,3380.68359375,94.01717376708984,291.5621337890625,109.19976043701172,3580.70458984375,2805.275390625,7059.7509765625,2537.3544921875,0.2973500788211822,0.3595468401908874,24426.365234375,1384.3939208984375,1368.153564453125,4280.85205078125,0.8484132885932922,0.7842320203781128,0.7893348336219788,0.5929387807846069,0.044238019734621,0.0653849840164184,0.4231926500797272,0.4193144142627716,0.4338118135929107
23,1024,0.0003,16,SCARF,44528.0,44273,0.51081026,139.03484,304.4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1024,0.0003,16,SUBTAB,32752.0,44273,0.5670358,116.52966,279.82724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1024,0.0003,32,CONTROL,,169441,,,282.47772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1024,0.0003,32,GMC,3964448.0,1426273,0.42587364,128.41754,261.50616,2478.40771484375,1318.487060546875,1295.3992919921875,1393.2559814453125,0.0485079623758792,0.0542364791035652,2171.30810546875,418.8758850097656,327.05645751953125,260.9655456542969,52941.8515625,33567.34375,68199.171875,37337.5390625,0.0395024046301841,0.0560284815728664,36785.24609375,137892.1875,5063.65478515625,3850.40380859375,2406.958984375,2014.095947265625,2486.24853515625,704.783935546875,0.0584526360034942,0.0511534661054611,1457.4556884765625,751.9173583984375,191.1391448974609,155.05419921875,175006912.0,147900256.0,116634416.0,20030670.0,0.0474438667297363,0.0463494434952735,90180672.0,20638904.0,24442100.0,12285911.0,957.8353271484376,946.3491821289062,813.087646484375,1880.709228515625,0.0394992604851722,0.0453007109463214,1941.01171875,773.005615234375,303.5776062011719,174.30833435058594,137.0714569091797,309.8841552734375,94.84408569335938,195.4457244873047,0.079312115907669,0.0691751763224601,641.21875,311.07049560546875,133.2451629638672,73.37772369384766,1241.2349853515625,2023.4830322265625,1282.8013916015625,2401.460693359375,0.0768769979476928,0.0759099051356315,15655.69921875,1115.639404296875,1139.9559326171875,1135.278564453125,0.538901686668396,0.5378774404525757,0.7212088704109192,0.6172851920127869,0.0439403019845485,0.0532822906970977,0.5452770590782166,0.2039260417222976,0.0863367989659309
27,1024,0.0003,32,ICEH,1361825.0,1442785,0.3843776,118.471664,234.5756,3563.51220703125,4065.7705078125,1947.616943359375,2926.435791015625,0.0261669158935546,0.1015279963612556,4338.90478515625,1862.827392578125,825.9715576171875,545.0833740234375,50626.44140625,30895.580078125,45764.8671875,39134.0625,0.0363387502729892,0.0690193623304367,151042.640625,119941.8203125,16523.30078125,4643.80712890625,2351.813232421875,1496.04541015625,2331.81982421875,1846.063232421875,0.0305050499737262,0.0384058393537998,3370.253173828125,2803.40478515625,698.0753784179688,418.6615295410156,28100228.0,118150560.0,86269008.0,121398736.0,0.0687617361545562,0.0695598050951957,127683104.0,26758352.0,31559016.0,12799446.0,2513.1357421875,3261.53662109375,2069.43603515625,3023.873291015625,0.0658487528562545,0.0616474449634552,19324.626953125,3479.349365234375,1721.1612548828125,1016.2415771484376,127.20166778564452,638.5589599609375,119.65770721435548,269.2265625,0.0535444356501102,0.0693061575293541,1027.7244873046875,443.0730895996094,241.6870574951172,64.86365509033203,5721.42431640625,3826.5791015625,1371.556884765625,3084.247802734375,0.2598046660423279,0.1435262560844421,66139.6484375,2053.708251953125,1722.5716552734375,5155.708984375,0.6183726191520691,0.7064397931098938,1.1037604808807373,1.0500874519348145,0.0379324592649936,0.0565980486571788,0.4668770432472229,0.4262154400348663,0.2202139794826507
28,1024,0.0003,32,SCARF,170464.0,169441,0.50260705,158.36319,296.46136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1024,0.0003,32,SUBTAB,123360.0,169441,0.49800608,109.04747,268.63123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1024,0.0005,16,CONTROL,,44273,,,281.86926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1024,0.0005,16,GMC,3962384.0,1363505,0.4363321,121.7956,267.149,1788.08154296875,1366.3505859375,1155.976318359375,1427.8529052734375,0.047101005911827,0.0465808808803558,2092.1708984375,402.117431640625,335.279541015625,275.6551208496094,55176.1640625,37363.1328125,54625.41015625,39527.1015625,0.0373599752783775,0.055024966597557,31409.810546875,117319.953125,12637.6474609375,4156.78955078125,2555.320556640625,2295.652587890625,2843.121337890625,712.531005859375,0.0671567469835281,0.0340125858783721,1977.911376953125,755.5391235351562,309.789794921875,242.93109130859372,137110928.0,174455856.0,116532808.0,13851177.0,0.0432781539857387,0.0536551885306835,87221200.0,26404212.0,22422998.0,11927693.0,827.158203125,1159.2176513671875,699.4942016601562,1160.2891845703125,0.0397895351052284,0.0439328290522098,1857.0997314453125,746.5502319335938,216.5894775390625,190.6097412109375,102.90557098388672,267.298828125,72.53893280029297,252.4256134033203,0.062484722584486,0.0583797767758369,621.9097900390625,314.0013732910156,132.34921264648438,73.55892944335938,1184.820556640625,1945.178955078125,1217.52685546875,2722.458984375,0.0888716056942939,0.0885913893580436,5020.38232421875,1029.6434326171875,1214.6474609375,1502.189453125,0.5480964183807373,0.4590331315994262,0.614956259727478,0.4689697623252868,0.0440300218760967,0.0390100926160812,0.4865373075008392,0.1650938987731933,0.1429459005594253
