,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,dx_type,sex,localization,age
142,512,0.005,512,GMC,54525520.0,28184623,0.7514932,0.3311012663771976,0.1507936507936507,0.5960287340742748,0.5293706293706294,0.0910714285714285,1088.7449951171875
143,512,0.005,512,ICEH,27132457.0,28447279,0.78996694,0.418768835892566,0.3579111744200167,0.6061263214963405,0.51808645899555,0.0830564345991561,1799.302734375
144,512,0.005,512,MCN,26370600.0,27659311,0.57509977,0.3559798944453403,0.4158953929830639,0.522499322309569,0.5041322314049587,0.0835384435067979,1083.3665771484375
145,512,0.005,512,SCARF,27918376.0,27659311,0.73604244,0.2848525330530221,0.5504742444241378,,,,
146,512,0.005,512,SUBTAB,26869800.0,27659311,0.5010122,0.5352608954029372,0.249874949979992,,,,
147,512,0.0075,128,CLIP,25704745.0,25787695,0.5160879,0.5011196966348729,0.7535415808114291,0.9094605584169152,0.9172282263191354,0.8181646850019897,140.43824768066406
148,512,0.0075,128,CONTROL,,25787695,,,0.5530195063099868,,,,
149,512,0.0075,128,GMC,54328528.0,26755759,0.71455,0.3857411223195746,0.1952581032412965,0.6718622933044186,0.4288620470438652,0.0848845867460908,3185.757080078125
150,512,0.0075,128,ICEH,26935465.0,27018415,0.68814474,0.3672382336018985,0.2499683206615979,0.5,0.6161792752701843,0.1147591420534458,624.80078125
151,512,0.0075,128,MCN,25711272.0,25787695,0.5137724,0.4060122506714129,0.2651393990431994,0.4971537001897533,0.5044183089637635,0.0770833333333333,1286.8525390625
152,512,0.0075,128,SCARF,25803304.0,25787695,0.7374381,0.3595545531645493,0.5490110521820669,,,,
153,512,0.0075,128,SUBTAB,25737768.0,25787695,0.47323424,0.5330976669274675,0.3398004724277771,,,,
154,512,0.0075,256,CLIP,25885225.0,26214959,0.9760189,0.5491793831960645,0.8263447717395416,0.8084169151531579,0.5383343928798474,0.2323881891012382,769.12353515625
155,512,0.0075,256,CONTROL,,26214959,,,0.3463987784168393,,,,
156,512,0.0075,256,GMC,54394192.0,27068207,0.69593865,0.4079298634876837,0.1428571428571428,0.5,0.5085505403687222,0.0795241443975621,2722.808837890625
157,512,0.0075,256,ICEH,27001129.0,27330863,0.72116333,0.3793271388157252,0.167577697745765,0.5,0.5762873490146218,0.0602467182372245,1286.8525390625
158,512,0.0075,256,MCN,25898280.0,26214959,0.3843148,0.5048191366098679,0.2322108843537414,0.5,0.512396694214876,0.0780590717299578,378.286865234375
159,512,0.0075,256,SCARF,26278952.0,26214959,0.8835921,0.4251337052233829,0.2309146992130185,,,,
160,512,0.0075,256,SUBTAB,26016808.0,26214959,,0.4603559981206412,0.4349706499515228,,,,
161,512,0.0075,512,CLIP,26344489.0,27659311,0.50679064,0.4344537864897203,0.1507936507936507,0.7565058281377066,0.6393833439287985,0.2405425742730284,1358.5657958984375
162,512,0.0075,512,CONTROL,,27659311,,,0.2278894891289849,,,,
163,512,0.0075,512,GMC,54525520.0,28184623,0.6159908,0.3808811235937161,0.1428571428571428,0.5290729194903768,0.5256516211061666,0.0944415142991092,2748.306884765625
164,512,0.0075,512,ICEH,27132457.0,28447279,0.8186918,0.3856566905369113,0.2112941843404028,0.5,0.5297838525111253,0.0914682539682539,2238.5458984375
165,512,0.0075,512,MCN,26370600.0,27659311,0.60673314,0.3429566552989355,0.2944331862098072,0.522499322309569,0.5,0.080168776371308,1286.8525390625
166,512,0.0075,512,SCARF,27918376.0,27659311,0.7481911,0.3688008387434576,0.2933075916933937,,,,
167,512,0.0075,512,SUBTAB,26869800.0,27659311,0.9714212,0.4581797146719384,0.2647432306255836,,,,
168,512,0.01,128,CLIP,25704745.0,25787695,0.42211464,0.5165637598322911,0.5799613128833622,0.8160748170235836,0.6442148760330578,0.2813605822075665,1212.7490234375
169,512,0.01,128,CONTROL,,25787695,,,0.52626159916703,,,,
170,512,0.01,128,GMC,54328528.0,26755759,0.8493521,0.3696051803806099,0.1428571428571428,0.4310788831661696,0.5102670057215511,0.0778305203938115,2710.9560546875
171,512,0.01,128,ICEH,26935465.0,27018415,0.6520121,0.3821659509574974,0.1428571428571428,0.5,0.6215829624920534,0.0880048221820373,1317.3306884765625
172,512,0.01,128,MCN,25711272.0,25787695,0.9934392,0.348916352610696,0.3033897588886301,0.6093114665220927,0.516369993642721,0.0833333333333333,1284.860595703125
173,512,0.01,128,SCARF,25803304.0,25787695,0.61093897,0.353174578289027,0.5114114601064307,,,,
174,512,0.01,128,SUBTAB,25737768.0,25787695,0.497163,0.3930206610007186,0.2704588900236711,,,,
175,512,0.01,256,CLIP,25885225.0,26214959,,0.524803289474994,0.230743307273158,0.7867985904039034,0.6247616020343293,0.2535237090616837,1425.9959716796875
176,512,0.01,256,CONTROL,,26214959,,,0.3850951126719344,,,,
177,512,0.01,256,GMC,54394192.0,27068207,0.7487837,0.342974916334693,0.173157262905162,0.3750338845215505,0.5734265734265734,0.0895833333333333,1718.42626953125
178,512,0.01,256,ICEH,27001129.0,27330863,0.6059577,0.3193887007539334,0.1428571428571428,0.5294117647058824,0.5670692943420217,0.117063492063492,1132.3704833984375
179,512,0.01,256,MCN,25898280.0,26214959,0.56725675,0.3426861839263068,0.2322692410297452,0.5017619951206289,0.5,0.0873015873015873,1286.8525390625
180,512,0.01,256,SCARF,26278952.0,26214959,0.87838185,0.2897304344623421,0.4149816443990531,,,,
181,512,0.01,256,SUBTAB,26016808.0,26214959,0.9403027,0.485747637363403,0.2371815392823796,,,,
182,512,0.01,512,CLIP,26344489.0,27659311,0.9802719,0.4301961630423313,0.1507936507936507,0.8293575494714014,0.6311506675143039,0.2405666802586013,1155.67724609375
183,512,0.01,512,CONTROL,,27659311,,,0.15062558356676,,,,
184,512,0.01,512,GMC,54525520.0,28184623,0.7571777,0.3746249594365109,0.1428571428571428,0.4527649769585253,0.4951366815003178,0.0790611814345991,1466.135498046875
185,512,0.01,512,ICEH,27132457.0,28447279,0.7564058,0.410111442586985,0.1428571428571428,0.5542152344808892,0.5746026700572155,0.0789293248945147,2502.589599609375
186,512,0.01,512,MCN,26370600.0,27659311,0.71263856,0.3465457376980643,0.3021219930758372,0.5201951748441311,0.5896376350921806,0.1326602370906168,1286.8525390625
187,512,0.01,512,SCARF,27918376.0,27659311,0.6989678,0.3394623769905972,0.2548646125116713,,,,
188,512,0.01,512,SUBTAB,26869800.0,27659311,0.46443856,0.3503989556021413,0.2221848739495798,,,,
