,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33
11,1024,0.0001,64,MCN,118016.0,218113,0.20725974,71.26296,148.12515,3781.071533203125,756.15966796875,315.6890869140625,208.0167999267578,46.57352828979492,211.22268676757807,474.2542114257813,471.2016906738281,443.5294189453125,654.941162109375,482.3592529296875,356.4600830078125,156.8340301513672,104.80672454833984,116.26890563964844,93.7920150756836,41.563026428222656,43.66386413574219,40.10714340209961,22.52310943603516,46.14075469970703,22.33823585510254,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
12,1024,0.0001,64,SCARF,222208.0,218113,0.27349383,73.51667,185.12872,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1024,0.0001,64,SUBTAB,156672.0,218113,0.1755219,63.425,185.56404,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1024,0.0001,128,CLIP,435969.0,862209,0.20909101,111.995834,64.67228,1272.8802490234375,1022.9957885742188,668.6239624023438,170.2962188720703,978.4727172851562,2000.77099609375,2141.899169921875,2733.800537109375,3299.53564453125,5141.14306640625,4055.308837890625,2647.836181640625,883.72900390625,301.20379638671875,131.63865661621094,323.03570556640625,221.4222717285156,97.18276977539062,132.12815856933594,92.31092071533205,219.51470947265625,36.09243774414063,31.109243392944336,18.613445281982425,20.216386795043945,4.771008491516113
15,1024,0.0001,128,CONTROL,,862209,,,85.73925,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1024,0.0001,128,GMC,1331072.0,895233,0.31087402,35.077553,259.99866,1600.871826171875,1566.61767578125,1326.0189208984375,745.4873657226562,749.0966186523438,210.55462646484372,490.2331848144531,446.0504150390625,420.0525207519531,452.2121887207031,534.2268676757812,374.2121887207031,163.60293579101562,105.89075469970705,123.65126037597656,93.78361511230467,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
17,1024,0.0001,128,ICEH,485505.0,911745,0.13094,188.39456,26.150446,1995.00634765625,732.5630493164062,5781.51904296875,4972.38671875,3245.10302734375,10.647058486938477,61.302520751953125,45.49159622192383,42.2710075378418,13.82563018798828,43.58613586425781,8.928571701049805,1.0042016506195068,4.3214287757873535,1.7352941036224363,3.388655424118042,3.5147058963775635,3.088235378265381,1.539915919303894,3.2941176891326904,9.68697452545166,6.1260504722595215,2.861344575881958,3.554621934890747,8.634453773498535,0.6869747638702393
18,1024,0.0001,128,MCN,449024.0,862209,0.17338274,56.688885,69.906395,2255.14697265625,732.5630493164062,315.6890869140625,208.0167999267578,46.57352828979492,211.0336151123047,437.8865661621094,451.4432678222656,502.9474792480469,467.4873962402344,585.0042114257812,382.3844604492188,160.21218872070312,105.89075469970705,123.21849060058594,93.78150939941406,41.27310943603516,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.26890754699707,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
19,1024,0.0001,128,SCARF,878592.0,862209,0.2793225,85.583336,111.39282,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1024,0.0001,128,SUBTAB,616448.0,862209,0.1945568,62.28,129.55061,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1024,0.0002,32,CLIP,29121.0,55809,0.21205997,78.441666,170.0565,7621.8359375,732.5630493164062,5007.90771484375,8371.6298828125,46.57352828979492,177.9832000732422,621.212158203125,1921.266845703125,535.70166015625,7797.75439453125,4121.72705078125,574.2058715820312,154.62815856933594,80.93487548828125,245.5399169921875,96.59453582763672,185.46218872070312,79.61344909667969,498.51470947265625,270.3928527832031,43.4810905456543,24.89495849609375,12.58193302154541,36.89706039428711,127.94538116455078,12.26260471343994
22,1024,0.0002,32,CONTROL,,55809,,,248.9988,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1024,0.0002,32,GMC,1318688.0,483297,0.28648657,52.476,54.07262,1201.808837890625,1125.5125732421875,1487.9033203125,1978.0987548828125,1181.579833984375,211.22268676757807,467.1932678222656,432.5252075195313,388.5462036132813,428.4957885742188,543.0441284179688,383.1113586425781,163.9138641357422,105.74579620361328,125.92227172851562,93.78150939941406,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
24,1024,0.0002,32,ICEH,473121.0,499809,0.17120354,200.67409,69.829956,604.9264526367188,760.9663696289062,265.97479248046875,99.12605285644533,3238.03564453125,28.985294342041016,36.2710075378418,37.70378112792969,13.972688674926758,11.342436790466309,8.073529243469238,3.50630259513855,2.117647171020508,5.014705657958984,7.657563209533691,11.449580192565918,7.813024997711182,7.964285850524902,6.3760504722595215,4.976890563964844,12.207983016967772,18.483192443847656,3.649159669876098,4.226890563964844,9.804621696472168,0.575630247592926
25,1024,0.0002,32,MCN,32384.0,55809,0.1817539,59.38519,140.67233,8327.2666015625,1829.3697509765625,315.6890869140625,208.0167999267578,46.57352828979492,203.65966796875,466.9873962402344,446.0525207519531,496.8130187988281,848.712158203125,721.7310791015625,382.2583923339844,150.45167541503906,99.1680679321289,123.01470947265624,89.48319244384766,41.88445281982422,43.659664154052734,39.5420150756836,22.59873962402344,46.16386413574219,22.390756607055664,4.455882549285889,4.857142925262451,31.743698120117188,5.897058963775635
26,1024,0.0002,32,SCARF,56832.0,55809,0.24587639,63.191666,276.72495,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1024,0.0002,32,SUBTAB,40448.0,55809,0.23200513,59.202667,173.25914,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1024,0.0002,64,CLIP,111489.0,218113,0.19636531,97.99259,62.098373,6765.6279296875,1102.6806640625,926.1512451171876,881.9979248046875,65.09453582763672,2282.107177734375,1940.697509765625,2914.16796875,632.7562866210938,2954.54833984375,1993.8045654296875,2736.70166015625,479.1617736816406,526.8004150390625,280.79412841796875,237.2983245849609,255.26470947265625,123.4936981201172,65.35713958740234,61.45588302612305,725.6575927734375,17.138654708862305,23.00630187988281,13.897058486938477,31.590335845947266,7.533613681793213
29,1024,0.0002,64,CONTROL,,218113,,,142.04214,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1024,0.0002,64,GMC,1322816.0,567361,0.28257698,41.708843,66.465454,1211.4454345703125,2161.02099609375,1042.1512451171875,1481.663818359375,744.9768676757812,211.22268676757807,466.0,427.9873962402344,406.4600830078125,437.191162109375,495.0,378.2626037597656,163.9138641357422,105.7479019165039,125.2436981201172,93.78150939941406,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
31,1024,0.0002,64,ICEH,477249.0,583873,0.18013476,126.32083,39.51749,5325.052734375,732.5630493164062,315.6890869140625,208.0167999267578,3245.10302734375,24.420167922973636,49.56932830810547,54.31512451171875,58.71848678588867,36.19117736816406,26.422269821166992,10.17436981201172,1.75,10.157563209533691,51.405460357666016,15.292016983032228,3.220588207244873,6.004201889038086,4.107142925262451,6.2626051902771,25.831932067871094,16.08613395690918,3.878151178359986,4.411764621734619,10.485294342041016,0.5735294222831726
32,1024,0.0002,64,MCN,118016.0,218113,0.1863916,60.483334,72.66484,3503.016845703125,1085.6470947265625,315.6890869140625,208.0167999267578,46.57352828979492,211.1722717285156,514.2689208984375,449.1386413574219,330.4222717285156,534.5840454101562,451.308837890625,376.8466491699219,158.28781127929688,104.85294342041016,117.56092071533205,93.78150939941406,41.71638488769531,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.808823585510254,11.363445281982422,0.7584033608436584
33,1024,0.0002,64,SCARF,222208.0,218113,0.29850203,77.5375,81.194664,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1024,0.0002,64,SUBTAB,156672.0,218113,0.17972146,74.36,87.72952,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1024,0.0002,128,CLIP,435969.0,862209,0.1918947,97.7,59.77243,1223.4432373046875,690.670166015625,388.5714416503906,284.2563171386719,67.77520751953125,2268.77734375,2422.850830078125,2507.474853515625,4726.91796875,6070.57958984375,5741.2607421875,3829.838134765625,818.3760375976562,203.3802490234375,2068.34033203125,1367.4222412109375,1006.5966186523438,529.9474487304688,1624.6995849609375,664.0756225585938,353.4664001464844,37.02310943603516,78.9621810913086,83.4579849243164,29.00630187988281,4.292016983032227
36,1024,0.0002,128,CONTROL,,862209,,,66.82059,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1024,0.0002,128,GMC,1331072.0,895233,0.3486128,65.968666,45.153,1211.934814453125,2263.17431640625,2075.502197265625,881.0336303710938,1158.823486328125,208.14285278320312,500.9978942871094,432.84033203125,411.57562255859375,455.308837890625,531.88232421875,369.2436828613281,159.34243774414062,104.43697357177734,125.65966033935548,93.3781509399414,41.56932830810547,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
38,1024,0.0002,128,ICEH,485505.0,911745,0.24656922,188.4,34.682682,255.0063018798828,6851.52099609375,3767.176513671875,208.0167999267578,3245.10302734375,3.342437028884888,6.815125942230225,35.77941131591797,58.21428680419922,30.89285659790039,18.89916038513184,4.361344337463379,5.978991508483887,3.5147058963775635,8.195378303527832,10.483193397521973,4.222689151763916,3.172268867492676,5.338235378265381,3.1827731132507324,3.957983255386353,6.510504245758057,2.77521014213562,3.8760504722595215,10.441176414489746,0.575630247592926
39,1024,0.0002,128,MCN,449024.0,862209,0.17888553,64.614815,56.232407,1422.6239013671875,732.5630493164062,315.6890869140625,208.0167999267578,46.57352828979492,209.2983245849609,538.468505859375,535.6995849609375,499.1176452636719,432.4138793945313,502.75,383.5651245117188,163.9138641357422,105.89075469970705,125.92227172851562,93.78150939941406,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
40,1024,0.0002,128,SCARF,878592.0,862209,0.29868728,74.89629,71.01146,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1024,0.0002,128,SUBTAB,616448.0,862209,0.21264073,60.330666,54.764874,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1024,0.0003,32,CLIP,29121.0,55809,0.2262375,91.992584,229.27379,3425.0419921875,2452.058837890625,2133.787841796875,664.5020751953125,3245.10302734375,631.100830078125,3613.031494140625,369.8802490234375,362.3928527832031,4268.1533203125,446.5924377441406,3835.02734375,160.41175842285156,135.18276977539062,309.4768981933594,537.920166015625,39.03361511230469,315.9664001464844,212.78781127929688,963.0042114257812,193.44537353515625,1358.2625732421875,5.991596698760986,108.6617660522461,168.28150939941406,0.9033613204956056
43,1024,0.0003,32,CONTROL,,55809,,,117.1885,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1024,0.0003,32,GMC,1318688.0,483297,0.38712776,70.36296,75.45529,1230.2353515625,213.43487548828125,1347.197509765625,137.8235321044922,953.5735473632812,211.22268676757807,465.5966491699219,440.600830078125,402.83404541015625,513.3171997070312,565.2037963867188,383.2016906738281,163.9138641357422,105.73949432373048,125.920166015625,93.78150939941406,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
45,1024,0.0003,32,ICEH,473121.0,499809,0.11689977,176.64816,42.566708,939.4306640625,732.5630493164062,315.6890869140625,208.0167999267578,3245.10302734375,46.2289924621582,133.34873962402344,105.7079849243164,101.01260375976562,110.80672454833984,95.96428680419922,46.89075469970703,9.884453773498535,2.2710084915161133,7.165966510772705,0.8046218752861023,5.792016983032227,16.2394962310791,5.369748115539551,2.5084033012390137,2.376050472259521,1.7983193397521973,3.031512498855591,3.579831838607788,9.760503768920898,0.575630247592926
46,1024,0.0003,32,MCN,32384.0,55809,0.21594661,47.691666,239.10054,5503.802734375,732.5630493164062,315.6890869140625,208.0167999267578,46.57352828979492,184.4138641357422,529.4453735351562,480.739501953125,348.7121887207031,519.9979248046875,508.0063171386719,349.2352905273437,163.0567169189453,97.06723022460938,82.84873962402344,84.78571319580078,41.87604904174805,42.89285659790039,39.75419998168945,22.57563018798828,46.14075469970703,22.39705848693848,4.634453773498535,4.752100944519043,11.497899055480955,0.7773109078407288
47,1024,0.0003,32,SCARF,56832.0,55809,0.25329787,70.03733,96.33965,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1024,0.0003,32,SUBTAB,40448.0,55809,0.18764652,61.81481,82.85843,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1024,0.0003,64,CLIP,111489.0,218113,0.22525655,116.55,68.73358,998.0419921875,1666.815185546875,491.6995849609375,148.94117736816406,35.36344528198242,1855.9495849609373,1709.9747314453125,3085.760498046875,1856.416015625,5376.02294921875,4427.33203125,2337.523193359375,176.90545654296875,85.00420379638672,309.4873962402344,439.8592529296875,208.4117584228516,51.41596603393555,298.739501953125,23.4894962310791,247.3718414306641,119.29621887207033,17.363445281982422,51.73949432373047,24.025209426879883,8.577731132507324
50,1024,0.0003,64,CONTROL,,218113,,,67.35988,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1024,0.0003,64,GMC,1322816.0,567361,0.3450062,58.072113,46.30148,1164.5462646484375,940.489501953125,1105.7940673828125,1397.8067626953125,962.4727172851562,211.22268676757807,448.3319396972656,414.4474792480469,404.5273132324219,443.1407470703125,552.4810791015625,375.8970642089844,163.9138641357422,105.5840301513672,125.88865661621094,93.78361511230467,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
52,1024,0.0003,64,ICEH,477249.0,583873,0.19761992,111.22222,38.520557,2261.8759765625,7410.8486328125,211.6911773681641,3758.142822265625,3245.10302734375,23.64916038513184,24.45168113708496,8.094537734985352,16.474790573120117,5.3508405685424805,12.533613204956056,32.02941131591797,11.021008491516112,4.189075469970703,6.455882549285889,5.867647171020508,1.693277359008789,3.3508403301239014,4.834033489227295,11.382352828979492,23.14495849609375,15.804621696472168,3.5084033012390137,4.075630187988281,9.915966033935549,0.7079831957817078
53,1024,0.0003,64,MCN,118016.0,218113,0.17808415,75.375,78.04728,5503.802734375,732.5630493164062,315.6890869140625,208.0167999267578,46.57352828979492,209.510498046875,493.1722717285156,452.7310791015625,420.0021057128906,491.8004150390625,488.6113586425781,354.6302490234375,163.35293579101562,105.48529052734376,125.92227172851562,81.47898864746094,41.563026428222656,42.07352828979492,40.155460357666016,22.262605667114254,45.75419998168945,22.39705848693848,4.455882549285889,4.852941036224365,11.443277359008787,0.7016806602478027
54,1024,0.0003,64,SCARF,222208.0,218113,0.2827474,64.17083,97.96658,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1024,0.0003,64,SUBTAB,156672.0,218113,0.19439554,77.63333,80.39385,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1024,0.0003,128,CLIP,435969.0,862209,0.2005868,100.166664,50.585793,1159.611328125,765.9328002929688,213.10923767089844,153.5840301513672,140.64076232910156,1521.333984375,2727.89697265625,1686.4664306640625,3758.8193359375,6638.1513671875,7596.8486328125,3953.84033203125,1333.4915771484375,898.670166015625,2103.74169921875,3692.6806640625,1689.621826171875,412.350830078125,3728.157470703125,1335.531494140625,3315.06103515625,289.2689208984375,51.48949432373047,293.38446044921875,38.07773208618164,3.642857074737549
57,1024,0.0003,128,CONTROL,,862209,,,106.492615,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1024,0.0003,128,GMC,1331072.0,895233,0.41318274,53.570667,87.61639,1182.9117431640625,1613.836181640625,1909.833984375,2089.121826171875,1204.36767578125,211.22268676757807,482.0399169921875,417.1743774414063,408.7542114257813,437.8361206054688,544.0462036132812,374.7164001464844,163.5504150390625,104.76680755615234,125.11764526367188,93.55672454833984,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
59,1024,0.0003,128,ICEH,485505.0,911745,0.25238535,117.736,40.941887,5503.802734375,732.5630493164062,315.6890869140625,8057.82958984375,3230.968505859375,178.72268676757812,426.6512756347656,370.72900390625,171.97689819335938,518.6953735351562,520.9012451171875,162.6302490234375,45.5420150756836,54.64075469970703,48.88445281982422,17.002099990844727,5.138655662536621,7.596638679504394,11.195378303527832,19.054622650146484,40.94747924804688,19.743698120117188,4.428571224212647,4.581932544708252,10.57563018798828,1.058823585510254
60,1024,0.0003,128,MCN,449024.0,862209,0.18138334,75.336,56.79046,3926.710205078125,732.5630493164062,315.6890869140625,208.0167999267578,46.57352828979492,211.22268676757807,522.462158203125,481.9579772949219,506.3235168457031,535.7352905273438,587.531494140625,383.5651245117188,163.9138641357422,105.89075469970705,125.92227172851562,93.78150939941406,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
61,1024,0.0003,128,SCARF,878592.0,862209,0.27331486,97.27407,61.1108,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1024,0.0003,128,SUBTAB,616448.0,862209,0.19855386,63.433334,76.7363,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1024,0.0005,32,CLIP,29121.0,55809,0.19660397,88.4,281.81342,2000.3843994140625,7390.31103515625,5580.0439453125,331.0273132324219,71.67436981201172,780.2520751953125,1488.823486328125,2508.067138671875,321.4516906738281,3433.27099609375,1314.63232421875,252.93487548828125,280.47479248046875,83.93067169189453,112.4916000366211,278.0987243652344,40.237396240234375,635.9580078125,562.0062866210938,53.75,90.7899169921875,18.97479057312012,130.43698120117188,12.132352828979492,54.094539642333984,8.235294342041016
64,1024,0.0005,32,CONTROL,,55809,,,148.87213,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1024,0.0005,32,GMC,1318688.0,483297,0.39761394,75.95734,95.96133,1190.9559326171875,373.2416076660156,795.8130493164062,142.01260375976562,1307.378173828125,211.22268676757807,471.1722717285156,480.47900390625,401.5335998535156,485.239501953125,561.6974487304688,377.5357055664063,163.9138641357422,105.89075469970705,125.920166015625,93.78150939941406,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
66,1024,0.0005,32,ICEH,473121.0,499809,0.23886125,116.08646,41.69113,5503.802734375,5388.529296875,290.4664001464844,5065.59033203125,2766.724853515625,48.80882263183594,88.52731323242188,19.827730178833008,130.41175842285156,5.388655662536621,7.348739624023437,44.96218490600586,6.052521228790283,18.58613395690918,12.050419807434082,27.69327735900879,36.95588302612305,40.00630187988281,35.95167922973633,19.14285659790039,36.96428680419922,15.745798110961914,4.19957971572876,4.6533613204956055,10.657563209533691,1.1785714626312256
67,1024,0.0005,32,MCN,32384.0,55809,0.21397132,67.4,128.99846,1575.600830078125,753.9747924804688,315.6890869140625,208.0167999267578,46.57352828979492,195.18698120117188,510.7983093261719,860.7037963867188,442.89495849609375,484.1218566894531,501.7626037597656,355.0168151855469,161.14076232910156,130.7205810546875,114.95587921142578,93.56092071533205,40.186973571777344,43.659664154052734,40.10714340209961,22.07563018798828,46.14075469970703,20.554622650146484,4.489495754241943,4.852941036224365,11.445378303527832,3.6806721687316895
68,1024,0.0005,32,SCARF,56832.0,55809,0.26250654,57.503704,146.4796,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1024,0.0005,32,SUBTAB,40448.0,55809,0.18355848,59.395832,86.12965,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1024,0.0005,64,CLIP,111489.0,218113,0.2103455,104.666664,93.23604,933.850830078125,405.5335998535156,226.11764526367188,245.5819396972656,65.5819320678711,2132.9853515625,773.1239624023438,2475.61767578125,3842.14501953125,5193.73095703125,5265.91162109375,3994.268798828125,692.6470336914062,1011.3844604492188,2301.38037109375,2781.14501953125,1459.9853515625,59.11134338378906,383.3172302246094,279.4516906738281,324.5693359375,91.579833984375,9.560924530029297,32.936973571777344,17.205883026123047,6.756302356719971
71,1024,0.0005,64,CONTROL,,218113,,,109.25194,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1024,0.0005,64,GMC,1322816.0,567361,0.42381975,60.802666,118.95714,1242.899169921875,243.43907165527344,1035.4033203125,2099.642822265625,1143.70166015625,211.22268676757807,475.079833984375,422.4664001464844,402.5504150390625,434.5630187988281,522.0651245117188,381.7079772949219,163.92227172851562,105.5861358642578,125.920166015625,93.55252075195312,41.56722640991211,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
73,1024,0.0005,64,ICEH,477249.0,583873,0.2885366,78.284355,40.703876,5503.802734375,732.5630493164062,315.6890869140625,208.0167999267578,3245.10302734375,200.9958038330078,508.87396240234375,501.1386413574219,861.5777587890625,957.7332153320312,1066.0294189453125,217.4243621826172,30.331932067871094,31.91386604309082,44.344539642333984,29.775209426879883,18.43277359008789,15.182772636413574,29.22479057312012,18.48109245300293,40.05462265014648,18.92436981201172,4.436975002288818,5.7373948097229,10.607142448425291,1.5273109674453735
74,1024,0.0005,64,MCN,118016.0,218113,0.16598785,72.74815,191.64217,5503.802734375,732.5630493164062,315.6890869140625,208.0167999267578,46.57352828979492,209.8256378173828,494.73529052734375,488.7079772949219,503.6932678222656,530.2836303710938,518.781494140625,383.5651245117188,152.46849060058594,105.89075469970705,125.92227172851562,93.81512451171876,41.563026428222656,43.659664154052734,40.10714340209961,22.52310943603516,46.14706039428711,22.304622650146484,4.455882549285889,4.871848583221436,11.445378303527832,0.7584033608436584
75,1024,0.0005,64,SCARF,222208.0,218113,0.3014755,96.155556,69.92187,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1024,0.0005,64,SUBTAB,156672.0,218113,0.19863525,65.754166,77.63416,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1024,0.0005,128,CLIP,435969.0,862209,0.19263156,99.851845,37.52325,1151.50634765625,245.2289886474609,194.84873962402344,182.4705810546875,71.43067169189453,2082.93701171875,2102.5126953125,2211.4306640625,2643.1259765625,7299.34033203125,7920.64501953125,5177.64501953125,1368.5020751953125,744.4727172851562,3640.056640625,878.9285888671875,1999.7080078125,313.760498046875,175.0756378173828,159.46849060058594,2142.91796875,317.2835998535156,66.47058868408203,33.99369812011719,34.52941131591797,5.342436790466309
78,1024,0.0005,128,CONTROL,,862209,,,38.612423,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1024,0.0005,128,GMC,1331072.0,895233,0.36314875,61.137043,63.796658,1190.65966796875,505.9957885742188,1833.413818359375,3175.470703125,1768.344482421875,211.22268676757807,479.4285583496094,435.1134338378906,401.1932678222656,448.691162109375,536.829833984375,374.1617736816406,160.8235321044922,103.8319320678711,124.93487548828124,93.55042266845705,41.56932830810547,43.659664154052734,40.10714340209961,22.52310943603516,46.14075469970703,22.390756607055664,4.455882549285889,4.852941036224365,11.445378303527832,0.7584033608436584
