,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
12,1024,0.0001,64,SCARF,71296.0,67266,0.8611884,0.5784154811856939,0.7708324724744278,,,,,,,,
13,1024,0.0001,64,SUBTAB,50816.0,67266,0.7106659,0.6316841781020033,0.776998726554899,,,,,,,,
14,1024,0.0001,128,CLIP,134145.0,265602,0.7027789,0.7092356699861386,0.8038415593879951,5.870540618896484,318.8125,1.5377867221832275,0.2562423348426819,4802495.5,1.0053387880325315,11.579147338867188,12.308399200439451
15,1024,0.0001,128,CONTROL,,265602,,,0.7822653048191821,,,,,,,,
16,1024,0.0001,128,GMC,432512.0,298626,0.3877964,0.7946494645144568,0.8039993313474101,6.528246879577637,148.5,2.4461841583251958,0.2663328051567077,4454665.0,0.4222131669521332,11.742740631103516,10.615550994873049
17,1024,0.0001,128,ICEH,183681.0,315138,0.54549104,0.7639778443091279,0.8032010803622744,7.248578071594238,248.6875,1.2491915225982666,0.815494954586029,1158979.875,1.2693721055984497,15.562090873718262,9.997647285461426
18,1024,0.0001,128,MCN,147200.0,265602,0.7104283,0.6151340873831266,0.7902205802251632,12.698869705200195,562.25,4.070649147033691,0.2546906471252441,3237893.25,0.7535033226013184,7.545975208282471,10.812986373901367
19,1024,0.0001,128,SCARF,281856.0,265602,0.82625395,0.6243693817217428,0.7791558824523772,,,,,,,,
20,1024,0.0001,128,SUBTAB,199936.0,265602,0.71094155,0.6297589845496174,0.7734112927158189,,,,,,,,
21,1024,0.0002,32,CLIP,8961.0,17250,0.7110028,0.5438671785490239,0.7963642954542893,7.778923034667969,330.9375,1.588934302330017,0.5232155323028564,5524570.5,1.2018557786941528,14.393444061279297,12.794678688049316
22,1024,0.0002,32,CONTROL,,17250,,,0.8009997858809121,,,,,,,,
23,1024,0.0002,32,GMC,420128.0,163074,0.9412164,0.7969080452429875,0.8035476152017039,4.103038787841797,117.3125,1.9633725881576536,0.2641513645648956,4487487.0,0.5134179592132568,17.60045051574707,17.3649845123291
24,1024,0.0002,32,ICEH,171297.0,179586,0.702187,0.7614347105823663,0.8011181148504736,27.47533798217773,184.125,2.309346437454224,0.8152357339859009,5524570.5,0.4816976189613342,13.089644432067873,12.794678688049316
25,1024,0.0002,32,MCN,12224.0,17250,0.71016854,0.6062274846266251,0.7961013421885976,8.790412902832031,614.75,11.175691604614258,0.2546906471252441,3017401.0,0.9392339587211608,10.854129791259766,10.812986373901367
26,1024,0.0002,32,SCARF,18240.0,17250,0.82460535,0.5510326550391237,0.7947987844046174,,,,,,,,
27,1024,0.0002,32,SUBTAB,13120.0,17250,0.71106464,0.6426258513111976,0.7746039735994921,,,,,,,,
28,1024,0.0002,64,CLIP,34305.0,67266,0.7081192,0.6839057575495762,0.8052361508149672,6.8971710205078125,242.3125,1.3478120565414429,0.2507056891918182,4802495.5,0.955957293510437,11.579147338867188,12.95189094543457
29,1024,0.0002,64,CONTROL,,67266,,,0.7911850552389681,,,,,,,,
30,1024,0.0002,64,GMC,424256.0,191874,0.937615,0.8063893887087867,0.7981843077003986,3.896125078201294,154.4375,1.8243041038513184,0.2615822553634643,4323027.0,0.4877231121063232,17.517793655395508,14.939475059509276
31,1024,0.0002,64,ICEH,175425.0,208386,0.7004099,0.7633204611448985,0.8018064889353023,12.340118408203123,248.0625,2.0077121257781982,2.141481399536133,2017982.25,0.7715407609939575,4.375937461853027,6.641207695007324
32,1024,0.0002,64,MCN,40832.0,67266,0.71034425,0.6149979151562506,0.7896505351098957,12.521461486816406,457.75,4.6160736083984375,0.2449242770671844,3237893.25,0.4062914848327636,14.496796607971191,15.506433486938477
33,1024,0.0002,64,SCARF,71296.0,67266,0.83572894,0.5942405721863061,0.7857344096887009,,,,,,,,
34,1024,0.0002,64,SUBTAB,50816.0,67266,0.71105975,0.6337014052973813,0.781813588673476,,,,,,,,
35,1024,0.0002,128,CLIP,134145.0,265602,0.7091336,0.6660221181261199,0.8060165585427881,3.537217617034912,227.0625,1.258448839187622,0.2510530054569244,4802495.5,0.9698894023895264,13.221858978271484,9.496740341186523
36,1024,0.0002,128,CONTROL,,265602,,,0.7992239122186869,,,,,,,,
37,1024,0.0002,128,GMC,432512.0,298626,0.9752402,0.8007058416946211,0.79992073837277,3.86209774017334,155.875,2.091975688934326,0.2612878382205963,4443688.5,0.608045220375061,14.095752716064451,15.59170913696289
38,1024,0.0002,128,ICEH,183681.0,315138,0.55484325,0.7681268711942211,0.8014515020266184,5.125666618347168,233.4375,1.2152462005615234,0.2508888840675354,3132792.0,0.9522027969360352,8.005805969238281,12.794678688049316
39,1024,0.0002,128,MCN,147200.0,265602,0.710566,0.6308117367311903,0.7690913462080261,8.71691608428955,390.625,4.70184850692749,0.2750393748283386,3237893.25,0.5291330814361572,9.830147743225098,10.655773162841797
40,1024,0.0002,128,SCARF,281856.0,265602,0.7706962,0.557828118719643,0.7707977250786042,,,,,,,,
41,1024,0.0002,128,SUBTAB,199936.0,265602,0.7109519,0.6277286096909548,0.7801691916440965,,,,,,,,
42,1024,0.0003,32,CLIP,8961.0,17250,0.7096263,0.6430822630509341,0.8068279571912084,6.098373889923096,246.125,1.3995352983474731,0.2541603147983551,4802495.5,1.2781912088394165,11.579147338867188,11.485740661621094
43,1024,0.0003,32,CONTROL,,17250,,,0.7800114196846815,,,,,,,,
44,1024,0.0003,32,GMC,420128.0,163074,0.97411853,0.7689814693077192,0.8009162043071745,6.040898323059082,172.25,2.233457088470459,0.265115737915039,5361156.5,0.6896743774414062,14.236196517944336,14.205989837646484
45,1024,0.0003,32,ICEH,171297.0,179586,0.6122049,0.7632941658183294,0.7996446374437938,5.623429775238037,228.5,1.1243078708648682,1.0775392055511477,2156468.25,1.173327922821045,12.800413131713867,10.812986373901367
46,1024,0.0003,32,MCN,12224.0,17250,0.7106984,0.5925229238900555,0.7838749544527379,8.886610984802246,562.25,7.009298324584961,0.2645463347434997,3237893.25,0.9726229310035706,18.53539085388184,12.794678688049316
47,1024,0.0003,32,SCARF,18240.0,17250,0.7811605,0.5371074013831342,0.787707498300195,,,,,,,,
48,1024,0.0003,32,SUBTAB,13120.0,17250,0.7107403,0.624172166772474,0.781164657578501,,,,,,,,
49,1024,0.0003,64,CLIP,34305.0,67266,0.706838,0.6804939389272258,0.8054202181009515,5.15782356262207,229.75,1.2679295539855957,0.2519378364086151,4334495.5,0.9663758873939514,11.513916015625,11.485740661621094
50,1024,0.0003,64,CONTROL,,67266,,,0.8027277644840294,,,,,,,,
51,1024,0.0003,64,GMC,424256.0,191874,0.974972,0.7843961653900912,0.8027493642165684,3.191138505935669,136.75,2.151808023452759,0.2643827199935913,2812054.5,0.4815762639045715,15.657496452331545,13.939083099365234
52,1024,0.0003,64,ICEH,175425.0,208386,0.6969436,0.7414812533103938,0.8002015348957765,12.163198471069336,467.0,1.4087936878204346,1.3442482948303225,3237893.25,0.5950746536254883,10.41049575805664,7.738081932067871
