,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,a1,a2,a3,a4,a5,y2
59,1024,0.0003,128,ICEH,150145.0,248705,0.4284435,0.0002733312,0.0013549633,0.0043743685819208,0.0042198956944048,0.0168940275907516,0.0062679341062903,0.003297409042716,0.15247742831707
60,1024,0.0003,128,MCN,113664.0,199169,0.5073261,0.0008719349,0.0013929922,0.0134111708030104,0.0083589451387524,0.0593825280666351,0.0285576861351728,0.0328357629477977,0.1092770397663116
61,1024,0.0003,128,SCARF,215552.0,199169,0.48879808,0.00030020255,0.0013290738,,,,,,
62,1024,0.0003,128,SUBTAB,133632.0,199169,0.48492873,0.00038698345,0.0012931455,,,,,,
63,1024,0.0005,32,CLIP,6721.0,12929,0.47424152,0.00041966353,0.0013411479,0.0068767867051064,0.0067772944457829,0.0849244743585586,0.0059283985756337,0.0069213137030601,0.0795405954122543
64,1024,0.0005,32,CONTROL,,12929,,,0.001341842,,,,,,
65,1024,0.0005,32,GMC,320288.0,127457,0.3515756,0.00033590282,0.0012953018,0.0121146366000175,0.0142917903140187,0.023000219836831,0.043914183974266,0.0359344035387039,0.0042758230119943
66,1024,0.0005,32,ICEH,137761.0,143969,0.39719588,0.00084117975,0.0013939347,0.0015672111185267,0.0068366425111889,0.0159343853592872,0.0136957308277487,0.0029863917734473,0.4141874611377716
67,1024,0.0005,32,MCN,9984.0,12929,0.5836651,0.0014206165,0.0013034318,0.1377840489149093,0.1269305646419525,0.2079682797193527,0.1467368453741073,0.1253349781036377,0.3031128644943237
68,1024,0.0005,32,SCARF,13952.0,12929,0.46517056,0.00028586003,0.0013649178,,,,,,
69,1024,0.0005,32,SUBTAB,8832.0,12929,0.5181962,0.00091637275,0.0014243482,,,,,,
70,1024,0.0005,64,CLIP,25729.0,50433,0.44018427,0.00020371872,0.001218405,0.0042975712567567,0.004931095521897,0.0561734922230243,0.0083251083269715,0.0075297560542821,0.0646797344088554
71,1024,0.0005,64,CONTROL,,50433,,,0.0012939909,,,,,,
72,1024,0.0005,64,GMC,324416.0,150081,0.35934114,0.00032074453,0.0013128144,0.0141985099762678,0.0151023864746093,0.0222500674426555,0.0385226719081401,0.0347142741084098,0.0044326186180114
73,1024,0.0005,64,ICEH,141889.0,166593,0.4381354,0.00039065894,0.0013810514,0.0028608636930584,0.0020195145625621,0.0206413995474576,0.0027692182920873,0.0016762274317443,0.0713625103235244
74,1024,0.0005,64,MCN,32256.0,50433,0.52709067,0.0009404538,0.0012391341,0.0116766737774014,0.0112056042999029,0.0500999204814434,0.0261520370841026,0.0415908396244049,0.1542354971170425
75,1024,0.0005,64,SCARF,54528.0,50433,0.50025237,0.00082626333,0.0013058649,,,,,,
76,1024,0.0005,64,SUBTAB,34048.0,50433,0.473266,0.00035565582,0.0013863808,,,,,,
77,1024,0.0005,128,CLIP,100609.0,199169,0.4532054,0.0005788928,0.0011997354,0.0033461733255535,0.0036708179395645,0.0304797943681478,0.020026771351695,0.0060912249609827,0.0564582385122776
78,1024,0.0005,128,CONTROL,,199169,,,0.0013539424,,,,,,
79,1024,0.0005,128,GMC,332672.0,232193,0.3431855,0.0006019919,0.0012608834,0.0146867055445909,0.0176973417401313,0.0229046531021595,0.0393403768539428,0.0284052826464176,0.0043550408445298
80,1024,0.0005,128,ICEH,150145.0,248705,0.43035194,0.0003648184,0.0012540126,0.0022552777081727,0.0019995365291833,0.0310461167246103,0.00482082599774,0.0047768866643309,0.0932037159800529
81,1024,0.0005,128,MCN,113664.0,199169,0.52301615,0.0011940135,0.001215195,0.0118635268881917,0.00591691583395,0.0527327507734298,0.009563323110342,0.0354214869439601,0.1625505089759826
82,1024,0.0005,128,SCARF,215552.0,199169,0.48004285,0.00031888622,0.001274977,,,,,,
83,1024,0.0005,128,SUBTAB,133632.0,199169,0.4846114,0.00036850615,0.0013308389,,,,,,
84,1024,0.0007,32,CLIP,6721.0,12929,0.4947376,0.00025460328,0.0012719687,0.0055467993952333,0.0069897370412945,0.0477503128349781,0.0165269393473863,0.0058978837914764,0.0605500638484954
85,1024,0.0007,32,CONTROL,,12929,,,0.0013437486,,,,,,
86,1024,0.0007,32,GMC,320288.0,127457,0.36010432,0.0002912203,0.0013699972,0.0122378105297684,0.017257148399949,0.0224439017474651,0.0441700182855129,0.0336213260889053,0.0042787785641849
87,1024,0.0007,32,ICEH,137761.0,143969,0.44155154,0.00038846274,0.0014099919,0.0140147488564252,0.0040193405002355,0.032236061990261,0.0203405134379863,0.0046763876453042,0.0796591788530349
88,1024,0.0007,32,MCN,9984.0,12929,0.56755763,0.00106028,0.0013164863,0.0174764674156904,0.0134681137278676,0.0756482630968093,0.0599104836583137,0.0335620157420635,0.2211730778217315
