,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight
61,1024,0.0003,128,SCARF,265472.0,249089,0.50336444,5.940369,4.850635,,,,,,,,
62,1024,0.0003,128,SUBTAB,183552.0,249089,0.81331074,4.3216267,4.8497005,,,,,,,,
63,1024,0.0005,32,CLIP,7937.0,16193,0.74533415,4.89693,7.980365,0.5170002411381721,0.0006052033277228,0.0004086721746716,0.0735632106661796,0.0174210090190172,0.0056534246541559,0.0011528079630807,0.0050721289590001
64,1024,0.0005,32,CONTROL,,16193,,,6.5843215,,,,,,,,
65,1024,0.0005,32,GMC,387360.0,146657,0.48039392,6.681914,4.31009,0.4928783859818342,0.0008702154154889,0.0005503587890416,0.0020846289116889,0.0180594585835933,0.0072711268439888,0.001005102880299,0.0030030643101781
66,1024,0.0005,32,ICEH,154913.0,163169,0.5110974,6.0489764,7.886465,0.4840205771240253,0.0005318181938491,0.0003733850899152,0.0193430017679929,0.0053354450501501,0.0045126723125576,0.0007088881684467,0.002209348604083
67,1024,0.0005,32,MCN,11200.0,16193,0.4883966,5.2883997,6.270585,0.47351499075637,0.0543629713356494,0.0320066399872303,0.0446983762085437,0.2508017718791961,0.1107010394334793,0.0235997941344976,0.121701531112194
68,1024,0.0005,32,SCARF,17216.0,16193,0.52575076,6.023156,6.4641314,,,,,,,,
69,1024,0.0005,32,SUBTAB,12096.0,16193,0.72837055,4.488158,7.9267716,,,,,,,,
70,1024,0.0005,64,CLIP,30209.0,63105,0.7750209,4.5495663,4.8146524,0.471666264769713,0.000520693778526,0.0004204545111861,0.0031314590014517,0.0101487319916486,0.0055046887136995,0.0008050221949815,0.0044935895130038
71,1024,0.0005,64,CONTROL,,63105,,,5.2529745,,,,,,,,
72,1024,0.0005,64,GMC,391488.0,175425,0.4812211,7.092571,4.292516,0.4923800337593441,0.0008833134779706,0.0005571171059273,0.0005693181301467,0.0198509823530912,0.0077442382462322,0.0010301028378307,0.0029390554409474
73,1024,0.0005,64,ICEH,159041.0,191937,0.49637273,6.1887956,4.2745457,0.4349650349650349,0.0005176435806788,0.000341507140547,0.0139130968600511,0.0075708739459514,0.0049978420138359,0.0007193732308223,0.0027993598487228
74,1024,0.0005,64,MCN,36736.0,63105,0.53060853,5.3469377,4.8909163,0.4913511775580741,0.0416142866015434,0.0277666859328746,0.0473853386938571,0.0788429677486419,0.0271561183035373,0.0208132229745388,0.0504989884793758
75,1024,0.0005,64,SCARF,67200.0,63105,0.52386254,6.527751,5.5387154,,,,,,,,
76,1024,0.0005,64,SUBTAB,46720.0,63105,0.7928349,4.4640026,4.6976438,,,,,,,,
77,1024,0.0005,128,CLIP,117761.0,249089,0.7880268,4.604179,4.1648107,0.4876617635238325,0.0005291267298161,0.0004330143274273,0.0028411480598151,0.0083395959809422,0.0049193580634891,0.0007865359075367,0.0039048371836543
78,1024,0.0005,128,CONTROL,,249089,,,4.289397,,,,,,,,
79,1024,0.0005,128,GMC,399744.0,282113,0.48139894,6.3001914,7.2946787,0.4885780885780886,0.0008934210636653,0.0005082535208202,0.0030066384933888,0.0185598395764827,0.0072940723039209,0.0010256835957989,0.0029072635807096
80,1024,0.0005,128,ICEH,167297.0,298625,0.5649877,5.5146956,4.292048,0.3624467486536453,0.0005737439496442,0.0003786482848227,0.013682116754353,0.0070893946103751,0.0051672817207872,0.0008948385366238,0.0022361597511917
81,1024,0.0005,128,MCN,130816.0,249089,0.49377128,5.3098087,6.922894,0.4919540229885058,0.0026549636386334,0.0022825358901172,0.0187711119651794,0.0122908279299736,0.008869519457221,0.0013900524936616,0.0044250581413507
82,1024,0.0005,128,SCARF,265472.0,249089,0.5149238,6.296584,4.2077017,,,,,,,,
83,1024,0.0005,128,SUBTAB,183552.0,249089,0.668246,4.5704546,4.249434,,,,,,,,
84,1024,0.0007,32,CLIP,7937.0,16193,0.72227985,4.8236365,7.8797064,0.5133108271039305,0.0006093299598433,0.0003612439322751,0.0024200358893722,0.0107754813507199,0.0059942407533526,0.0007800502353347,0.0063365655951201
85,1024,0.0007,32,CONTROL,,16193,,,5.1682086,,,,,,,,
86,1024,0.0007,32,GMC,387360.0,146657,0.46856532,7.257576,4.213972,0.4877823326099188,0.0008375599281862,0.0005592104280367,0.0005577750271186,0.0187181085348129,0.0074854218401014,0.0010301896836608,0.0028605819679796
87,1024,0.0007,32,ICEH,154913.0,163169,0.45936668,5.389354,4.2941046,0.3776223776223776,0.0006149521213956,0.000371351634385,0.0068087317049503,0.0045027835294604,0.003800872946158,0.0008144796593114,0.0027464081067591
88,1024,0.0007,32,MCN,11200.0,16193,0.47755346,5.3626647,4.411913,0.481802105940037,0.0279253553599119,0.0255403108894824,0.0345324724912643,0.1424793452024459,0.0882283225655555,0.014924069866538,0.0258615799248218
89,1024,0.0007,32,SCARF,17216.0,16193,0.50994784,6.1973686,8.284224,,,,,,,,
90,1024,0.0007,32,SUBTAB,12096.0,16193,0.7615257,4.7141867,8.118848,,,,,,,,
91,1024,0.0007,64,CLIP,30209.0,63105,0.7527292,4.5415263,4.3932652,0.4875492323768185,0.0005056817317381,0.0003247607673984,0.0043586120009422,0.0080225402489304,0.0052633821032941,0.0008026357390917,0.0033804646227508
92,1024,0.0007,64,CONTROL,,63105,,,4.508948,,,,,,,,
93,1024,0.0007,64,GMC,391488.0,175425,0.47290394,6.6766596,4.19747,0.4903142834177317,0.0008078350219875,0.0004859449691139,0.0020660285372287,0.0177579298615455,0.0069635161198675,0.0010631465120241,0.0029382933862507
94,1024,0.0007,64,ICEH,159041.0,191937,0.5944778,5.755781,4.3453627,0.4076923076923077,0.0005652511608786,0.0003861841396428,0.0163668654859066,0.0054106744937598,0.0051246378570795,0.0007519282517023,0.0028827674686908
95,1024,0.0007,64,MCN,36736.0,63105,0.49084437,5.229641,4.2340174,0.4987058918093401,0.0073143527843058,0.0072977873496711,0.0210854057222604,0.0508316196501255,0.030017701908946,0.0023639658465981,0.0060638319700956
96,1024,0.0007,64,SCARF,67200.0,63105,0.5277106,6.542584,4.903763,,,,,,,,
97,1024,0.0007,64,SUBTAB,46720.0,63105,0.79045504,4.621507,4.332741,,,,,,,,
98,1024,0.0007,128,CLIP,117761.0,249089,0.7333796,4.724593,4.202405,0.5220070733863837,0.0004886962124146,0.0003147727111354,0.0005458731902763,0.0080854166299104,0.0050352998077869,0.0008100729901343,0.0044878195039927
99,1024,0.0007,128,CONTROL,,249089,,,4.3567104,,,,,,,,
100,1024,0.0007,128,GMC,399744.0,282113,0.4766023,6.9484687,4.0296416,0.4891085925568684,0.0008531099883839,0.0005355860339477,0.001350896898657,0.017552638426423,0.0071188872680068,0.0010005717631429,0.0028387894853949
101,1024,0.0007,128,ICEH,167297.0,298625,0.5489552,6.0107894,4.3667893,0.4263403263403263,0.0005653109983541,0.0004131578607484,0.0229084305465221,0.0067976070567965,0.0050429799593985,0.000963369035162,0.0022250283509492
102,1024,0.0007,128,MCN,130816.0,249089,0.4875678,5.3615785,4.207827,0.4931757897275139,0.0014078943058848,0.0011174042010679,0.0025695571675896,0.0089357597753405,0.0119429985061287,0.000961459823884,0.0050200042314827
103,1024,0.0007,128,SCARF,265472.0,249089,0.52520937,6.853277,4.1560535,,,,,,,,
104,1024,0.0007,128,SUBTAB,183552.0,249089,0.7205252,4.6132298,4.207409,,,,,,,,
105,1024,0.001,32,CLIP,7937.0,16193,0.73190314,4.9545946,4.9151797,0.4931918656056587,0.0005094497464597,0.0004149521701037,0.0035027510020881,0.0083307242020964,0.0053168972954154,0.0008134318632073,0.0036392239853739
106,1024,0.001,32,CONTROL,,16193,,,4.8710227,,,,,,,,
107,1024,0.001,32,GMC,387360.0,146657,0.4693267,7.163704,4.2054133,0.4802668595772044,0.0008978468831628,0.0005083731375634,0.0005404305411502,0.0188989862799644,0.0075674797408282,0.0010780873708426,0.0027988492511212
108,1024,0.001,32,ICEH,154913.0,163169,0.53534895,5.9488816,3.9627466,0.5521204083273049,0.0004376794724725,0.0002649521095212,0.0005297247648239,0.0080320473536849,0.0036734143979847,0.0006298731991089,0.0028504097610712
109,1024,0.001,32,MCN,11200.0,16193,0.5112198,5.100815,4.297321,0.488433405674785,0.0155391711741685,0.0234583728015422,0.0106735033914446,0.1048624292016029,0.0513203367590904,0.0052337157540023,0.0129563910886645
110,1024,0.001,32,SCARF,17216.0,16193,0.5648709,5.9127274,4.4525166,,,,,,,,
111,1024,0.001,32,SUBTAB,12096.0,16193,0.7872169,4.394849,5.062006,,,,,,,,
112,1024,0.001,64,CLIP,30209.0,63105,0.7345289,4.6207013,4.334006,0.5194518125552609,0.0004665669694077,0.0003868420899379,0.0015106457285583,0.0087907379493117,0.00552769144997,0.0008436111966148,0.0038103396072983
113,1024,0.001,64,CONTROL,,63105,,,4.2799788,,,,,,,,
114,1024,0.001,64,GMC,391488.0,175425,0.473932,6.9504104,6.9029055,0.4830962141306969,0.0008991028298623,0.0005248803063295,0.0005190788651816,0.019102893769741,0.0072964155115187,0.0010783385951071,0.0027630699332803
115,1024,0.001,64,ICEH,159041.0,191937,0.48439816,5.738182,4.3382773,0.477059721887308,0.0005107058095745,0.0003726076101884,0.0124941384419798,0.0055500101298093,0.0033720987848937,0.0006809401675127,0.001965886214748
116,1024,0.001,64,MCN,36736.0,63105,0.50471455,5.183966,3.9975224,0.4796800900249176,0.0019398919539526,0.001344138639979,0.0039516743272542,0.0197068899869918,0.0167929846793413,0.0016153731849044,0.0050546238198876
117,1024,0.001,64,SCARF,67200.0,63105,0.53239745,6.011579,4.1386104,,,,,,,,
118,1024,0.001,64,SUBTAB,46720.0,63105,0.75301874,4.6771054,7.6706986,,,,,,,,
119,1024,0.001,128,CLIP,117761.0,249089,0.7221932,4.520646,4.170632,0.5008680974198215,0.0004439593176357,0.0002742224605754,0.0005498803220689,0.0063072140328586,0.0043980292975902,0.0008179406868293,0.002968359272927
120,1024,0.001,128,CONTROL,,249089,,,4.2185245,,,,,,,,
121,1024,0.001,128,GMC,399744.0,282113,0.46164998,7.0384693,4.203872,0.4815047021943573,0.0007970693986862,0.0005149520584382,0.000466865953058,0.0173256564885377,0.0071457494050264,0.0010632835328578,0.0027679433114826
122,1024,0.001,128,ICEH,167297.0,298625,0.51105446,6.397528,4.3190727,0.4386946386946387,0.0006580742192454,0.0003964113711845,0.0116203939542174,0.009044143371284,0.0033369516022503,0.000801850517746,0.002054484328255
123,1024,0.001,128,MCN,130816.0,249089,0.49881816,5.0839686,4.0473137,0.4859094928060445,0.00073702132795,0.0007257773540914,0.0029666863847523,0.0102617405354976,0.0106250373646616,0.0009082643664442,0.0033416296355426
