,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,KWG,KWI,STRM,STRN,SA,SB,Run2,Run3,Run4
207,4096,0.007,128,MCN,104192.0,199553,0.49716353,0.00056031207,13.705549,0.5009864054728183,0.5095340601100466,0.493168563131008,0.5038049423483288,0.5143173693384938,0.510168740538345,168513.8125,163596.71875,167151.375
208,4096,0.007,128,SCARF,215936.0,199553,0.8320465,0.0002672484,0.005377982,,,,,,,,,
209,4096,0.007,128,SUBTAB,117632.0,199553,0.83421963,0.00028120034,0.0022897064,,,,,,,,,
210,4096,0.01,32,CLIP,3745.0,13025,0.83876693,0.00027922005,0.0006024821,0.539268418979827,0.518920112580531,0.5524867517301255,0.5121350482752061,0.5639495376251957,0.5539881106229,5093.35693359375,14098.5859375,430.4136962890625
211,4096,0.01,32,CONTROL,,13025,,,0.0040345383,,,,,,,,,
212,4096,0.01,32,GMC,271904.0,81761,0.833114,0.0002703648,0.00041366532,0.4934738003899431,0.4952300097921854,0.5314483012467066,0.5046610543767028,0.5557612196058734,0.4983354872059964,148360.03125,146436.28125,148362.9375
213,4096,0.01,32,ICEH,88993.0,98273,0.8326722,0.00026975345,0.0105739515,0.4823249267033271,0.5,0.5066776774739384,0.4975845410628019,0.5227021597187343,0.5,9275264.0,168527.890625,167350.78125
214,4096,0.01,32,MCN,16832.0,13025,0.27142516,0.0005132663,0.0059243916,0.5059166095365899,0.5149070334414381,0.501647928502029,0.4940683666605516,0.5,0.4938884170882103,597589.3125,422704.3125,381099.5625
215,4096,0.01,32,SCARF,14048.0,13025,0.66211075,0.00045631136,0.0042718737,,,,,,,,,
216,4096,0.01,32,SUBTAB,7904.0,13025,0.8343161,0.0002836103,0.0011832211,,,,,,,,,
217,4096,0.01,64,CLIP,13633.0,50625,0.83608836,0.00026844753,0.0020066337,0.5081106475876521,0.5205162269655711,0.5,0.5046202871372565,0.5832835997281886,0.5788287855850534,11241.115234375,10670.734375,1476.1121826171875
218,4096,0.01,64,CONTROL,,50625,,,0.00379567,,,,,,,,,
219,4096,0.01,64,GMC,276032.0,113601,0.83349466,0.00027368893,0.000677301,0.5218607630633391,0.4889997762124489,0.5254253936078039,0.503274968235526,0.5560921204242621,0.5017162057379168,150759.40625,152638.9375,152015.71875
220,4096,0.01,64,ICEH,93121.0,130113,0.8391764,0.00029367485,7.441481,0.5,0.4914108206609192,0.5214233659334762,0.5,0.5601663367506722,0.5002739726027398,168513.8125,139711.9375,9465647.0
221,4096,0.01,64,MCN,39808.0,50625,0.45544022,0.00049342273,0.023376778,0.5021466322427567,0.4996959923083389,0.5038724916613961,0.5013215380120535,0.5168641238514491,0.5,147104.546875,168438.890625,150696.40625
222,4096,0.01,64,SCARF,54720.0,50625,0.8335647,0.0002692969,0.012302561,,,,,,,,,
223,4096,0.01,64,SUBTAB,30144.0,50625,0.83193046,0.00028053694,0.028921863,,,,,,,,,
224,4096,0.01,128,CLIP,51841.0,199553,0.83625466,0.00026566887,0.013842622,0.5698913556116322,0.5225531081012278,0.5413243513820178,0.5041650529634385,0.617942505982805,0.5668507920097478,12099.361328125,5487.4697265625,6826.26416015625
225,4096,0.01,128,CONTROL,,199553,,,0.008917918,,,,,,,,,
226,4096,0.01,128,GMC,284288.0,232577,0.832234,0.00028348126,0.00097319466,0.4955517549873341,0.4935255538149857,0.5052176278869028,0.4970919369194915,0.5206739149703076,0.4967056825314773,218155.859375,149099.515625,317698.15625
227,4096,0.01,128,ICEH,101377.0,249089,0.82178634,0.00027088806,365471.97,0.5595915321071031,0.5197832931344584,0.5491115779199736,0.5022829654089973,0.592872337282477,0.552141934054573,2009.758544921875,204.17027282714844,88.40789794921875
228,4096,0.01,128,MCN,104192.0,199553,0.22430351,0.00047457716,0.032789405,0.5015838402108221,0.4952137289518336,0.5031342693208798,0.4995345740163205,0.5003102195172393,0.5078078499427685,168513.8125,168020.1875,166945.03125
229,4096,0.01,128,SCARF,215936.0,199553,0.8319074,0.00027049694,0.011390497,,,,,,,,,
230,4096,0.01,128,SUBTAB,117632.0,199553,0.8353278,0.00027361806,0.017682226,,,,,,,,,
