,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,ParticleID_0,ParticleID_1,ParticleID_2,ParticleID_3,ParticleID_4,ParticleID_5,ParticleID_6,ParticleID_7,ParticleID_8,ParticleID_9,ParticleID_10,ParticleID_11,ParticleID_12,ParticleID_13,ParticleID_14,ParticleID_15,ParticleID_16,ParticleID_17,ParticleID_18,ParticleID_19,ParticleID_20,ParticleID_21,ParticleID_22,ParticleID_23,ParticleID_24,ParticleID_25,ParticleID_26,ParticleID_27,ParticleID_28,ParticleID_29,ParticleID_30,ParticleID_31,ParticleID_32,ParticleID_33,ParticleID_34,ParticleID_35,ParticleID_36,ParticleID_37,ParticleID_38,ParticleID_39,ParticleID_40,ParticleID_41,ParticleID_42,ParticleID_43,ParticleID_44,ParticleID_45,ParticleID_46,ParticleID_47,ParticleID_48,ParticleID_49
0,1024,0.0001,16,CONTROL,,28050,,,0.9161677046732476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1024,0.0001,16,GMC,2514704.0,869826,0.9839638,0.889995759801977,0.9349399072590854,0.3966992199420929,0.390805572271347,33356.75390625,0.0022106012329459,0.0001247618929482,0.0125947976484894,0.0980728268623352,0.0017913398332893,0.0251745320856571,0.0010256062960252,0.0503647029399871,13704.5341796875,0.2586754560470581,0.0304794311523437,0.4641509056091308,3254203.75,0.122073233127594,485.2347412109375,0.0016146324342116,1.6552595035466185e-15,2.0693063735961914,0.0015293265460059,6812.8740234375,1.1320617198944092,0.0021698884665966,0.7899670600891113,5213.06640625,0.0335403271019458,0.0020784768275916,0.2163382321596145,2.961169719696045,0.0791825503110885,0.3421095013618469,8202.1181640625,0.0008389045833609,0.0032259870786219,0.4672516882419586,0.6200717091560364,0.0843612849712371,0.0010269489139318,909.2442626953124,745.6578369140625,0.8589739799499512,5.162363052368164,0.0003508262161631,0.0033723975066095,0.4436056613922119,1.8726565837860107,2.16059684753418,0.0023512565530836
2,1024,0.0001,16,ICEH,873489.0,886338,0.28708524,0.8958966457549118,0.9387861098949136,1.456213116645813,0.1255937963724136,430831.40625,0.0131051754578948,0.0019231709884479,0.018863383680582,0.522398829460144,0.0053329546935856,0.1590072810649871,0.00530456751585,0.7292864322662354,42234.078125,0.2726928293704986,0.1643956452608108,0.2947422564029693,3906007.5,0.0137129826471209,10626.44140625,0.0091688856482505,2.337809663872448e-15,9.272979736328123,0.006864265538752,12308.697265625,2.714608669281006,0.0476790927350521,3.981935501098633,19914.5078125,0.3789445757865906,0.0157864969223737,1.6639610528945925,10.729806900024414,0.203103095293045,1.703098177909851,18605.666015625,0.0027128299698233,0.0229796655476093,3.134889841079712,1.1517863273620603,1.1805144548416138,0.0024693391751497,4941.064453125,5927.4013671875,3.859088182449341,25.252620697021484,0.0121338963508605,0.003748406888917,0.4582403898239136,6.272397518157959,42.838600158691406,0.0112419258803129
3,1024,0.0001,16,SCARF,28288.0,28050,0.28079802,0.8760366586098651,0.9272718217636626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1024,0.0001,16,SUBTAB,20864.0,28050,0.6495191,0.8608396132525067,0.9189144132279768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1024,0.0001,32,CONTROL,,107298,,,0.91891463841109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1024,0.0001,32,GMC,2516768.0,910338,0.9898724,0.8904185410971567,0.939325048146026,0.5002588033676147,0.4176701605319977,33139.51171875,0.0022841580212116,0.0001326130877714,0.0140883009880781,0.085380770266056,0.0017700300086289,0.0239693969488143,0.0010658502578735,0.0548679456114769,13397.88671875,0.2650517523288727,0.0296309273689985,0.4779620766639709,2451371.5,0.1378638744354248,472.760009765625,0.0016774008981883,1.836077956137599e-15,1.9781831502914429,0.0015442917356267,6906.296875,1.099921703338623,0.0021123602055013,0.7192867994308472,5798.244140625,0.0369349680840969,0.0019342885352671,0.221026599407196,3.14613676071167,0.0731568709015846,0.3697442710399627,8578.4072265625,0.0009487699135206,0.0032925810664892,0.484231948852539,0.6344196200370789,0.0663053691387176,0.000945204810705,824.9443359375,836.9730224609375,0.9110096096992492,5.094261169433594,0.0004715807735919,0.003448196221143,0.4793590605258941,1.811994552612305,2.144740581512451,0.0024705280084162
7,1024,0.0001,32,ICEH,875553.0,926850,0.26752254,0.9043994850512566,0.9345337895142882,1.4016180038452148,0.1480766981840133,341938.71875,0.0186334159225225,0.0006220969371497,0.0186687242239713,0.6133226156234741,0.0088677965104579,0.1673103123903274,0.0060891420580446,0.2962051630020141,26434.32421875,0.9008696675300598,0.0463775061070919,0.3036395609378814,2933798.25,0.0129459109157323,4786.3759765625,0.0097567457705736,1.9939684973958264e-15,9.692995071411133,0.0071922992356121,11166.9775390625,2.4443230628967285,0.0521205589175224,2.4886090755462646,7916.91845703125,0.2772097289562225,0.0132385976612567,0.5707859992980957,10.261713027954102,0.2452819198369979,0.8562042713165283,22267.615234375,0.0031055861618369,0.0198142658919096,1.7921377420425415,1.3751304149627686,0.4395948946475982,0.0033369208686053,1200.7757568359375,4490.6494140625,2.494364023208618,17.540515899658203,0.0095201963558793,0.011599107645452,0.3417572975158691,1.9773980379104612,40.84466171264648,0.0106037026271224
8,1024,0.0001,32,SCARF,108288.0,107298,0.8060102,0.8742462652067094,0.9301439197819688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1024,0.0001,32,SUBTAB,78592.0,107298,0.5997723,0.8678129713129474,0.9302819194998893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1024,0.0001,64,CONTROL,,419394,,,0.9234337257199124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
