,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4
42,1024,0.0003,32,CLIP,17921.0,34369,0.32862955,0.52063435,0.88302064,3.896809101104736,0.0049468148499727,0.0075249909423291,0.0049294037744402,0.0006967971567064,0.0018061615992337,0.0590736158192157,0.0010776830604299,0.001005369820632,0.0013002777704969,0.0367236211895942,0.0912699699401855,0.0441495142877101,0.0186157971620559,0.0446209609508514,0.1659547984600067
43,1024,0.0003,32,CONTROL,,34369,,,0.64786303,,,,,,,,,,,,,,,,
44,1024,0.0003,32,GMC,819488.0,305377,0.29712418,0.52468914,0.60188365,2.177042007446289,0.0012995861470699,0.0304526947438716,0.0036399555392563,0.0018901719013229,0.0066939177922904,0.0054112295620143,0.0046290019527077,6.902553286636248e-05,0.0008903620182536,0.0111421132460236,0.0246044546365737,0.0112624112516641,0.0171011723577976,0.0097289914265275,0.1434175968170166
45,1024,0.0003,32,ICEH,305441.0,321889,0.27039683,0.4549244,0.5968538,0.9896172881126404,0.0058769974857568,0.0260018501430749,0.0045515671372413,0.003453537588939,0.0006265377160161,0.0146628189831972,0.0022482897620648,0.0015072295209392,0.0051598148420453,0.0414084866642952,0.1088356971740722,0.1718504875898361,0.0995970740914344,0.0901739075779914,0.3363491594791412
46,1024,0.0003,32,MCN,21184.0,34369,0.28708887,0.5139257,0.4986411,14.858505249023438,0.0148352151736617,0.0058027389459311,0.0075837043114006,0.0069973664358258,0.0077270283363759,0.0126481233164668,0.0247466042637825,0.0005593217210844,0.0019407632062211,0.080982357263565,0.0030567238572984,0.0587534308433532,0.0530630275607109,0.0714416950941085,0.1954109221696853
47,1024,0.0003,32,SCARF,35392.0,34369,0.3002995,0.5745262,0.60589635,,,,,,,,,,,,,,,,
48,1024,0.0003,32,SUBTAB,26176.0,34369,0.39999002,0.51551974,0.58170474,,,,,,,,,,,,,,,,
49,1024,0.0003,64,CLIP,68609.0,134273,0.5256505,0.48780036,1.0626725,2.92648983001709,0.0018032281659543,0.0022307815961539,0.0025823782198131,0.0007423938950523,0.0020458239596337,0.0323638543486595,0.0032443185336887,0.0005768448463641,0.0016717211110517,0.0351280942559242,0.0058633275330066,0.0496046133339405,0.0212116856127977,0.0267666466534137,0.1414306759834289
50,1024,0.0003,64,CONTROL,,134273,,,0.86147565,,,,,,,,,,,,,,,,
51,1024,0.0003,64,GMC,823616.0,358721,0.27953592,0.51071626,0.53175354,2.340618371963501,0.0013295223470777,0.0294734593480825,0.0040745716542005,0.002198614180088,0.0067654191516339,0.005145211238414,0.0049381256103515,0.0002534711675252,0.0008562054717913,0.0113868359476327,0.0253651365637779,0.0105720683932304,0.0175117552280426,0.0084455041214823,0.1313916593790054
52,1024,0.0003,64,ICEH,309569.0,375233,0.26477486,0.45832554,0.47441837,0.9448748230934144,0.0355515144765377,0.0234446842223405,0.0041500814259052,0.0030503896996378,0.0073211202397942,0.2499973177909851,0.0070007569156587,0.0013322941958904,0.0078196628019213,0.3395984172821045,0.0388100072741508,0.0368300601840019,0.1167439073324203,0.0812830403447151,0.2892234027385711
53,1024,0.0003,64,MCN,75136.0,134273,0.24552119,0.48206848,0.49461862,4.500154495239258,0.0070124589838087,0.0021046889014542,0.0030270654242485,0.001149977906607,0.0073439222760498,0.0150749264284968,0.0052124997600913,0.0003384214942343,0.0008481506374664,0.025831276550889,0.0019520760979503,0.0465525276958942,0.0369809009134769,0.042267482727766,0.1533866226673126
54,1024,0.0003,64,SCARF,138368.0,134273,0.2691278,0.5684965,0.5364009,,,,,,,,,,,,,,,,
55,1024,0.0003,64,SUBTAB,101504.0,134273,0.42060608,0.5261028,0.75639576,,,,,,,,,,,,,,,,
56,1024,0.0003,128,CLIP,268289.0,530689,0.3206454,0.5114728,0.47276846,1.684862732887268,0.0011830308940261,0.0014067933661863,0.002373277908191,0.0006886320188641,0.00204768194817,0.1035278588533401,0.0037141521461308,0.0001250167260877,0.0009338429081253,0.0269050598144531,0.0020048569422215,0.0591762661933898,0.0187160242348909,0.0114663690328598,0.1512115150690078
57,1024,0.0003,128,CONTROL,,530689,,,0.5690767,,,,,,,,,,,,,,,,
58,1024,0.0003,128,GMC,831872.0,563713,0.27697533,0.5239371,0.5380797,2.225902795791626,0.0013472185237333,0.0296795461326837,0.0044499500654637,0.0023750511463731,0.0066722379997372,0.0053687789477407,0.0042669968679547,0.0007152075413614,0.0009112191619351,0.0108571322634816,0.0250048786401748,0.0114752370864152,0.0158299691975116,0.0078445989638566,0.1355744302272796
59,1024,0.0003,128,ICEH,317825.0,580225,0.38187808,0.4612173,0.50104356,15.89908218383789,0.0367126315832138,0.0172376465052366,0.0055497749708592,0.0055464510805904,0.0135627593845129,0.203844279050827,0.0241677854210138,0.0013556467602029,0.0131382262334227,0.2637393474578857,0.0205798745155334,0.2652628123760223,0.1097773313522338,0.5018710494041443,0.2452169954776764
60,1024,0.0003,128,MCN,281344.0,530689,0.43932378,0.47293022,0.4939169,3.5282082557678223,0.0045604724436998,0.0016742699081078,0.0031568929553031,0.0010444453218951,0.0036165714263916,0.0048151263035833,0.0043310578912496,0.0002538673288654,0.0009793140925467,0.0216748993843793,0.0023611704818904,0.0649778619408607,0.0335514955222606,0.0392848290503025,0.1635662913322448
61,1024,0.0003,128,SCARF,547072.0,530689,0.28145742,0.5675432,0.54380465,,,,,,,,,,,,,,,,
62,1024,0.0003,128,SUBTAB,399616.0,530689,0.3378153,0.48372945,0.5315494,,,,,,,,,,,,,,,,
63,1024,0.0005,32,CLIP,17921.0,34369,0.27266613,0.48146406,0.88790154,4.38443660736084,0.0020701980683952,0.0155012933537364,0.0022120214998722,0.0007396421860903,0.0020899425726383,0.3943281173706054,0.0035011598374694,0.0011986462632194,0.0015616052551195,0.0934826582670211,0.0076852343045175,0.1029905974864959,0.0209149569272995,0.0444525480270385,0.1593981385231018
64,1024,0.0005,32,CONTROL,,34369,,,0.8416964,,,,,,,,,,,,,,,,
65,1024,0.0005,32,GMC,819488.0,305377,0.26468867,0.5011991,0.57717574,2.3382811546325684,0.0013748097699135,0.0306586679071187,0.0042389524169266,0.0022242243867367,0.0072200680151581,0.0053013637661933,0.0051056942902505,7.340080628637224e-05,0.0008674734854139,0.0105128642171621,0.0262951049953699,0.0114908423274755,0.0164463873952627,0.008050974458456,0.1391742974519729
66,1024,0.0005,32,ICEH,305441.0,321889,0.24140419,0.46006978,0.55412775,0.8233969807624817,0.0050245481543242,0.0008625124464742,0.0030893536750227,0.0025531807914376,0.0006397980032488,0.0021092698443681,0.0008164257160387,0.0003049954539164,0.0006576118757948,0.0296739749610424,0.0009853892261162,0.3041113615036011,0.0481818132102489,0.1477808058261871,0.3476063013076782
67,1024,0.0005,32,MCN,21184.0,34369,0.4440979,0.50655955,0.50292945,9.202659606933594,0.0532769709825515,0.0029909468721598,0.0052311946637928,0.0035835918970406,0.0101508880034089,0.0229092650115489,0.0145686659961938,0.0001486554538132,0.0022099486086517,0.0461019687354564,0.002806789940223,0.0398456044495105,0.0511276349425315,0.0479334667325019,0.1942811757326126
68,1024,0.0005,32,SCARF,35392.0,34369,0.3993792,0.57560056,0.5219695,,,,,,,,,,,,,,,,
69,1024,0.0005,32,SUBTAB,26176.0,34369,0.4114344,0.5226559,0.7387275,,,,,,,,,,,,,,,,
70,1024,0.0005,64,CLIP,68609.0,134273,0.3489569,0.51194674,0.5191727,4.730322360992432,0.0016605568816885,0.0013888807734474,0.001870694104582,0.0007772808312438,0.0017913855845108,0.03687384724617,0.0027888340409845,0.0002196014829678,0.0013202127302065,0.068879909813404,0.001002691569738,0.1032895520329475,0.0210882313549518,0.0142361856997013,0.1533338725566864
71,1024,0.0005,64,CONTROL,,134273,,,0.5963369,,,,,,,,,,,,,,,,
72,1024,0.0005,64,GMC,823616.0,358721,0.24579059,0.5445047,0.5090106,2.2403507232666016,0.0013499341439455,0.029874438419938,0.0041318568401038,0.0022228113375604,0.0070141870528459,0.0053750164806842,0.0048974677920341,5.312399298418313e-05,0.0010036338353529,0.0105031877756118,0.0260212924331426,0.0111809764057397,0.0167150627821683,0.0084910402074456,0.1326929926872253
73,1024,0.0005,64,ICEH,309569.0,375233,0.3213613,0.45053244,0.4898318,1.2297017574310305,0.0054078726097941,0.0015824286965653,0.00267118611373,0.0029017378110438,0.0032006255351006,0.0017181241419166,0.0008291616104543,0.0003226810367777,0.0009118932066485,0.2495725601911544,0.0024066267069429,0.0911157876253128,0.0244454387575387,0.0802617222070694,0.3532955944538116
74,1024,0.0005,64,MCN,75136.0,134273,0.4645693,0.46409836,0.508862,3.3613405227661133,0.0052669746801257,0.0016506897518411,0.0031194426119327,0.0011092706117779,0.0036922045983374,0.0055855331011116,0.0047585442662239,0.0002683199418243,0.0007383238407783,0.0252378433942794,0.0020882063545286,0.0544215328991413,0.0365519300103187,0.03413837403059,0.1661769300699234
75,1024,0.0005,64,SCARF,138368.0,134273,0.6308246,0.5913173,0.53149676,,,,,,,,,,,,,,,,
76,1024,0.0005,64,SUBTAB,101504.0,134273,0.6856589,0.4789642,0.542273,,,,,,,,,,,,,,,,
77,1024,0.0005,128,CLIP,268289.0,530689,0.30681193,0.4959954,0.516631,1.607963800430298,0.0009570355759933,0.0013179845409467,0.0023232595995068,0.0006859948625788,0.001820319565013,0.0549451075494289,0.0018429373158141,7.579942757729441e-05,0.0011631184024736,0.053092535585165,0.0016751607181504,0.0590529479086399,0.0179587043821811,0.013996004126966,0.14851775765419
78,1024,0.0005,128,CONTROL,,530689,,,0.54510313,,,,,,,,,,,,,,,,
79,1024,0.0005,128,GMC,831872.0,563713,0.2623576,0.54698133,0.5309881,2.275536298751831,0.0013466371456161,0.0309820547699928,0.0041973609477281,0.0021931745577603,0.0068718250840902,0.005422365386039,0.0049995402805507,0.0001881626812973,0.0008756115566939,0.0103269899263978,0.0269649475812912,0.0109628168866038,0.0169697012752294,0.0083533637225627,0.1253209561109542
80,1024,0.0005,128,ICEH,317825.0,580225,0.26460588,0.43892437,0.5357105,2.9271445274353027,0.0126074189320206,0.0478181093931198,0.0085008470341563,0.0066138966940343,0.0005416431231424,0.0128070320934057,0.0014823473757132,0.0004164294514339,0.0024231867864727,0.1665914356708526,0.0009822685969993,0.4911228716373443,0.0907993763685226,0.3520047068595886,0.3059558272361755
81,1024,0.0005,128,MCN,281344.0,530689,0.4888322,0.4430216,0.49966717,3.850812196731568,0.0050547742284834,0.0014444012194871,0.0033443842548877,0.0011085033183917,0.0019716350361704,0.0023227643687278,0.0070102578029036,0.000365997548215,0.0008712689159438,0.0246732756495475,0.0012385236332193,0.0498654805123806,0.0288876686245203,0.0198707357048988,0.1619059741497039
82,1024,0.0005,128,SCARF,547072.0,530689,0.5602607,0.5537193,0.5190468,,,,,,,,,,,,,,,,
83,1024,0.0005,128,SUBTAB,399616.0,530689,0.7323138,0.46309298,0.5150057,,,,,,,,,,,,,,,,
84,1024,0.0007,32,CLIP,17921.0,34369,0.54648066,0.49641523,0.5648288,2.250676155090332,0.0034240493550896,0.0016863666241988,0.0035686080809682,0.000683516904246,0.0017265818314626,0.2401385754346847,0.0034722140990197,0.0001000004049274,0.0021926164627075,0.0569082349538803,0.0306695420295,0.0617601945996284,0.0242119301110506,0.0208408925682306,0.150799348950386
85,1024,0.0007,32,CONTROL,,34369,,,0.55334496,,,,,,,,,,,,,,,,
86,1024,0.0007,32,GMC,819488.0,305377,0.34141746,0.5269975,0.5201329,2.1923835277557373,0.001321226125583,0.0311309248208999,0.0042521674185991,0.0020001227967441,0.0055397110991179,0.0052087870426476,0.0040502012707293,9.815940575208516e-05,0.0008680525934323,0.0114385327324271,0.0266153570264577,0.011960444971919,0.0177797712385654,0.0081408498808741,0.1449788361787796
87,1024,0.0007,32,ICEH,305441.0,321889,0.281198,0.45367005,0.46958986,1.4852046966552734,0.0063342377543449,0.0029532031621783,0.0036813637707382,0.0025621622335165,0.0033431679476052,0.0006387925241142,0.0006300412351265,0.0004081396909896,0.0005676391301676,0.1186044141650199,0.0006698304205201,0.0502906888723373,0.1470354944467544,0.1124712154269218,0.3289248645305633
88,1024,0.0007,32,MCN,21184.0,34369,0.36383986,0.5311176,0.5348187,14.672333717346191,0.0220669824630022,0.0207038670778274,0.0096802217885851,0.0082812765613198,0.0805535390973091,0.024909483268857,0.0589950121939182,0.0005176964914426,0.0078278444707393,0.0587762109935283,0.0127495257183909,0.1715659946203231,0.0635363608598709,0.0877384692430496,0.1947306543588638
89,1024,0.0007,32,SCARF,35392.0,34369,0.61196715,0.60724556,0.5960002,,,,,,,,,,,,,,,,
90,1024,0.0007,32,SUBTAB,26176.0,34369,0.6771009,0.439862,0.5912007,,,,,,,,,,,,,,,,
91,1024,0.0007,64,CLIP,68609.0,134273,0.34303385,0.5017411,0.5375303,1.803169012069702,0.0019287811592221,0.0015399954281747,0.0027403971180319,0.000730971514713,0.0017272213008254,0.0390636995434761,0.0023004219401627,4.700679346569814e-05,0.0008897900115698,0.0621534697711467,0.0040286122821271,0.0721169039607048,0.0166121125221252,0.0128554068505764,0.1574528664350509
92,1024,0.0007,64,CONTROL,,134273,,,0.54257536,,,,,,,,,,,,,,,,
93,1024,0.0007,64,GMC,823616.0,358721,0.27360928,0.541122,0.5311091,2.263037919998169,0.001377729116939,0.0301324166357517,0.0040051010437309,0.0021876581013202,0.0063196844421327,0.0071982913650572,0.0050558717921376,0.0006100569735281,0.000921998580452,0.0110959336161613,0.0258298385888338,0.0110563430935144,0.0200843103229999,0.0082074906677007,0.1352156698703766
94,1024,0.0007,64,ICEH,309569.0,375233,0.26229364,0.42927203,0.48107895,1.8237050771713257,0.0035688518546521,0.0013444463256746,0.0044853505678474,0.0030249874107539,0.0014541783602908,0.0070216553285717,0.0029609533958137,0.0004590438911691,0.0029779765754938,0.27973273396492,0.0035804205108433,0.0146813429892063,0.0424167327582836,0.020274344831705,0.3111493587493896
95,1024,0.0007,64,MCN,75136.0,134273,0.41495708,0.46249998,0.48940662,2.6349282264709477,0.0043362802825868,0.0017804994713515,0.0031878093723207,0.0010734758106991,0.0026759365573525,0.0040377317927777,0.0052823880687355,0.0002037969534285,0.0008802704396657,0.021879268810153,0.0016495508607476,0.0720814615488052,0.0315962359309196,0.0452793389558792,0.1715033054351806
96,1024,0.0007,64,SCARF,138368.0,134273,0.49274927,0.65522975,0.4789171,,,,,,,,,,,,,,,,
97,1024,0.0007,64,SUBTAB,101504.0,134273,0.7588148,0.5126921,0.5082577,,,,,,,,,,,,,,,,
98,1024,0.0007,128,CLIP,268289.0,530689,0.34581813,0.49188638,0.47959465,1.2899940013885498,0.0006616701721213,0.0017768562538549,0.0027012370992451,0.000744852295611,0.0022384412586688,0.0648409053683281,0.0026360894553363,4.346513014752418e-05,0.0011951208580285,0.0520097389817237,0.0010295595275238,0.0723006725311279,0.0172943156212568,0.0132203167304396,0.1771338731050491
99,1024,0.0007,128,CONTROL,,530689,,,0.5029043,,,,,,,,,,,,,,,,
100,1024,0.0007,128,GMC,831872.0,563713,0.29036313,0.56070244,0.5952656,2.3623125553131104,0.0012724251719191,0.029680898413062,0.0041545210406184,0.0021891843061894,0.0074169090948998,0.0053225229494273,0.005105189513415,0.0001286704937228,0.0009068387444131,0.0132857151329517,0.0251657683402299,0.0104902610182762,0.0201637279242277,0.0085313059389591,0.1239577308297157
101,1024,0.0007,128,ICEH,317825.0,580225,0.28150916,0.4620153,0.48657238,2.43473219871521,0.0075704841874539,0.0052769728936254,0.0039503336884081,0.0031279781833291,9.693563333712518e-05,0.0049545066431164,0.0005589954089373,0.0004228183242958,0.0010153632611036,0.1587030589580536,0.0053723379969596,0.0797197148203849,0.0930920243263244,0.0200457591563463,0.3545775115489959
102,1024,0.0007,128,MCN,281344.0,530689,0.42152855,0.44882625,0.5179941,1.8577468395233157,0.0027508095372468,0.0016109825810417,0.0034527557436376,0.0010480344062671,0.0028273838106542,0.0031848719809204,0.0028574327006936,0.0002489285834599,0.0009734400664456,0.0231474712491035,0.0021253360901027,0.0433426573872566,0.0274488944560289,0.0334507748484611,0.1644172817468643
103,1024,0.0007,128,SCARF,547072.0,530689,0.26638055,0.5791803,0.50492126,,,,,,,,,,,,,,,,
104,1024,0.0007,128,SUBTAB,399616.0,530689,0.6430076,0.47944927,0.47787094,,,,,,,,,,,,,,,,
