,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,X3,X4,X6,X10,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X189,X190,X191,X192,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215,X216,X217,X218,X219,X220,X221,X222,X223,X224,X225,X226,X227,X228,X229,X230,X231,X232,X234,X236,X237,X238,X239,X240,X241,X242,X243,X244,X245,X246,X247,X248,X249,X250,X251,X252,X253,X254,X255,X256,X257,X258,X259,X260,X261,X262,X263,X264,X265,X266,X267,X269,X270,X271,X272,X273,X274,X275,X276,X277,X278,X279,X280,X281,X282,X283,X284,X285,X286,X287,X288,X291,X292,X294,X295,X296,X298,X299,X300,X301,X302,X304,X305,X306,X307,X308,X309,X310,X311,X312,X313,X314,X315,X316,X317,X318,X319,X320,X321,X322,X323,X324,X325,X326,X327,X328,X329,X331,X332,X333,X334,X335,X336,X337,X338,X339,X340,X341,X342,X343,X344,X345,X346,X348,X349,X350,X351,X352,X353,X354,X355,X356,X357,X358,X359,X360,X361,X362,X363,X364,X365,X366,X367,X368,X369,X370,X371,X372,X373,X374,X375,X376,X377,X378,X379,X380,X382,X383,X384,X385
10,1024,0.0002,32,CONTROL,,391201,,,72.888275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1024,0.0002,32,GMC,6090784.0,482401,0.7310949,79.1346,132.42528,0.1428571428571428,1.0,0.0833333333333333,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.4761336515513126,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5119617224880383,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5035343290921385,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5255020080321285,0.5,0.5,0.4379418695993715,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.4316553544494721,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5
12,1024,0.0002,32,ICEH,131233.0,498913,0.35264924,59.986294,97.85604,0.3343267843267843,1.0,0.1227777777777777,0.822463768115942,0.5444162436548223,0.5440806045340051,0.9518716577540108,1.0,0.5047732696897375,0.7199519230769231,0.7380952380952381,0.8656914893617021,0.5970350404312669,1.0,0.6973333333333334,0.7681159420289856,0.6607142857142857,0.6130952380952381,0.5809872077173115,0.8818006318006317,0.9713930348258706,0.8011904761904762,0.8613815705740104,0.6157517899761337,1.0,0.522673031026253,0.90632556955581,0.6276849642004774,0.7937030673284968,0.537712895377129,1.0,1.0,0.6466346153846154,0.3761904761904762,0.5064432989690721,0.6850961538461539,0.9559435447593344,0.5,0.7038834951456311,0.9229828850855746,0.8948683015440508,0.7496393915552059,0.7984957097860323,0.7785714285714285,0.6928571428571428,0.8582089552238805,0.7911694510739857,0.662621359223301,0.7168674698795181,0.76890756302521,1.0,0.6630952380952381,0.575,0.8045563549160671,0.5275779376498801,0.7602108198004305,1.0,0.9004914004914004,1.0,0.7635281385281385,0.8165024630541872,0.724935732647815,0.6409574468085106,0.6507936507936507,1.0,0.844430658946788,0.9191542288557214,0.6627697841726619,0.7291169451073986,0.8317191283292978,0.8270676691729324,0.5,0.5,1.0,0.5106382978723404,0.9586466165413534,1.0,1.0,0.6384248210023866,1.0,0.6789976133651552,0.7107142857142857,0.7595238095238095,0.6837708830548926,1.0,0.8480560578661844,0.7093301435406698,0.6810126582278481,0.7691387559808612,0.780520256326708,0.6484771573604061,0.8357142857142856,0.7409638554216867,0.5429594272076372,0.9142857142857144,0.625,0.9782082324455206,0.554726368159204,1.0,0.8427518427518428,0.7732696897374702,0.9242053789731052,0.8212142197599261,0.8035152563699277,0.7065982404692082,0.7770114942528736,0.6596385542168675,0.9246987951807228,0.64,0.7279236276849642,0.8869047619047619,1.0,0.6869047619047619,0.8143564356435644,0.7035175879396984,0.8933002481389578,0.8872489655868403,0.9230769230769232,0.6945255474452555,0.9059650455927052,0.8258426966292135,0.9449877750611246,0.7554479418886199,1.0,0.598326359832636,0.8066502463054187,0.728188174494604,0.8767651888341543,0.5509987893462469,0.7335423197492164,0.6258728179551122,0.5367647058823529,1.0,0.7327586206896551,0.9511002444987776,0.8232382061735586,0.950528846153846,0.7552356020942408,0.5440097799511002,1.0,0.8813448456305599,0.8083756345177665,0.5471380471380471,0.8631747583360486,0.8390343598254348,0.6719128329297821,0.5654761904761905,0.9638364779874212,0.9280397022332506,0.6664153102085392,0.7697684036393714,0.6988095238095238,0.9864864864864864,1.0,0.6126528981498556,0.8309352517985611,0.8679706601466992,0.6810936606167768,0.5359712230215827,0.6474820143884892,0.4925480769230769,0.7106537530266344,0.6867469879518072,0.8501201660476294,0.9731182795698924,0.8507462686567164,0.7678262748487468,0.8449197860962567,0.6147240990990991,0.788782816229117,1.0,0.9590361445783132,1.0,0.9375,0.9934895833333331,1.0,0.9360420346967432,0.5202380952380953,0.9857954545454546,0.665871121718377,0.8337320574162679,0.7333333333333334,0.8985330073349633,0.7804295942720764,0.7004773269689737,0.6242603550295858,0.9950657894736844,0.7771084337349398,1.0,1.0,0.7046004842615012,0.4142857142857143,0.9010223953261928,0.6886733416770964,1.0,0.5702179176755447,0.527511961722488,1.0,0.7523809523809524,0.8164893617021276,0.829736211031175,0.6587112171837709,0.8278381611108222,0.786967418546366,0.5,0.6961722488038278,0.8997555012224938,0.8959911833585894,0.9310810116171482,0.692517904259329,0.6209250203748982,0.7571428571428571,0.8190773067331671,0.8228802992518702,0.6543062200956937,0.5899598393574297,0.917910447761194,0.8700305810397553,1.0,0.5954653937947494,0.9934895833333331,0.5023809523809524,0.5471360381861575,0.7273936170212766,0.7625298329355609,0.7505966587112172,0.5904255319148937,1.0,0.9736842105263156,0.9226973684210528,0.5119047619047619,0.7744630071599046,0.9899083196496988,0.968503937007874,1.0,0.369047619047619,0.7787081339712918,0.5048426150121066,0.6297709923664122,1.0,0.7142857142857143,1.0,1.0,0.5,1.0,0.972636815920398,0.9195544554455446,0.9986842105263158,1.0,0.665859564164649,1.0,0.6107142857142858,0.6686602870813397,0.9416873449131512,0.5,0.7584134615384616,0.8551874455100261,0.9617283950617284,1.0,1.0,0.9626865671641792,1.0,1.0,0.775,0.8405405405405406,0.6899509803921569,0.7119402985074627,0.7675000000000001,0.7682926829268293,1.0,0.7471246973365617,0.5023980815347722,0.7903620352250489,1.0,1.0,1.0,1.0,0.8544117647058824,0.7468982630272953,0.7884615384615384,0.5767263427109974,0.5809178743961353,0.822139303482587,1.0,0.7613365155131264,0.7553699284009546,0.905952380952381,0.5533707865168539,0.7613365155131264,0.8387465564738292,0.5,0.5919117647058824,0.7431785901173656,0.9244604316546764,1.0,1.0,0.7386634844868735,0.7640772926381235,0.5912891046386192,0.6497584541062802,0.680672268907563,0.7404306220095693,0.5354523227383863,0.5790190735694822,0.921641791044776,0.5,0.7028061224489796,0.6464285714285715,0.7787286063569683,0.8252926289149003,0.5845238095238096,0.6495956873315364,0.916267942583732,0.5839328537170264,1.0,0.6383534136546185,0.6420047732696897,0.5963855421686747,0.5051679586563308,0.5011961722488039,0.652542372881356,0.7493702770780857,0.7268170426065163,0.6553030303030303,0.5864661654135338,0.6182432432432432,0.784438775510204,0.6,0.6083531189294193,0.7481520467836258,0.9011976047904192,1.0,0.9317049444813514,0.8495145631067962,0.7906091370558376,0.6691358024691358,0.9979166666666668,0.960452231206948,0.6408114558472554,0.4636038186157518,0.2869047619047619,0.6468354430379747,0.905339349501786,1.0,0.8297619047619047,0.8644067796610169,1.0,0.644927536231884,0.9503012048192772,0.578397212543554,0.5150375939849624,0.966341475905157,0.8024096385542169,0.7086330935251799,0.7198067632850241,0.9230769230769232,1.0,0.6738095238095239,0.5976190476190476
13,1024,0.0002,32,SCARF,392224.0,391201,0.405763,74.302444,66.60374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1024,0.0002,32,SUBTAB,183328.0,391201,0.13673912,69.40705,67.41443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1024,0.0002,64,CONTROL,,1517633,,,161.07727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1024,0.0002,64,GMC,6094912.0,1589441,0.704046,76.21108,52.395866,0.1428571428571428,1.0,0.0833333333333333,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.2269174538911381,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.505095923261391,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.4291683652670199,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.2596397273612463,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.4968240194376953,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5
17,1024,0.0002,64,ICEH,135361.0,1605953,0.34924656,53.27472,138.45844,0.3749147677719106,1.0,0.2063225192611157,0.5869565217391304,0.5634517766497462,0.5843828715365239,0.8669843228666758,1.0,0.7243436754176611,0.9098557692307692,0.8773809523809524,0.8617021276595744,0.522911051212938,1.0,0.7746666666666666,0.7632850241545894,0.6964285714285714,0.6261904761904762,0.5,0.9238329238329238,0.8756218905472637,0.8166666666666667,0.91299159984727,0.6479713603818615,1.0,0.7899761336515514,0.8970663102965508,0.616945107398568,0.9037323405880108,0.6138686131386861,1.0,1.0,0.7127403846153846,0.5464285714285715,0.5966494845360825,0.6358173076923077,0.9546221322537112,0.5,0.6674757281553398,0.8019559902200488,0.895145827025936,0.6113788355625491,0.7794341262083198,0.8674404761904762,0.6178571428571429,0.8557213930348259,0.6348448687350835,0.7539104638619201,0.7530120481927711,0.6470588235294118,1.0,0.6166666666666667,0.855,0.7637889688249401,0.5071942446043165,0.6677142437879084,1.0,0.7862407862407863,1.0,0.6337662337662338,0.8214285714285714,0.7913721079691517,0.8505910165484634,0.5935127674258109,1.0,0.6985111662531017,0.8619402985074627,0.6894484412470023,0.5214797136038186,0.7215496368038741,0.7857142857142857,0.5863636363636364,0.7317961165048543,1.0,0.8071808510638299,0.9548872180451128,1.0,1.0,0.6491646778042959,1.0,0.8198090692124105,0.6654761904761904,0.5059523809523809,0.684964200477327,1.0,0.8939572031344183,0.7236842105263158,0.9050632911392404,0.6722488038277512,0.862781036168133,0.8934010152284264,0.6261904761904762,0.8495160416948694,0.5459427207637231,0.6416666666666666,0.6238095238095238,0.8777239709443099,0.6828358208955224,1.0,0.7874692874692875,0.6754176610978521,0.9376528117359412,0.8350415512465375,0.7612456747404844,0.6524193548387096,0.7660098522167488,0.8343373493975903,0.8614457831325302,0.6637500000000001,0.7613365155131264,0.7238095238095238,1.0,0.7202380952380952,0.7277227722772277,0.9586785277740052,0.8622828784119106,0.8676455747300433,0.8833746898263027,0.5523114355231143,0.9219098277608916,0.6699438202247191,0.9437652811735942,0.6803874092009685,0.9639303482587064,0.6171548117154811,0.8706075533661741,0.5012919896640827,0.8201970443349753,0.5897397094430993,0.8741778843198722,0.6172069825436409,0.7147058823529412,1.0,0.8362068965517242,0.8239608801955991,0.655940594059406,0.8553846153846154,0.7068062827225131,0.5599022004889975,1.0,0.6763848396501457,0.7906091370558376,0.5353535353535354,0.6889051808406648,0.7176685721310467,0.8038740920096852,0.7642857142857142,0.959119496855346,0.913151364764268,0.6960190337511051,0.7961538461538462,0.8095238095238095,0.9594594594594594,1.0,0.6394984326018809,0.8189448441247003,0.91320293398533,0.8912709969317176,0.8597122302158273,0.6822541966426858,0.5274038461538462,0.6840193704600485,0.6253012048192771,0.6783919597989949,0.990928849233585,0.6666666666666666,0.8781331028522039,0.7807486631016043,0.5,0.7052505966587113,1.0,0.8192771084337349,0.9801136363636364,0.9659090909090908,0.9700520833333331,1.0,0.9439235403360964,0.5,0.9971590909090908,0.8007159904534606,0.7727272727272727,0.8506172839506173,0.9034229828850856,0.7291169451073986,0.7159904534606205,0.5754437869822485,0.9884868421052632,0.8156626506024096,1.0,1.0,0.7336561743341404,0.5738095238095238,0.9645569620253164,0.8652008192058255,1.0,0.5835351089588378,0.6818181818181819,1.0,0.8869047619047619,0.8617021276595744,0.5959232613908872,0.6933174224343676,0.7949711373446358,0.7932330827067668,0.5,0.6734449760765551,0.9645476772616136,0.9277104284336686,0.9309525033412152,0.6845395150144491,0.5036674816625917,0.8428571428571429,0.6582294264339152,0.8289900249376558,0.7045454545454546,0.7024096385542169,0.9577114427860696,0.9021406727828748,1.0,0.6241050119331742,0.9752604166666669,0.6011904761904762,0.4791169451073985,0.7207446808510638,0.6443914081145585,0.6479713603818615,0.7752659574468085,1.0,0.9567669172932332,0.9983552631578948,0.7285714285714285,0.7159904534606205,0.9872628170041964,0.90748031496063,1.0,0.4178571428571428,0.6602870813397129,0.6815980629539952,0.6806615776081425,1.0,0.5357142857142857,1.0,1.0,0.6923076923076923,1.0,0.8930348258706468,0.806930693069307,0.9355263157894738,1.0,0.6029055690072639,1.0,0.2476190476190476,0.9617224880382776,0.8833746898263027,0.5338162274240192,0.7644230769230769,0.8161290322580645,0.7925925925925925,1.0,1.0,0.9564676616915424,1.0,1.0,0.8214285714285714,0.7094594594594594,0.8431372549019608,0.7208955223880598,0.7875,0.7621951219512195,1.0,0.8152239709443099,0.4631294964028777,0.7287671232876712,1.0,1.0,1.0,1.0,0.8558823529411765,0.6873449131513647,0.6670673076923077,0.6317135549872123,0.6086956521739131,0.9303482587064676,1.0,0.720763723150358,0.6825775656324582,0.8583333333333334,0.5561797752808989,0.7601431980906921,0.5583333333333333,0.7965367965367965,0.6286764705882353,0.5,0.6966426858513189,1.0,1.0,0.6229116945107398,0.6275964391691394,0.5075512405609492,0.7995169082125604,0.864914818386371,0.8110047846889952,0.5464547677261614,0.6498637602179836,0.8134328358208955,0.6338912133891214,0.7869897959183674,0.6,0.7970660146699267,0.8868689835947033,0.7869047619047619,0.6657681940700808,0.901913875598086,0.5,1.0,0.7,0.662291169451074,0.6734939759036145,0.520671834625323,0.6016746411483254,0.6852300242130751,0.8702770780856424,0.7944862155388471,0.8547979797979798,0.8139750417710944,0.7366891891891891,0.7882653061224489,0.5154761904761904,0.5117994100294985,0.8061520467836257,0.905688622754491,1.0,0.9433780962323242,0.691747572815534,0.8045685279187818,0.7790123456790123,0.9834254143646408,0.9350554058101228,0.6473747016706444,0.6426014319809069,0.5285714285714286,0.7556962025316456,0.899746192893401,1.0,0.644047619047619,0.8644067796610169,1.0,0.7270531400966184,0.8478915662650602,0.7282229965156795,0.5238095238095238,0.7526501766784452,0.6963855421686747,0.5227817745803357,0.6654589371980677,0.8810096153846154,1.0,0.6333333333333333,0.7714285714285714
18,1024,0.0002,64,SCARF,1521728.0,1517633,0.43674728,76.425644,51.32342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1024,0.0002,64,SUBTAB,686144.0,1517633,0.14429285,63.40982,49.31207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1024,0.0003,32,CONTROL,,391201,,,50.475838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
