,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Hour,Month,DayofWeek,Environment_Type,Altitude_m,PM_sub_2_5_sub_particulate_matter_Hourly_measured
175,4096,0.005,64,CLIP,11585.0,36289,0.50655377,0.17934495,0.14611259,0.0438672818299015,0.1441296721005157,0.1729001846807845,0.6696532967072529,2835.819091796875,833.0469360351562
176,4096,0.005,64,CONTROL,,36289,,,0.14738472,,,,,,
177,4096,0.005,64,GMC,202304.0,89025,0.07627131,0.21758176,0.14240837,0.04160517492573,0.1146145280229002,0.1760461595142057,0.3675161885689041,2094.282470703125,142.1182861328125
178,4096,0.005,64,ICEH,80833.0,105537,0.9684602,0.16881217,0.14774154,0.0468720681720579,0.1108003219513165,0.1563732311592691,0.7787778871074276,2133.55810546875,133.5692901611328
179,4096,0.005,64,MCN,37760.0,36289,0.10616472,0.40003228,0.14623246,0.0440511416483529,0.1245489640144787,0.1553679983611345,0.4236834268955174,4668.93798828125,283.98486328125
180,4096,0.005,64,SCARF,40384.0,36289,0.219229,0.20480016,0.14514929,,,,,,
181,4096,0.005,64,SUBTAB,19904.0,36289,0.82701725,0.173474,0.1546739,,,,,,
182,4096,0.005,128,CLIP,39553.0,138113,0.43784297,0.1955767,0.14124137,0.0429846965949385,0.145242158483453,0.1746605486750088,0.7683117837463014,2756.114990234375,845.7139282226562
183,4096,0.005,128,CONTROL,,138113,,,0.16169812,,,,,,
184,4096,0.005,128,GMC,210560.0,171137,0.0810153,0.20943095,0.15291193,0.0506597783522681,0.1203693881037617,0.161804356509866,0.3326943514988857,2195.91552734375,127.26403045654295
185,4096,0.005,128,ICEH,89089.0,187649,0.9352698,0.17049804,0.15821816,0.0414224664549054,0.1064777152382887,0.1585615066186602,0.509656517282513,5515.74267578125,91.88068389892578
186,4096,0.005,128,MCN,91904.0,138113,0.10581692,0.37240666,0.1433901,0.0482744809560377,0.1239543196152054,0.1636787691180999,0.5124939733551446,4384.1826171875,465.9486999511719
187,4096,0.005,128,SCARF,154496.0,138113,0.23029335,0.20442064,0.14598966,,,,,,
188,4096,0.005,128,SUBTAB,72576.0,138113,0.6157259,0.16111958,0.15780562,,,,,,
189,4096,0.007,32,CLIP,3745.0,9953,0.8054364,0.1670957,0.14869991,0.0418944606866293,0.1412897382082678,0.1681794382688592,0.672336674005171,2887.358154296875,1341.967041015625
190,4096,0.007,32,CONTROL,,9953,,,0.1606991,,,,,,
191,4096,0.007,32,GMC,198176.0,66401,0.08152756,0.20017605,0.15169631,0.0493035853438512,0.1223639677916759,0.1605265883410094,0.3661420317557976,2121.686767578125,143.0531463623047
192,4096,0.007,32,ICEH,76705.0,82913,0.9384353,0.16527224,0.16010727,0.0456102958975717,0.125451561464757,0.165220716003216,0.8678442261252153,3194.769775390625,342.6701965332031
193,4096,0.007,32,MCN,16832.0,9953,0.17681858,0.3824031,0.15324698,0.0469685305530415,0.1233279515153855,0.1555270336150548,0.4707813677418375,11878.0517578125,195.52061462402344
194,4096,0.007,32,SCARF,10976.0,9953,0.18587734,0.22899717,0.14662126,,,,,,
195,4096,0.007,32,SUBTAB,5856.0,9953,0.6026529,0.15946448,0.15277763,,,,,,
196,4096,0.007,64,CLIP,11585.0,36289,0.76847816,0.18215075,0.14621645,0.0406055883268823,0.1473275156668399,0.1697214263194883,0.6507636082043885,3019.811767578125,829.315673828125
197,4096,0.007,64,CONTROL,,36289,,,0.15852392,,,,,,
198,4096,0.007,64,GMC,202304.0,89025,0.09732491,0.21124779,0.14784181,0.0430069585881284,0.1091632157865146,0.167462117453217,0.3911455544796779,1945.765380859375,141.56646728515625
199,4096,0.007,64,ICEH,80833.0,105537,0.9658674,0.16287923,0.1567707,0.0442490802466604,0.1296966542851424,0.1432130386880911,0.7588986024598404,3032.883056640625,1747.837158203125
200,4096,0.007,64,MCN,37760.0,36289,0.09640163,0.37248674,0.14584848,0.0485622049079211,0.1269349599748283,0.1594732992125541,0.4673268374877556,4386.98974609375,398.9788513183594
201,4096,0.007,64,SCARF,40384.0,36289,0.15819336,0.24572745,0.15123218,,,,,,
202,4096,0.007,64,SUBTAB,19904.0,36289,0.8306945,0.15803596,0.14785425,,,,,,
203,4096,0.007,128,CLIP,39553.0,138113,0.8734512,0.18380028,0.14140166,0.0464746846490533,0.143567255144234,0.1615021478831641,0.7022093505512162,2777.76611328125,762.350341796875
204,4096,0.007,128,CONTROL,,138113,,,0.1611302,,,,,,
205,4096,0.007,128,GMC,210560.0,171137,0.09073902,0.22024925,0.15510225,0.0467847523890502,0.12350747677209,0.1765933084693632,0.3267034588854816,1600.9427490234375,125.41901397705078
206,4096,0.007,128,ICEH,89089.0,187649,0.9671575,0.17228816,0.15465875,0.043798638743329,0.1050677300058492,0.1462413079765833,0.778903583313129,3117.222412109375,228.7035980224609
207,4096,0.007,128,MCN,91904.0,138113,0.124051675,0.2549885,0.16411573,0.0387818547107784,0.1003445189704822,0.1482132214901232,0.3964086662363661,2290.686767578125,212.58761596679688
208,4096,0.007,128,SCARF,154496.0,138113,0.24833585,0.16689183,0.14543262,,,,,,
209,4096,0.007,128,SUBTAB,72576.0,138113,0.60700864,0.16585176,0.1580489,,,,,,
210,4096,0.01,32,CLIP,3745.0,9953,0.38891426,0.18206997,0.14772376,0.0449021334913143,0.1468553546052894,0.1545108148070852,0.6349921501148741,2644.1484375,932.3114013671876
211,4096,0.01,32,CONTROL,,9953,,,0.15461642,,,,,,
212,4096,0.01,32,GMC,198176.0,66401,0.10081276,0.2187861,0.15030773,0.0388237921304598,0.1173399215104938,0.169313372287075,0.405148039698248,2107.99365234375,136.43438720703125
213,4096,0.01,32,ICEH,76705.0,82913,0.955318,0.17795332,0.16107012,0.0443352851640714,0.1106288404399934,0.1451250805406118,0.8437243115689447,2451.088134765625,2422.28125
214,4096,0.01,32,MCN,16832.0,9953,0.1443735,0.3126816,0.1522153,0.0418388305606497,0.1390039964503936,0.1513299895852156,0.5314569422673905,3967.911865234375,706.2774658203125
215,4096,0.01,32,SCARF,10976.0,9953,0.13576677,0.30276906,0.14973982,,,,,,
216,4096,0.01,32,SUBTAB,5856.0,9953,0.6307885,0.15702239,0.14933535,,,,,,
217,4096,0.01,64,CLIP,11585.0,36289,0.6129548,0.1776387,0.1461887,0.0435099813810279,0.1412060417334874,0.1667430929629902,0.7173182873521788,2675.722412109375,803.7483520507812
218,4096,0.01,64,CONTROL,,36289,,,0.1629269,,,,,,
219,4096,0.01,64,GMC,202304.0,89025,0.106715895,0.19882163,0.15586862,0.0402711219364734,0.1178414971202421,0.1587795686375643,0.365015335736944,1863.38818359375,150.05850219726562
220,4096,0.01,64,ICEH,80833.0,105537,0.9372242,0.166246,0.15579262,0.041753786866546,0.0954624036616249,0.1465680042508807,0.529926577767702,4161.3798828125,94.37702178955078
221,4096,0.01,64,MCN,37760.0,36289,0.1277386,0.2880564,0.14729533,0.0443634329899295,0.1312294019821668,0.1612569747873732,0.4320136011451879,4066.9072265625,260.7541809082031
222,4096,0.01,64,SCARF,40384.0,36289,0.24954236,0.21143165,0.14959262,,,,,,
223,4096,0.01,64,SUBTAB,19904.0,36289,0.6075526,0.1637121,0.1488512,,,,,,
224,4096,0.01,128,CLIP,39553.0,138113,0.4730563,0.16905539,0.14330949,0.0483229570785204,0.1439097159931472,0.1669998589877092,0.7783648780989435,2859.4306640625,636.8316650390625
225,4096,0.01,128,CONTROL,,138113,,,0.16110443,,,,,,
226,4096,0.01,128,GMC,210560.0,171137,0.09057528,0.2157599,0.15405981,0.0359574530274262,0.1112260612682461,0.1675555786088689,0.3525410373407591,2879.9111328125,133.01458740234375
227,4096,0.01,128,ICEH,89089.0,187649,0.940401,0.16876046,0.15582304,0.0489186881861684,0.1291676346933767,0.152913326408637,0.8062739886973935,2495.454833984375,3053.69140625
228,4096,0.01,128,MCN,91904.0,138113,0.112525895,0.35203362,0.14231116,0.0454705851314989,0.1346112181699716,0.1597491806916291,0.6360787945074271,3728.638427734375,497.0421752929688
229,4096,0.01,128,SCARF,154496.0,138113,0.6400247,0.17117316,0.15788403,,,,,,
230,4096,0.01,128,SUBTAB,72576.0,138113,0.6355995,0.1621975,0.16392279,,,,,,
