,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,P1stFixation,P2stFixation,nextWordRegress,lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo
17,1024,0.0001,128,ICEH,385665.0,762882,0.38380238,0.5521579005555403,0.5526104861667727,0.5059083469721768,0.507688338493292,0.500780031201248,37587996.0,2411.40869140625,133416.8125,238144.125,680491.75,218620.21875,1283685.75,1122745.0,229388.875,1107892.875,1220521.125,1349091.125,244063.46875,602084224.0,118858640.0,7.8210835456848145,5.356716632843018,0.035802211612463,23.61892318725586,40.27857971191406
18,1024,0.0001,128,MCN,349184.0,713346,0.5380298,0.5778412702799812,0.5190327796357204,0.5221167484997272,0.5273883237505528,0.5114339573582943,38517216.0,27749.134765625,29037.134765625,20470.1015625,40912.03125,29150.060546875,79173.6015625,67437.6796875,76294.3046875,12956.7568359375,12758.18359375,1123439.125,98403.5859375,2966928.0,443501.75,0.1244871839880943,0.1979960054159164,0.0119268223643302,12.59264087677002,6.05781888961792
19,1024,0.0001,128,SCARF,729600.0,713346,0.8938608,0.533301318371521,0.519392084243111,,,,,,,,,,,,,,,,,,,,,,,
20,1024,0.0001,128,SUBTAB,483840.0,713346,0.5400102,0.5825675078079655,0.5299812056051518,,,,,,,,,,,,,,,,,,,,,,,
21,1024,0.0002,32,CLIP,22593.0,46242,0.5393246,0.5907796909980376,0.4999447223680937,0.5276159301691217,0.5,0.5092433697347893,38922620.0,38759.8671875,45987.578125,243495.734375,577733.0625,131822.03125,1545534.625,1862114.0,73577.609375,23176.568359375,65050.62890625,1275223.125,240810.109375,361218368.0,2751990.25,1.3740782737731934,0.8186519742012024,0.0011725570075213,28.26938247680664,5.913271903991699
22,1024,0.0002,32,CONTROL,,46242,,,0.5082260025980487,,,,,,,,,,,,,,,,,,,,,,,
23,1024,0.0002,32,GMC,1069856.0,380418,0.91083694,0.5843363920289655,0.523544816340068,0.5,0.5235220403951054,0.5,32268014.0,16359.3125,31218.341796875,95827.0703125,315334.84375,69338.625,68698.3046875,186676.921875,85311.0625,39355.921875,21269.837890625,452909.375,64026.06640625,2966928.0,450653.9375,0.1125055104494094,0.2104500234127044,0.0005903263809159,8.005256652832031,4.069645404815674
24,1024,0.0002,32,ICEH,373281.0,396930,0.34409928,0.5302506840606949,0.5122819988391697,0.4991816693944353,0.5006818516880436,0.5041666666666667,38218580.0,1885.4625244140625,65267.0390625,38644.4140625,304205.28125,141132.1875,716912.5,309575.09375,93248.6015625,420729.59375,369064.65625,552683.875,65622.640625,93119888.0,81555056.0,0.4512108266353607,0.2447616010904312,0.0004758335417136,15.591327667236328,4.023653030395508
25,1024,0.0002,32,MCN,25856.0,46242,0.5207309,0.5880469030706725,0.5219452198667809,0.4528314238952536,0.553154946189002,0.4945397815912636,38449920.0,35173.06640625,43387.3046875,26514.07421875,40912.03125,29150.060546875,85192.2265625,94460.3828125,73244.8984375,12434.361328125,12324.5107421875,29250.23828125,27574.365234375,2952655.0,446788.375,0.3149289786815643,0.2786417603492737,0.0012488738866522,15.60578155517578,6.764783382415772
26,1024,0.0002,32,SCARF,47232.0,46242,0.76404095,0.5454036649069954,0.5350114701086205,,,,,,,,,,,,,,,,,,,,,,,
27,1024,0.0002,32,SUBTAB,31872.0,46242,0.5532942,0.5722720488654266,0.5387876233382163,,,,,,,,,,,,,,,,,,,,,,,
28,1024,0.0002,64,CLIP,86145.0,180546,0.5442866,0.5618591249550869,0.5627850252895166,0.6362084015275504,0.6568037741412355,0.7741874674986999,40743212.0,39028.02734375,24788.515625,31994.873046875,266523.5,219265.046875,1561327.5,311605.5,78149.0546875,921000.0625,121865.1953125,76225.265625,244063.46875,2953267.25,5359762.5,0.1424062699079513,0.2507326304912567,0.054262738674879,20.53219413757324,23.36530876159668
29,1024,0.0002,64,CONTROL,,180546,,,0.5117637710400487,,,,,,,,,,,,,,,,,,,,,,,
30,1024,0.0002,64,GMC,1073984.0,455298,0.91775703,0.5813306707940632,0.5216342831873082,0.5,0.5028158631873803,0.5,35750656.0,17368.513671875,12833.8408203125,75577.4375,82114.0390625,85517.0234375,167928.5,579336.75,141714.921875,120688.0234375,259144.28125,469834.25,97760.78125,2966928.0,451259.03125,0.112343817949295,0.1804999262094497,0.0022519759368151,8.889618873596191,4.069645404815674
31,1024,0.0002,64,ICEH,377409.0,471810,0.623628,0.5457007821784914,0.5558960504132003,0.6351554828150573,0.5,0.5070202808112324,38966956.0,1710.206298828125,80114.8359375,95770.3046875,853924.0,218555.296875,601886.9375,438787.8125,124980.3125,246896.953125,90007.296875,868472.4375,87094.671875,2948611.25,1549463.375,0.5807227492332458,1.1647924184799194,0.0272206049412488,10.57555866241455,12.930355072021484
32,1024,0.0002,64,MCN,92672.0,180546,0.5324993,0.5816554268815124,0.5129073270501091,0.5441134751773049,0.4957872622733303,0.4918161726469059,38619440.0,12118.1455078125,24527.4375,228424.4375,56670.765625,29150.060546875,82944.2890625,94153.8828125,78646.5625,12593.337890625,9428.0625,30349.7890625,206610.421875,2966928.0,443562.3125,0.1256052404642105,0.2029360979795456,0.0058409185148775,11.22733211517334,6.433640003204346
33,1024,0.0002,64,SCARF,184576.0,180546,0.867372,0.5297980984494625,0.5135810231889666,,,,,,,,,,,,,,,,,,,,,,,
34,1024,0.0002,64,SUBTAB,123136.0,180546,0.50377536,0.5829440866753268,0.4990844642215527,,,,,,,,,,,,,,,,,,,,,,,
35,1024,0.0002,128,CLIP,336129.0,713346,0.52424496,0.575108482352616,0.5304579751803433,0.7610638297872341,0.7472983930414271,0.7819877795111805,40561440.0,35882.81640625,73677.4453125,240470.609375,802920.875,219640.234375,1439076.125,926943.3125,279324.875,452240.4375,839794.8125,692894.875,88079.09375,241100656.0,52533596.0,0.1328575760126114,0.2451126724481582,0.0255096349865198,19.22601890563965,8.010512351989746
36,1024,0.0002,128,CONTROL,,713346,,,0.5675976341173544,,,,,,,,,,,,,,,,,,,,,,,
37,1024,0.0002,128,GMC,1082240.0,746370,0.91801673,0.5562899035405323,0.5580656974655206,0.5,0.5017543859649123,0.5,36215104.0,18237.97265625,10884.88671875,45952.48828125,271009.4375,18585.681640625,64996.63671875,110906.953125,66394.0703125,9234.6357421875,8835.509765625,382402.03125,34045.79296875,2966928.0,451259.03125,0.1124977171421051,0.186059832572937,0.0006189985433593,10.840998649597168,4.069645404815674
38,1024,0.0002,128,ICEH,385665.0,762882,0.68408,0.5291105829026285,0.532589618860728,0.5089416257501364,0.5349329205366357,0.7657761310452418,36496440.0,2640.2734375,90626.21875,236085.109375,849658.25,177483.234375,1039641.75,792700.4375,70423.609375,758241.5625,1457956.5,746728.4375,224537.859375,126919656.0,75411464.0,0.5122483968734741,0.8669564127922058,0.0467536710202693,11.714848518371582,3.8278579711914062
39,1024,0.0002,128,MCN,349184.0,713346,0.5304875,0.5801076531881375,0.5654418064730107,0.513633387888707,0.542562288073124,0.5015600624024961,38922620.0,35942.80859375,30323.337890625,26514.07421875,40912.03125,29150.060546875,81538.3515625,936065.4375,73334.875,13202.5322265625,13104.6259765625,42876.33984375,26877.35546875,2966928.0,451330.8125,0.1318785697221756,0.1935774087905883,0.0419374443590641,15.98554515838623,6.683311462402344
40,1024,0.0002,128,SCARF,729600.0,713346,0.8611098,0.5448336143279622,0.5401661092838783,,,,,,,,,,,,,,,,,,,,,,,
41,1024,0.0002,128,SUBTAB,483840.0,713346,0.5269388,0.5870173571764186,0.501499405765457,,,,,,,,,,,,,,,,,,,,,,,
42,1024,0.0003,32,CLIP,22593.0,46242,0.512858,0.5827886183355906,0.5183176252729333,0.711582105837425,0.714186200796108,0.7340223608944358,40731384.0,38045.28125,25759.921875,227394.296875,802544.875,220582.265625,1569191.25,1867407.25,364928.75,75565.78125,1460130.125,327105.1875,196715.734375,49175016.0,1611552.5,0.1556189060211181,4.679149627685547,0.0358388684689998,21.885677337646484,3.5256242752075195
43,1024,0.0003,32,CONTROL,,46242,,,0.5262292363395152,,,,,,,,,,,,,,,,,,,,,,,
44,1024,0.0003,32,GMC,1069856.0,380418,0.91659164,0.5645780934744755,0.5597862137586026,0.5025150027277687,0.5298466755123101,0.5,36430904.0,19071.9609375,32531.40625,83556.6953125,275606.125,68214.9765625,253072.171875,274338.0625,134501.578125,101778.4140625,30453.01171875,403968.5,95490.8984375,2966928.0,448444.09375,0.113982930779457,0.2065068185329437,0.000869839801453,8.75821304321289,4.098554611206055
45,1024,0.0003,32,ICEH,373281.0,396930,0.4266625,0.5412267488460795,0.5555332909538155,0.5681451172940535,0.566688780775468,0.5,38922620.0,10738.7255859375,101775.9375,242943.40625,811543.4375,158311.15625,936389.125,1231396.375,491337.9375,1180661.25,1562079.875,1349091.125,204102.609375,562202880.0,119139840.0,0.8130312561988831,1.1077975034713743,0.0011725570075213,7.454664707183838,2.667542695999145
46,1024,0.0003,32,MCN,25856.0,46242,0.5501352,0.5717918244382411,0.5272898759017164,0.5203000545553736,0.4826809671236916,0.5288026521060842,35145188.0,13803.4072265625,26976.42578125,40343.94140625,40912.03125,29028.16796875,80596.75,94153.8828125,75202.46875,13520.8095703125,13168.61328125,55871.515625,26618.837890625,2966928.0,450785.25,0.140921413898468,0.3159635365009308,0.0206685792654752,11.856767654418944,4.948751449584961
47,1024,0.0003,32,SCARF,47232.0,46242,0.8668441,0.5378271744838451,0.5222941599181891,,,,,,,,,,,,,,,,,,,,,,,
48,1024,0.0003,32,SUBTAB,31872.0,46242,0.56390876,0.5855732290428679,0.500836074182582,,,,,,,,,,,,,,,,,,,,,,,
49,1024,0.0003,64,CLIP,86145.0,180546,0.53269035,0.5843882148088776,0.5122923633951522,0.8037370430987452,0.7310187232787853,0.7767940717628705,39389628.0,34482.87109375,86408.921875,243614.859375,400092.84375,37467.48046875,520548.09375,626296.0,574615.875,384877.15625,1279494.5,397296.9375,83157.890625,246770816.0,7868941.0,0.2667143642902374,0.5080821514129639,0.0076206321828067,18.964519500732425,10.919842720031738
50,1024,0.0003,64,CONTROL,,180546,,,0.5290414858627457,,,,,,,,,,,,,,,,,,,,,,,
51,1024,0.0003,64,GMC,1073984.0,455298,0.9170553,0.5792128465216551,0.5227225615654626,0.5,0.5112413386407195,0.5,34897380.0,15636.32421875,23486.509765625,83859.34375,267296.75,62369.265625,167587.96875,239866.953125,158092.109375,9037.19140625,58959.08203125,431750.8125,75708.015625,2966928.0,451259.59375,0.1179841682314872,0.2147568017244339,0.0014061089605093,8.8462553024292,4.069645404815674
52,1024,0.0003,64,ICEH,377409.0,471810,0.3534257,0.5190742378596501,0.5112213592769685,0.5212765957446809,0.5,0.7305057202288092,38572760.0,4257.4560546875,46472.51171875,73322.8125,462399.84375,220338.625,998010.25,1235370.75,316985.4375,1140896.25,667916.0,1342979.25,223300.9375,46188940.0,101084576.0,5.758848190307617,2.0301403999328613,0.057629570364952,23.60709571838379,5.388961791992188
53,1024,0.0003,64,MCN,92672.0,180546,0.5398181,0.5776339791603328,0.5470378099002239,0.4854282596835788,0.480344242960342,0.472126885075403,39049756.0,33712.78515625,24601.18359375,97782.84375,181689.015625,103372.0390625,81215.6875,94249.28125,371447.6875,13269.814453125,12112.5390625,42876.33984375,116340.5078125,2966928.25,451330.8125,0.126672551035881,0.1917280703783035,0.0013500920031219,18.795005798339844,6.273324489593506
54,1024,0.0003,64,SCARF,184576.0,180546,0.8454421,0.530969293275476,0.5274937121693707,,,,,,,,,,,,,,,,,,,,,,,
55,1024,0.0003,64,SUBTAB,123136.0,180546,0.5349258,0.5621182388546475,0.5202419778336697,,,,,,,,,,,,,,,,,,,,,,,
56,1024,0.0003,128,CLIP,336129.0,713346,0.53168416,0.5856250518227799,0.5331700339957436,0.7942935079105292,0.7166261241338641,0.7606214248569942,39626960.0,38549.10546875,41680.52734375,215680.171875,325862.0625,217410.234375,1405341.0,1044856.75,91150.3984375,266884.65625,79222.4140625,662192.625,110736.1015625,122257728.0,34093544.0,0.6272393465042114,0.1848093569278717,0.0016649602912366,14.92115592956543,5.676741123199463
57,1024,0.0003,128,CONTROL,,713346,,,0.5118155938199607,,,,,,,,,,,,,,,,,,,,,,,
58,1024,0.0003,128,GMC,1082240.0,746370,0.9120057,0.5641255078632432,0.5034306680301815,0.5,0.5063246351172048,0.5,34067644.0,17929.841796875,11149.3701171875,78531.53125,319244.3125,50180.2578125,135770.546875,61927.69921875,62980.3671875,22532.9140625,159234.28125,343617.78125,73924.3515625,2966928.0,451187.8125,0.1175184026360511,0.1905920952558517,0.0006256277556531,9.684625625610352,4.069645404815674
59,1024,0.0003,128,ICEH,385665.0,762882,0.27409098,0.5229920400210055,0.5400417346120893,0.516366612111293,0.664595311808934,0.7450208008320333,40740096.0,3228.9658203125,132417.015625,204615.296875,819733.5,220582.265625,1524259.625,157294.359375,47861.06640625,47971.5390625,29762.40234375,1240645.75,235542.8125,605247424.0,110216392.0,3.479846954345703,0.6652310490608215,0.0409437529742717,11.478318214416504,5.299605846405029
60,1024,0.0003,128,MCN,349184.0,713346,0.52327514,0.5828404411155026,0.5284887095436832,0.4967266775777414,0.50218929677134,0.4860569422776911,38922620.0,24305.283203125,24554.138671875,26514.07421875,44593.1875,29150.060546875,81236.1640625,81078.2734375,73480.9609375,13466.16015625,12882.37890625,285773.46875,26877.35546875,2966928.0,451330.8125,0.1207586377859115,0.3354818224906921,0.0005840390222147,11.616293907165527,6.764783382415772
61,1024,0.0003,128,SCARF,729600.0,713346,0.83946264,0.5419073546889251,0.5331527597357729,,,,,,,,,,,,,,,,,,,,,,,
62,1024,0.0003,128,SUBTAB,483840.0,713346,0.5373238,0.5936161244852272,0.5383454022829662,,,,,,,,,,,,,,,,,,,,,,,
63,1024,0.0005,32,CLIP,22593.0,46242,0.5511819,0.5775303336005086,0.5296115364417788,0.7739552645935625,0.7395105410585288,0.7812077483099324,39824064.0,35913.66015625,24444.494140625,225036.328125,40912.03125,155290.109375,81386.4140625,1870037.5,76184.4453125,49172.140625,32121.251953125,597135.375,227371.140625,40325132.0,7043856.5,1.0053107738494873,1.52415931224823,0.0357288792729377,20.741130828857425,13.475689888000488
64,1024,0.0005,32,CONTROL,,46242,,,0.5259321190680191,,,,,,,,,,,,,,,,,,,,,,,
65,1024,0.0005,32,GMC,1069856.0,380418,0.9170517,0.5829440866753268,0.5214269920676599,0.5,0.507732566710895,0.5,31527674.0,17242.6875,16756.46484375,111765.234375,295456.9375,77504.1328125,65954.859375,526387.5,119781.78125,18380.025390625,124689.1171875,523615.625,107344.5234375,2966928.0,451190.46875,0.1132569387555122,0.2176928669214248,0.0006040019216015,8.654401779174805,4.05781888961792
66,1024,0.0005,32,ICEH,373281.0,396930,0.37024143,0.5282365053481108,0.5055864956745253,0.6353737043098745,0.6461005454813504,0.5,38907456.0,3533.5322265625,39214.7109375,96291.0078125,20966.154296875,218787.65625,928281.375,642261.5625,236852.3125,129174.4375,55748.06640625,425705.03125,113916.8046875,366051328.0,442975.90625,0.1177950277924537,0.2646161317825317,0.0106172785162925,7.705650329589844,2.6176083087921143
67,1024,0.0005,32,MCN,25856.0,46242,0.52700275,0.5713979713109091,0.5369738260412924,0.4962684124386252,0.4388544891640867,0.5010465418616745,36947312.0,34948.0234375,25923.275390625,26514.07421875,40912.03125,29150.060546875,886327.3125,109064.09375,73223.2265625,13408.19140625,13078.958984375,42876.33984375,26877.35546875,2950367.25,451330.8125,0.1674971878528595,0.995289146900177,0.0386724695563316,17.34296989440918,5.93429708480835
68,1024,0.0005,32,SCARF,47232.0,46242,0.85078,0.5501057184710207,0.528581990547525,,,,,,,,,,,,,,,,,,,,,,,
69,1024,0.0005,32,SUBTAB,31872.0,46242,0.5198839,0.5684578922638954,0.4964691412619883,,,,,,,,,,,,,,,,,,,,,,,
70,1024,0.0005,64,CLIP,86145.0,180546,0.5404375,0.5959861529532076,0.5072448246317127,0.7781287506819421,0.7654909332153914,0.7788676547061882,39522292.0,34587.3046875,94281.703125,93805.9296875,743436.625,51037.3515625,1188282.0,1549907.75,432847.90625,483727.21875,719938.75,688237.4375,47082.5234375,2952734.25,37675356.0,0.2779516279697418,0.2110092043876648,0.0011141414288431,21.632062911987305,8.22733211517334
71,1024,0.0005,64,CONTROL,,180546,,,0.5247263757220642,,,,,,,,,,,,,,,,,,,,,,,
72,1024,0.0005,64,GMC,1073984.0,455298,0.8965529,0.5434033056023879,0.5292176833144469,0.5033333333333333,0.52703081232493,0.5,34947660.0,15668.08984375,11926.91015625,76458.640625,330682.6875,49473.99609375,415914.9375,153432.578125,127384.0859375,185955.15625,302610.625,494491.46875,62421.67578125,2966928.0,451259.03125,0.1228932738304138,0.2103117853403091,0.0012280348455533,8.927726745605469,4.095926284790039
73,1024,0.0005,64,ICEH,377409.0,471810,0.763784,0.5334049639313452,0.5174228186064509,0.5967703218767049,0.5692061034940292,0.5,41412512.0,5504.11962890625,24463.94140625,97538.2421875,614195.3125,213536.5,794151.6875,93280.2734375,280933.46875,380297.5,89605.8671875,437864.875,114502.84375,55007540.0,3429166.75,0.1187579035758972,0.2915112376213074,0.0048397914506495,7.8094611167907715,4.913271903991699
74,1024,0.0005,64,MCN,92672.0,180546,0.5245227,0.5817072496614245,0.5085680329454686,0.5202018548827059,0.493328910511573,0.4791276651066042,39182172.0,17989.041015625,24922.759765625,26712.98046875,506947.1875,61329.9140625,98823.484375,94153.6953125,73189.8203125,746065.6875,11070.9580078125,42876.33984375,26877.35546875,2966928.0,451330.8125,0.1279497444629669,0.2173793315887451,0.0208535566926002,9.21944808959961,16.12352180480957
75,1024,0.0005,64,SCARF,184576.0,180546,0.88299024,0.5227847489013571,0.5337953622066831,,,,,,,,,,,,,,,,,,,,,,,
76,1024,0.0005,64,SUBTAB,123136.0,180546,0.6738945,0.5669101185705204,0.5607846659849092,,,,,,,,,,,,,,,,,,,,,,,
77,1024,0.0005,128,CLIP,336129.0,713346,0.4743586,0.5839736325695808,0.5274177054254996,0.7480851063829788,0.6955182072829131,0.7752145085803432,39354056.0,31121.916015625,87296.0703125,73906.53125,551798.5625,123399.6875,1423086.875,943614.625,172035.171875,19826.87109375,107120.984375,512742.4375,232544.125,19784966.0,16577080.0,0.270554631948471,0.1872411668300628,0.0007452017161995,12.654401779174805,12.76609706878662
78,1024,0.0005,128,CONTROL,,713346,,,0.5183245349769217,,,,,,,,,,,,,,,,,,,,,,,
79,1024,0.0005,128,GMC,1082240.0,746370,0.9107281,0.5614756363837373,0.5084229291617147,0.5,0.5035198289842253,0.5,35043144.0,23487.2421875,34443.05859375,30651.7578125,244956.390625,46988.984375,399518.5625,402287.34375,163929.234375,9462.0107421875,647236.8125,520998.9375,118205.875,2966928.0,449866.5,0.1260772943496704,0.2111566960811615,0.0018178783357143,9.03679370880127,3.944809436798096
80,1024,0.0005,128,ICEH,385665.0,762882,0.38424855,0.5442704734529172,0.5679914872446865,0.5,0.5,0.7118564742589704,38609400.0,5788.50732421875,128870.3671875,91668.0078125,856127.75,218826.515625,914138.0,1370166.125,45895.6015625,54488.34765625,58635.84765625,1349091.125,70023.078125,4944928.0,13998306.0,0.2165655195713043,0.8513086438179016,0.000852946715895,25.05650520324707,4.487516403198242
81,1024,0.0005,128,MCN,349184.0,713346,0.51801413,0.5711906801912606,0.5154155495978552,0.5,0.4831490490933215,0.4872919916796672,38764768.0,26306.6015625,24754.50390625,26514.07421875,40912.03125,29211.4375,75431.8671875,76644.6875,73292.59375,11608.9091796875,10882.8818359375,856359.1875,26877.35546875,2966928.0,451092.59375,0.1201005727052688,0.1931165158748626,0.0009172626887448,8.78055191040039,4.818659782409668
82,1024,0.0005,128,SCARF,729600.0,713346,0.8683786,0.5085058456095741,0.5315289792985268,,,,,,,,,,,,,,,,,,,,,,,
83,1024,0.0005,128,SUBTAB,483840.0,713346,0.51935184,0.5869655343965064,0.5101227163428319,,,,,,,,,,,,,,,,,,,,,,,
84,1024,0.0007,32,CLIP,22593.0,46242,0.7697844,0.585210469583483,0.5014579475415274,0.7957719585379159,0.7514337313872917,0.7643135725429018,39713164.0,27069.830078125,108179.09375,190461.671875,350041.4375,220582.265625,81265.0703125,1558009.75,562275.75,486956.4375,77412.1875,1207134.0,62659.11328125,5250867.0,32213952.0,0.100488007068634,0.7926238775253296,0.0484726913273334,21.985546112060547,16.975032806396484
85,1024,0.0007,32,CONTROL,,46242,,,0.5296771786296675,,,,,,,,,,,,,,,,,,,,,,,
86,1024,0.0007,32,GMC,1069856.0,380418,0.91935384,0.571346148530997,0.5289378403029215,0.5,0.5056206693203598,0.5,35842044.0,17521.626953125,16767.388671875,112140.34375,199556.796875,106212.328125,55252.3828125,287562.0625,75916.3515625,297350.65625,151310.78125,358273.1875,105103.03125,2966928.0,451330.8125,0.1162020936608314,0.2027811706066131,0.0014868694124743,8.71616268157959,4.069645404815674
87,1024,0.0007,32,ICEH,373281.0,396930,0.6921701,0.5136086620049197,0.5090655316326248,0.574986361156574,0.6595680377414124,0.5,37090676.0,1883.388916015625,26522.044921875,137991.890625,67956.9296875,75554.0390625,812137.4375,726485.1875,114692.5625,35242.29296875,300173.78125,75232.734375,47497.078125,2948667.5,8036244.5,0.1197674795985221,0.2507461905479431,0.0004750892112497,7.822601795196533,4.208935737609863
88,1024,0.0007,32,MCN,25856.0,46242,0.53732866,0.5776339791603328,0.5158439512451287,0.542416803055101,0.5,0.5031201248049922,34334476.0,28487.796875,24533.21875,26686.228515625,84413.0859375,29150.060546875,81215.6875,899784.5625,71751.8828125,12684.7001953125,13097.5751953125,42876.33984375,27241.740234375,2964561.5,451330.8125,0.1432824283838272,0.2066530883312225,0.0233702771365642,14.537450790405272,4.16819953918457
89,1024,0.0007,32,SCARF,47232.0,46242,0.8438727,0.5116393963682596,0.506609131864791,,,,,,,,,,,,,,,,,,,,,,,
90,1024,0.0007,32,SUBTAB,31872.0,46242,0.7609249,0.568717006163456,0.51169812885216,,,,,,,,,,,,,,,,,,,,,,,
