,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Month,DayofMonth,CRSDepTime,CRSArrTime,Distance
111,4096,0.0017782794100389,32,SUBTAB,62048.0,62081,0.36313814,0.0189003907144069,0.0171383582055568,,,,,
112,4096,0.0017782794100389,64,CLIP,15617.0,36225,0.2690115,0.0186073202639818,0.0169319864362478,0.085268344135069,0.0412633367483489,0.0126659451052546,0.0130400974303483,0.1153636351227759
113,4096,0.0017782794100389,64,CONTROL,,36225,,,0.0169713236391544,,,,,
114,4096,0.0017782794100389,64,GMC,206080.0,88833,0.73645896,0.0185962822288274,0.0170473791658878,0.0992855059736118,0.0268686819516454,0.0136929880827665,0.0157802049070596,0.0204182229936122
115,4096,0.0017782794100389,64,ICEH,97089.0,117697,0.3716622,0.0188175775110721,0.0170098505914211,0.0941770152196857,0.0455069124423963,0.0095573002472519,0.0102971671149134,0.00747339008376
116,4096,0.0017782794100389,64,MCN,23808.0,36225,0.26395792,0.0185192581266164,0.0169621929526328,0.0801141203458304,0.0416373779401351,0.0127175105735659,0.0106229037046432,0.2328360229730606
117,4096,0.0017782794100389,64,SCARF,179200.0,166849,0.7812968,0.0186936892569065,0.0171211175620555,,,,,
118,4096,0.0017782794100389,64,SUBTAB,72384.0,72449,0.3279667,0.0187522061169147,0.0171622317284345,,,,,
119,4096,0.0017782794100389,128,CLIP,55809.0,137985,0.27211487,0.0187568962574005,0.0169518310576677,0.0937791319677653,0.0433397292601399,0.0135797252878546,0.0120839765295386,0.1299255788326263
120,4096,0.0017782794100389,128,CONTROL,,137985,,,0.01699985191226,,,,,
121,4096,0.0017782794100389,128,GMC,226688.0,171009,0.7565715,0.0186388622969388,0.0170042961835861,0.0893914609299946,0.0256336482044677,0.013738552108407,0.0129242967814206,0.0389914363622665
122,4096,0.0017782794100389,128,ICEH,105345.0,187521,0.24753596,0.0187375508248805,0.0169168375432491,0.0811802311004223,0.0359808110016517,0.0078992834314703,0.0104875126853585,0.0107435854151844
123,4096,0.0017782794100389,128,MCN,72192.0,137985,0.19938758,0.0187538340687751,0.0169655196368694,0.0914069238484989,0.0448578760744203,0.0124149685725569,0.0125777507200837,0.1392838656902312
124,4096,0.0017782794100389,128,SCARF,203904.0,187521,0.71268904,0.0186444427818059,0.0170258004218339,,,,,
125,4096,0.0017782794100389,128,SUBTAB,105344.0,105473,0.37899914,0.0187727138400077,0.017168877646327,,,,,
126,4096,0.0031622776601683,32,CLIP,4737.0,9921,0.24193536,0.0188867766410112,0.0169395636767148,0.0754425232023273,0.0403101406011031,0.0127674518153071,0.0231547225266694,0.2328856140375137
127,4096,0.0031622776601683,32,CONTROL,,9921,,,0.0169660542160272,,,,,
128,4096,0.0031622776601683,32,GMC,198848.0,66177,0.64691526,0.0187075566500425,0.0169674307107925,0.0965811407119122,0.0255750732898529,0.0113028455525636,0.0160484407097101,0.0316675640642642
129,4096,0.0031622776601683,32,ICEH,92961.0,98145,0.47166023,0.0187505390495061,0.0170618426054716,0.0902383911135662,0.0344394386326286,0.0064120627939701,0.0103510450571775,0.0118244253098964
130,4096,0.0031622776601683,32,MCN,8832.0,9921,0.17752644,0.0186399482190608,0.0169466193765401,0.089545686190179,0.0426066227865843,0.0355124324560165,0.0155188925564288,0.1318727731704711
