,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
0,1024,0.0001,32,CLIP,8961.0,17217,0.5594033,0.099578746,0.19935513,2.5592150688171387,190.8125,0.0128399636596441,0.002670434769243,0.0103367697447538,0.0007643264252692,10.497961044311523,4.371407985687256
1,1024,0.0001,32,CONTROL,,17217,,,0.13600706,,,,,,,,
2,1024,0.0001,32,GMC,420128.0,163041,0.3672928,0.15847102,0.18365937,3.344848394393921,75.0,0.0786061733961105,0.0669441446661949,0.0494921654462814,0.0635318979620933,12.097853660583496,3.2522380352020264
3,1024,0.0001,32,ICEH,171297.0,179553,0.4728135,0.12801,0.12698428,5.917234897613525,252.3125,0.0111788846552371,0.0079025654122233,0.0143796037882566,0.0064964974299073,22.316797256469727,9.758675575256348
4,1024,0.0001,32,MCN,12224.0,17217,0.55165005,0.09886415,0.15906288,10.267671585083008,269.1875,0.2806834578514099,0.1829924434423446,0.3550019264221191,0.44000905752182,13.604820251464844,10.05070686340332
5,1024,0.0001,32,SCARF,18240.0,17217,0.5051149,0.15414558,0.25312114,,,,,,,,
6,1024,0.0001,32,SUBTAB,13120.0,17217,0.5286542,0.09447215,0.15296032,,,,,,,,
7,1024,0.0001,64,CLIP,34305.0,67201,0.4978827,0.088317536,0.11750933,6.081301212310791,196.0625,0.0139391450211405,0.0014305999502539,0.0091375969350337,0.0009647029219195,7.616456985473633,8.459833145141602
8,1024,0.0001,64,CONTROL,,67201,,,0.1416455,,,,,,,,
9,1024,0.0001,64,GMC,424256.0,191809,0.38167408,0.15529735,0.12535405,3.3083913326263428,64.8125,0.0772051811218261,0.0634771659970283,0.0476956814527511,0.063606172800064,12.097853660583496,9.47291374206543
10,1024,0.0001,64,ICEH,175425.0,208321,0.49609798,0.13301036,0.12334529,12.603466987609863,250.125,0.0160509180277586,0.0065291607752442,0.0207554623484611,0.0009586190572008,22.316797256469727,4.410349845886231
11,1024,0.0001,64,MCN,40832.0,67201,0.5256518,0.09116486,0.16326295,5.617210388183594,131.375,0.3843596577644348,0.1311852782964706,0.3550019264221191,0.3553600609302521,10.517147064208984,4.410349845886231
12,1024,0.0001,64,SCARF,71296.0,67201,0.68865824,0.25431228,0.12557447,,,,,,,,
13,1024,0.0001,64,SUBTAB,50816.0,67201,0.5100495,0.09512969,0.13574895,,,,,,,,
14,1024,0.0001,128,CLIP,134145.0,265473,0.49548656,0.087199636,0.11620183,11.716007232666016,258.5625,0.0117587679997086,0.0030053965747356,0.0099084768444299,0.0007823482155799,11.656503677368164,4.410349845886231
15,1024,0.0001,128,CONTROL,,265473,,,0.12775803,,,,,,,,
16,1024,0.0001,128,GMC,432512.0,298497,0.39351785,0.15608008,0.1087932,3.617403984069824,65.9375,0.0770163908600807,0.0639796331524849,0.0496849194169044,0.0635318979620933,9.526704788208008,9.552318572998049
17,1024,0.0001,128,ICEH,183681.0,315009,0.48238096,0.13949323,0.111537635,7.468226909637451,199.375,0.011207053437829,0.0026497605722397,0.0278325453400611,0.0022227389272302,22.316797256469727,4.410349845886231
18,1024,0.0001,128,MCN,147200.0,265473,0.5073825,0.09231488,0.11936181,7.012601852416992,97.625,0.1694842278957367,0.3102922141551971,0.1301015317440033,0.2887994050979614,22.316797256469727,9.961614608764648
19,1024,0.0001,128,SCARF,281856.0,265473,0.6276593,0.17720588,0.11698591,,,,,,,,
20,1024,0.0001,128,SUBTAB,199936.0,265473,0.52488244,0.09549745,0.12280906,,,,,,,,
21,1024,0.0002,32,CLIP,8961.0,17217,0.5576581,0.093934685,0.17315872,1.3591419458389282,231.375,0.0167489629238843,0.0083627570420503,0.0069976467639207,0.0007619811221957,10.497961044311523,10.05070686340332
22,1024,0.0002,32,CONTROL,,17217,,,0.16252935,,,,,,,,
23,1024,0.0002,32,GMC,420128.0,163041,0.6020722,0.16371775,0.123267226,3.4867382049560547,93.375,0.0348754487931728,0.0209326054900884,0.0432898662984371,0.0225143153220415,12.097853660583496,8.328593254089355
24,1024,0.0002,32,ICEH,171297.0,179553,0.33453888,0.13977267,0.11750642,8.010818481445312,276.25,0.155755341053009,0.0735127478837966,0.1363183408975601,0.0517476126551628,21.302539825439453,7.547593116760254
25,1024,0.0002,32,MCN,12224.0,17217,0.49925375,0.08822727,0.13061692,14.305418014526367,269.1875,0.1229194104671478,0.1439445465803146,0.0267031677067279,0.1897293180227279,10.514936447143556,7.964330196380615
26,1024,0.0002,32,SCARF,18240.0,17217,0.50754184,0.16637129,0.13634554,,,,,,,,
27,1024,0.0002,32,SUBTAB,13120.0,17217,0.48173925,0.08672393,0.18317062,,,,,,,,
28,1024,0.0002,64,CLIP,34305.0,67201,0.49011436,0.087278955,0.11590594,5.1081624031066895,196.5,0.0097225178033113,0.0016254294896498,0.0080782063305377,0.0009095055283978,6.8398518562316895,9.33509922027588
29,1024,0.0002,64,CONTROL,,67201,,,0.13554762,,,,,,,,
30,1024,0.0002,64,GMC,424256.0,191809,0.663842,0.16506748,0.11438653,3.2481963634490967,73.8125,0.0289264749735593,0.0216149128973484,0.0443086698651313,0.020374346524477,5.705783843994141,8.915966033935547
31,1024,0.0002,64,ICEH,175425.0,208321,0.7444104,0.14263383,0.11215616,1.8010834455490112,339.0,0.0161753706634044,0.0100521687418222,0.0291039012372493,0.007539483718574,9.48370361328125,4.1224470138549805
32,1024,0.0002,64,MCN,40832.0,67201,0.526573,0.09078507,0.11718286,9.228710174560549,106.4375,0.1864933669567108,0.5990014672279358,0.0789539068937301,0.1380482614040374,13.615320205688477,4.388049125671387
33,1024,0.0002,64,SCARF,71296.0,67201,0.73161215,0.2923536,0.12132495,,,,,,,,
34,1024,0.0002,64,SUBTAB,50816.0,67201,0.52955353,0.09504441,0.12340781,,,,,,,,
35,1024,0.0002,128,CLIP,134145.0,265473,0.45669797,0.085355386,0.11081045,2.71303653717041,197.5,0.012481128796935,0.0030637145973742,0.0067763281986117,0.0011200145818293,6.8398518562316895,10.05070686340332
36,1024,0.0002,128,CONTROL,,265473,,,0.11912466,,,,,,,,
37,1024,0.0002,128,GMC,432512.0,298497,0.4150889,0.16202241,0.10482927,3.5120291709899902,73.875,0.0363596230745315,0.0274731442332267,0.0303259789943695,0.0234695598483085,7.616456985473633,8.41812515258789
38,1024,0.0002,128,ICEH,183681.0,315009,0.79381233,0.14335695,0.10351563,5.682553291320801,193.0625,0.0083977067843079,0.0010832059197127,0.0116955675184726,0.0007822754560038,13.489801406860352,10.05070686340332
39,1024,0.0002,128,MCN,147200.0,265473,0.5346693,0.090253964,0.1335427,7.493525981903076,109.0625,0.3051636219024658,0.1860435009002685,0.0731538534164428,0.1118670850992202,7.206103324890137,6.944058418273926
40,1024,0.0002,128,SCARF,281856.0,265473,0.5806155,0.1619475,0.11932497,,,,,,,,
41,1024,0.0002,128,SUBTAB,199936.0,265473,0.5015468,0.09573491,0.1196731,,,,,,,,
42,1024,0.0003,32,CLIP,8961.0,17217,0.5015846,0.08962703,0.12466398,2.600194215774536,205.5625,0.0075415116734802,0.0010275933891534,0.0115455407649278,0.0007731466321274,10.497961044311523,8.215085983276367
43,1024,0.0003,32,CONTROL,,17217,,,0.14904676,,,,,,,,
44,1024,0.0003,32,GMC,420128.0,163041,0.57574534,0.1646623,0.1266386,3.718741178512573,100.0625,0.0348551720380783,0.0129909692332148,0.0169903896749019,0.0113704781979322,8.774999618530273,8.203737258911133
45,1024,0.0003,32,ICEH,171297.0,179553,0.336172,0.13108319,0.12143542,13.80666160583496,300.125,0.0506040453910827,0.0284319519996643,0.0573159530758857,0.0684301853179931,21.302539825439453,10.05070686340332
