,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,V1,V6,V10,V12,V13,V14,V15
13,1024,0.0001,64,SUBTAB,38336.0,58882,0.8212072,0.7276405329673472,0.7653220964144793,,,,,,,
14,1024,0.0001,128,CLIP,117377.0,232450,0.8273839,0.7408003088008235,0.7689605135243324,485.0294189453125,7195722.0,219.61764526367188,1360533.375,36.0,32814.3828125,5.676470756530762
15,1024,0.0001,128,CONTROL,,232450,,,0.741232772917024,,,,,,,
16,1024,0.0001,128,GMC,382592.0,265474,0.80629504,0.7389596557442673,0.7595320809744381,307.0294189453125,5952988.0,84.88235473632812,767589.875,7.205882549285889,29302.912109375,2.7352941036224365
17,1024,0.0001,128,ICEH,166913.0,281986,0.6454257,0.7580667066964031,0.7712014639446446,1162.61767578125,6313648.0,179.44117736816406,1163358.125,6.852941036224365,25974.205078125,5.294117450714111
18,1024,0.0001,128,MCN,130432.0,232450,0.8210412,0.7256998055698518,0.7593498027105849,512.941162109375,3313295.25,217.3529357910156,301843.3125,10.029411315917969,29302.912109375,2.382352828979492
19,1024,0.0001,128,SCARF,248704.0,232450,0.8346794,0.7615728827128725,0.7579916509406988,,,,,,,
20,1024,0.0001,128,SUBTAB,150400.0,232450,0.8180339,0.7332375478927203,0.7637137587922457,,,,,,,
21,1024,0.0002,32,CLIP,7841.0,15106,0.8230111,0.7314719505918683,0.7673950649053582,437.76470947265625,5132270.0,217.05882263183597,1878621.25,75.47058868408203,91412.3203125,4.529411792755127
22,1024,0.0002,32,CONTROL,,15106,,,0.7659618573797677,,,,,,,
23,1024,0.0002,32,GMC,370208.0,145282,0.55892164,0.706993051981472,0.7635636472808371,377.3529357910156,3201287.5,56.14706039428711,799069.4375,7.147058963775635,29302.912109375,2.8235294818878174
24,1024,0.0002,32,ICEH,154529.0,161794,0.6593807,0.7455395436610053,0.7713015382855836,954.1764526367188,6407036.5,190.38235473632807,1522043.25,7.205882549285889,78799.8203125,1.7941176891326904
25,1024,0.0002,32,MCN,11104.0,15106,0.8185883,0.7447568193515183,0.7642963344198548,512.941162109375,3335599.5,239.3235321044922,301843.3125,7.5,29302.912109375,2.8235294818878174
26,1024,0.0002,32,SCARF,16096.0,15106,0.8381004,0.7548679018699606,0.7678954366100532,,,,,,,
27,1024,0.0002,32,SUBTAB,9952.0,15106,0.8218997,0.7220756847944187,0.7604899353805684,,,,,,,
28,1024,0.0002,64,CLIP,30017.0,58882,0.82536817,0.7326871390175559,0.7535526391033338,1116.4705810546875,5820166.5,229.1764678955078,1386991.25,38.08823394775391,80070.1171875,5.705882549285889
29,1024,0.0002,64,CONTROL,,58882,,,0.7449819866186309,,,,,,,
