,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,isns,northing,easting,resistivity
160,1024,0.0056234132519034,64,SUBTAB,67136.0,67201,0.453949125,0.0035175227094441,0.0022903009084984,,,,
161,1024,0.0056234132519034,128,CLIP,50561.0,116353,0.516501545,5.022280129196523e-05,4.6539960749213404e-05,0.7087715222751749,0.11419894918799389,0.11743744090199465,0.0476539153605699
162,1024,0.0056234132519034,128,CONTROL,,116353,,,2.8910361834277234e-05,,,,
163,1024,0.0056234132519034,128,GMC,199808.0,149377,0.45562594,7.54293287172902e-05,2.328166192455653e-05,0.5000707823127515,0.11079446971416465,0.08246549963951105,0.02671639993786805
164,1024,0.0056234132519034,128,ICEH,100097.0,165889,0.681448415,0.0007034047011984097,5.783689630334203e-05,0.5237902714948988,0.19504976272582997,0.162809282541275,0.0883887335658073
165,1024,0.0056234132519034,128,MCN,54656.0,116353,0.6552034200000001,0.00011924744467244999,3.081189970543988e-05,0.6942277297421882,0.12623974680900565,0.12382749468088144,0.06125137954950324
166,1024,0.0056234132519034,128,SCARF,182272.0,165889,0.9763093,0.00050042083603325,2.5416424250578992e-05,,,,
167,1024,0.0056234132519034,128,SUBTAB,100096.0,100225,0.42898550999999996,0.08029960730345914,0.06342200934886924,,,,
168,1024,0.01,32,CLIP,3425.0,7585,0.57322466,5.19349632668308e-05,1.827551932365158e-05,0.5578985415440108,0.1339064836502075,0.1276234835386276,0.0313374735414981
169,1024,0.01,32,CONTROL,,7585,,,2.3837382286728483e-05,,,,
170,1024,0.01,32,GMC,171968.0,59905,0.23665467,3.633543383329993e-05,2.7190475520910563e-05,0.5017066245351498,0.1096802279353141,0.0774091258645057,0.0265297070145606
171,1024,0.01,32,ICEH,87713.0,91873,0.4644199,0.0039462950080633,0.0003783534630201,0.559415127102539,0.1466324627399444,0.1751598119735717,0.0395820178091525
172,1024,0.01,32,MCN,4448.0,7585,0.52038825,9.093371772905798e-05,1.6927398974075266e-05,0.6519678349716432,0.1485024243593216,0.13894984126091,0.0914208739995956
173,1024,0.01,32,SCARF,145216.0,137953,0.77251775,0.0008749041007831001,4.028984949400101e-05,,,,
174,1024,0.01,32,SUBTAB,56800.0,56833,0.42660996,0.0345101542770862,0.0011308818357065,,,,
175,1024,0.01,64,CLIP,12993.0,29505,0.509124165,6.165820923342803e-05,2.3349631192104022e-05,0.6371590680437749,0.10336464270949361,0.11243428662419315,0.0661673098802566
176,1024,0.01,64,CONTROL,,29505,,,2.928188587247804e-05,,,,
177,1024,0.01,64,GMC,179200.0,79489,0.432084845,0.008221796964789928,7.521667612309036e-05,0.49882995610472264,0.122260320931673,0.07849208265542981,0.02398870047181835
178,1024,0.01,64,ICEH,91841.0,108353,0.47638349999999996,0.00148480681673385,0.00018699620704859998,0.5359433967287652,0.09145395085215566,0.1450996696949004,0.09015611000359056
179,1024,0.01,64,MCN,15040.0,29505,0.5176139200000001,0.00017349698464380001,1.941659320436861e-05,0.7116737581226804,0.12241597473621366,0.15919813513755793,0.05926461145281785
180,1024,0.01,64,SCARF,157568.0,145217,0.9713829199999999,0.0009164604634861,0.0008415909251197999,,,,
