,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
0,1024,0.0001,32,CLIP,12321.0,23649,0.5026064,0.65763074,0.6350824,13.884588241577148,0.0879886597394943,0.1347360163927078,169.6719512939453,0.0980536043643951,31594.828125,12935.921875,5.586120823863894e-05,0.6553325653076172,0.0294458474963903,8.33084774017334
1,1024,0.0001,32,CONTROL,,23649,,,0.58777165,,,,,,,,,,,
2,1024,0.0001,32,GMC,569888.0,216417,0.49550423,0.6821846,0.5751164,1.572630763053894,0.0196492671966552,0.0237098466604948,21.319000244140625,0.0019229091703891,407.4434509277344,3852.79296875,6.397526158252731e-05,0.1167369186878204,0.0182706154882907,2.9285595417022705
3,1024,0.0001,32,ICEH,221601.0,232929,0.45376858,0.5907231,0.6208685,11.115575790405272,0.0498828813433647,0.0504047684371471,40.35033798217773,0.052809789776802,506.5669250488281,42717.75390625,5.464984860736877e-05,0.2476608455181121,0.3485135734081268,9.779780387878418
4,1024,0.0001,32,MCN,15584.0,23649,0.52622473,0.62444615,0.64677405,9.65613079071045,0.0564106851816177,0.0306210797280073,36.37628555297852,0.0032435737084597,1043.9488525390625,55749.109375,5.586120823863894e-05,0.1992552727460861,0.0955490842461586,5.922417640686035
5,1024,0.0001,32,SCARF,24672.0,23649,0.44297823,0.6784616,0.6582811,,,,,,,,,,,
6,1024,0.0001,32,SUBTAB,16480.0,23649,0.4882162,0.6351202,0.74303305,,,,,,,,,,,
7,1024,0.0001,64,CLIP,47169.0,92353,0.43764845,0.545736,0.5409194,6.25766134262085,0.0251770373433828,0.067218005657196,24.505373001098636,0.0303181577473878,245.30538940429688,16251.5595703125,5.586120823863894e-05,0.1083601936697959,0.0486992299556732,7.647163391113281
8,1024,0.0001,64,CONTROL,,92353,,,0.57288355,,,,,,,,,,,
9,1024,0.0001,64,GMC,574016.0,254401,0.5416367,0.63082623,0.5715031,1.484957575798035,0.0204718075692653,0.0226490776985883,23.48517799377441,0.0039786305278539,444.9700012207031,19808.78515625,5.758687984780408e-05,0.123948760330677,0.0189121533185243,3.754554510116577
10,1024,0.0001,64,ICEH,225729.0,270913,0.43784425,0.5511111,0.56269294,9.65613079071045,0.0566887706518173,0.0418910756707191,39.87970352172852,0.0040313936769962,393.5422973632813,29399.26171875,5.2776853408431634e-05,0.0811226218938827,0.0296601522713899,10.20149040222168
11,1024,0.0001,64,MCN,53696.0,92353,0.4963885,0.6361058,0.58772254,3.979361534118652,0.0777481570839881,0.1259912401437759,28.04581069946289,0.0502709448337554,348.68267822265625,3891.889892578125,5.428731310530566e-05,0.2011898756027221,0.1772406250238418,5.833139896392822
12,1024,0.0001,64,SCARF,96448.0,92353,0.5543037,0.6497077,0.5708238,,,,,,,,,,,
13,1024,0.0001,64,SUBTAB,63680.0,92353,0.51019,0.6372837,0.55044067,,,,,,,,,,,
