,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Liberal,Unconstitutional,Precedent_alteration,Unanimous,Lower_court_disagreement,Actions_taken,Year_of_decision
67,1024,0.0005,32,MCN,5824.0,9793,0.45950505,0.007886099,0.29740906,0.5,0.5,0.5,0.5204241101500822,0.4777966836819804,0.2438423633575439,334.6970520019531
68,1024,0.0005,32,SCARF,10816.0,9793,0.8577928,0.0087591745,0.30012888,,,,,,,
69,1024,0.0005,32,SUBTAB,4672.0,9793,0.51899713,0.009134018,0.95595616,,,,,,,
70,1024,0.0005,64,CLIP,9217.0,38017,0.49479637,0.007936955,0.2957793,0.5604651162790698,0.5608497847103746,0.5,0.5195079891143265,0.5,8.674877166748047,341.0467834472656
71,1024,0.0005,64,CONTROL,,38017,,,0.34677824,,,,,,,
72,1024,0.0005,64,GMC,209216.0,88385,0.37974948,0.009573864,0.46642336,0.5235967368805552,0.5,0.5,0.5,0.5,0.2438423633575439,224.84483337402344
73,1024,0.0005,64,ICEH,76097.0,104897,0.52621746,0.011812508,0.29594854,0.5,0.5,0.5,0.5,0.5,3.879310369491577,478.4901428222656
74,1024,0.0005,64,MCN,15744.0,38017,0.4218111,0.008526826,0.8610245,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,478.4901428222656
75,1024,0.0005,64,SCARF,42112.0,38017,0.8528566,0.016475184,0.29935127,,,,,,,
76,1024,0.0005,64,SUBTAB,17536.0,38017,0.45472303,0.007956112,0.31504357,,,,,,,
77,1024,0.0005,128,CLIP,34817.0,149761,0.48920518,0.0072697536,0.94974685,0.5815901619383904,0.5324559265578033,0.5,0.5068574353999946,0.4853034397624529,9.120689392089844,408.5911254882813
78,1024,0.0005,128,CONTROL,,149761,,,0.29629824,,,,,,,
79,1024,0.0005,128,GMC,217472.0,182785,0.47597897,0.007932266,0.30130377,0.5328990624619505,0.5,0.5,0.5,0.5,0.2438423633575439,153.8251190185547
80,1024,0.0005,128,ICEH,84353.0,199297,0.69174975,0.015162067,0.30061638,0.5718008036040424,0.5,0.5,0.5,0.5,24.33251190185547,478.4901428222656
81,1024,0.0005,128,MCN,47872.0,149761,0.42791823,0.0074037625,0.35917035,0.5,0.5293687545698269,0.5,0.5,0.5,0.2438423633575439,336.3349609375
82,1024,0.0005,128,SCARF,166144.0,149761,0.8780552,0.010089901,0.399651,,,,,,,
83,1024,0.0005,128,SUBTAB,67840.0,149761,0.48258775,0.0075726314,0.2987783,,,,,,,
84,1024,0.0007,32,CLIP,2561.0,9793,0.5020002,0.0087273745,0.321733,0.5705466942651893,0.5636932325940369,0.5,0.5002963920998033,0.4888566376405431,3.064039468765259,329.0418701171875
85,1024,0.0007,32,CONTROL,,9793,,,0.3071091,,,,,,,
86,1024,0.0007,32,GMC,205088.0,62689,0.5344716,0.008110344,0.30117178,0.5052843053695361,0.5,0.5,0.5,0.5,0.2438423633575439,236.13546752929688
87,1024,0.0007,32,ICEH,71969.0,79201,0.50709593,0.009135961,0.29789624,0.5,0.5,0.7193877551020408,0.5,0.5,0.2438423633575439,478.4901428222656
88,1024,0.0007,32,MCN,5824.0,9793,0.40621445,0.008549726,0.3166692,0.4334347984901984,0.5,0.5,0.4938835448495137,0.5,0.2438423633575439,336.3349609375
89,1024,0.0007,32,SCARF,10816.0,9793,0.78074425,0.009815654,0.32654613,,,,,,,
90,1024,0.0007,32,SUBTAB,4672.0,9793,0.45839748,0.0071445215,0.37603587,,,,,,,
91,1024,0.0007,64,CLIP,9217.0,38017,0.49180964,0.0072548767,0.2994563,0.561840983806161,0.6306767405963116,0.5382653061224489,0.5395952900600868,0.5210355987055016,11.497536659240724,478.4901428222656
92,1024,0.0007,64,CONTROL,,38017,,,0.29925963,,,,,,,
93,1024,0.0007,64,GMC,209216.0,88385,0.48209164,0.009974445,0.3018753,0.5498965055399976,0.5,0.5,0.5,0.5,0.2438423633575439,266.6970520019531
94,1024,0.0007,64,ICEH,76097.0,104897,0.6565848,0.009474631,0.295644,0.5,0.5,0.5,0.5,0.5,24.33251190185547,478.4901428222656
95,1024,0.0007,64,MCN,15744.0,38017,0.42508405,0.0074768737,0.29593036,0.5,0.4946380697050938,0.5,0.5,0.5,0.2438423633575439,478.4901428222656
96,1024,0.0007,64,SCARF,42112.0,38017,0.8408362,0.008460899,0.29459313,,,,,,,
