,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Liberal,Unconstitutional,Precedent_alteration,Unanimous,Lower_court_disagreement,Actions_taken,Year_of_decision
97,1024,0.0007,64,SUBTAB,17536.0,38017,0.44386667,0.011568533,0.2941672,,,,,,,
98,1024,0.0007,128,CLIP,34817.0,149761,0.49460605,0.0076322802,0.36699402,0.5687933763545598,0.7175237631001706,0.5,0.5365909519575351,0.4915257064691555,5.603448390960693,431.9236450195313
99,1024,0.0007,128,CONTROL,,149761,,,0.32407203,,,,,,,
100,1024,0.0007,128,GMC,217472.0,182785,0.5042197,0.009167549,0.30900878,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,172.5615692138672
101,1024,0.0007,128,ICEH,84353.0,199297,0.6230111,0.011610961,0.295761,0.5,0.5,0.5,0.5,0.5,24.33251190185547,478.4901428222656
102,1024,0.0007,128,MCN,47872.0,149761,0.46126845,0.007242226,0.3071886,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,335.64532470703125
103,1024,0.0007,128,SCARF,166144.0,149761,0.8883327,0.00882069,0.29513088,,,,,,,
104,1024,0.0007,128,SUBTAB,67840.0,149761,0.44167578,0.0077304454,0.31505206,,,,,,,
105,1024,0.001,32,CLIP,2561.0,9793,0.43176123,0.007211014,0.29609087,0.5705466942651893,0.5324559265578033,0.3265306122448979,0.5061433998868321,0.4743268942047843,2.958127975463867,332.8005065917969
106,1024,0.001,32,CONTROL,,9793,,,5.551645,,,,,,,
107,1024,0.001,32,GMC,205088.0,62689,0.6162779,0.008146736,0.303065,0.4157068062827225,0.5,0.5,0.5,0.5,0.2438423633575439,231.86453247070312
108,1024,0.001,32,ICEH,71969.0,79201,0.57878405,0.008838546,0.29880315,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,478.4901428222656
109,1024,0.001,32,MCN,5824.0,9793,0.4604436,0.009043877,0.29737195,0.505880920491903,0.5,0.5,0.5,0.5,1.790640354156494,478.4901428222656
110,1024,0.001,32,SCARF,10816.0,9793,0.81589776,0.01155301,0.9900746,,,,,,,
111,1024,0.001,32,SUBTAB,4672.0,9793,0.38092348,0.0091232695,0.61370426,,,,,,,
112,1024,0.001,64,CLIP,9217.0,38017,0.5139302,0.007439764,0.47010735,0.5711311335687325,0.5261190998456414,0.4528061224489795,0.5456578557378816,0.4795649417809361,12.551724433898926,239.0295562744141
113,1024,0.001,64,CONTROL,,38017,,,0.31339794,,,,,,,
114,1024,0.001,64,GMC,209216.0,88385,0.60089993,0.010489285,0.30805957,0.5170461463533422,0.5,0.5,0.5,0.5,0.2438423633575439,104.6921157836914
115,1024,0.001,64,ICEH,76097.0,104897,0.41285622,0.0085250605,0.2980299,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,478.4901428222656
116,1024,0.001,64,MCN,15744.0,38017,0.4508038,0.00774662,0.38262844,0.5,0.5,0.5,0.498895265809824,0.5,0.2438423633575439,478.4901428222656
117,1024,0.001,64,SCARF,42112.0,38017,0.6972031,0.016666563,3.6693256,,,,,,,
118,1024,0.001,64,SUBTAB,17536.0,38017,0.45229742,0.008190809,0.33473092,,,,,,,
119,1024,0.001,128,CLIP,34817.0,149761,0.5156766,0.007273276,0.29532513,0.5687933763545598,0.7489235518726136,0.4936224489795918,0.5368873440573384,0.4843359023120809,2.5517241954803467,294.2241516113281
120,1024,0.001,128,CONTROL,,149761,,,0.33729094,,,,,,,
121,1024,0.001,128,GMC,217472.0,182785,0.6233685,0.010496552,0.30053917,0.5043711189577499,0.5,0.5,0.5,0.5,0.2438423633575439,224.47537231445312
122,1024,0.001,128,ICEH,84353.0,199297,0.62798,0.010029802,0.29679403,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,478.4901428222656
123,1024,0.001,128,MCN,47872.0,149761,0.42758137,0.007249787,0.38781002,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,495.8177490234375
124,1024,0.001,128,SCARF,166144.0,149761,0.86557966,0.010088977,0.2952072,,,,,,,
125,1024,0.001,128,SUBTAB,67840.0,149761,0.43747857,0.007832823,0.7209939,,,,,,,
126,1024,0.002,32,CLIP,2561.0,9793,0.53784794,0.008603756,8.887553,0.5792645805430415,0.6950199041351857,0.5,0.5452132675881767,0.4778634104026957,5.923645496368408,319.0049133300781
127,1024,0.002,32,CONTROL,,9793,,,0.3378601,,,,,,,
128,1024,0.002,32,GMC,205088.0,62689,0.6274552,0.006982336,0.30441886,0.4287836356995008,0.5,0.5,0.5,0.5,0.2438423633575439,224.26107788085935
129,1024,0.002,32,ICEH,71969.0,79201,0.42399558,0.008450608,0.29523295,0.5,0.5,0.5,0.5,0.5,1.0615763664245603,459.0640258789063
130,1024,0.002,32,MCN,5824.0,9793,0.45188972,0.006961409,0.30392972,0.5166443443321563,0.5,0.5,0.5,0.5,0.2438423633575439,478.4901428222656
131,1024,0.002,32,SCARF,10816.0,9793,0.86858755,0.11466121,0.29661176,,,,,,,
132,1024,0.002,32,SUBTAB,4672.0,9793,0.45567164,0.008536077,0.29705244,,,,,,,
133,1024,0.002,64,CLIP,9217.0,38017,0.5305656,0.008512944,0.33506075,0.5836235236819676,0.747583069298887,0.7831632653061225,0.5208686982997872,0.4869716077803356,9.37684726715088,358.4384155273437
134,1024,0.002,64,CONTROL,,38017,,,0.30191806,,,,,,,
135,1024,0.002,64,GMC,209216.0,88385,0.62706536,0.0059163733,0.30532345,0.5328990624619505,0.5,0.5,0.5,0.5,0.2438423633575439,153.1896514892578
136,1024,0.002,64,ICEH,76097.0,104897,0.6345663,0.010157328,0.2949429,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,478.4901428222656
137,1024,0.002,64,MCN,15744.0,38017,0.4263837,0.008261638,0.42059875,0.5,0.5,0.5,0.5,0.5,0.2438423633575439,334.6970520019531
138,1024,0.002,64,SCARF,42112.0,38017,0.8545681,0.008893289,0.2955091,,,,,,,
139,1024,0.002,64,SUBTAB,17536.0,38017,0.4839509,0.007879166,0.36604536,,,,,,,
140,1024,0.002,128,CLIP,34817.0,149761,0.5496368,0.0063712522,0.31806165,0.5827468647266529,0.7489235518726136,0.5459183673469388,0.5377226308840568,0.4899075834918093,3.458127975463867,388.8670043945313
