,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,1024,0.0001,32,CLIP,24641.0,47266,0.29552203,0.6615696676548604,0.6887569963712887,1103.863037109375,126189.5234375,19775.8203125,8533.2861328125,2690.195068359375,1.093000054359436,40.13999938964844,2011.4449462890625,515.4299926757812,4.081999778747559,885.3610229492188,4.526999950408936,3486.382080078125,38.09400177001953,2.2780001163482666,61.98600006103516,5143.7021484375,7059.7587890625,158.47000122070312,83.20600128173828,48.76100158691406,3290.739013671875
1,1024,0.0001,32,CONTROL,,47266,,,0.6920796476109317,,,,,,,,,,,,,,,,,,,,,,
2,1024,0.0001,32,GMC,1119008.0,412162,0.19178128,0.6678568999523906,0.6939960232205512,331.9079895019531,55881.87890625,128.97999572753906,6739.47998046875,118.2229995727539,1.2640000581741333,0.7379999756813049,547.5900268554688,408.8200073242188,2.539999961853028,167.97300720214844,2.845000028610229,360.8550109863281,28.41900062561035,3.059000015258789,2.901000022888184,798.8049926757812,2303.9169921875,9.744000434875488,11.199999809265137,5.083000183105469,830.0759887695312
3,1024,0.0001,32,ICEH,406049.0,428674,0.14943187,0.6681029481778429,0.6917995927201732,1062.989013671875,52532.4296875,140.7729949951172,2651.489013671875,72.0739974975586,1.003999948501587,0.5220000147819519,7950.41796875,420.4679870605469,1.9880000352859497,100.44400024414062,2.552000045776367,620.0239868164062,41.93600082397461,1.6260000467300415,1.843000054359436,1030.3690185546875,2992.455078125,5.671999931335449,9.06999969482422,4.14900016784668,1927.2349853515625
4,1024,0.0001,32,MCN,27904.0,47266,0.26353467,0.6650043408508067,0.6886169689259094,525.1270141601562,46700.3671875,152.5780029296875,6835.14990234375,770.5570068359375,1.4110000133514404,0.781000018119812,200.8179931640625,553.531982421875,12.369000434875488,1629.6070556640625,50.619998931884766,3103.81298828125,48.42499923706055,3.321000099182129,3.078000068664551,1634.780029296875,6680.96923828125,28.160999298095703,12.498000144958496,7.110000133514404,3037.781005859375
5,1024,0.0001,32,SCARF,48256.0,47266,0.2165228,0.6384051274049714,0.687602770142948,,,,,,,,,,,,,,,,,,,,,,
6,1024,0.0001,32,SUBTAB,33920.0,47266,0.30842462,0.6885329524586818,0.6995491116258786,,,,,,,,,,,,,,,,,,,,,,
7,1024,0.0001,64,CLIP,94337.0,184642,0.32976174,0.658213009749911,0.6936319518625651,635.7559814453125,50193.59375,3637.66796875,7236.23486328125,1408.9720458984375,2.138999938964844,0.9710000157356262,1691.906982421875,433.9819946289063,5.1479997634887695,670.531982421875,6.396999835968018,1093.7860107421875,166.63099670410156,0.6650000214576721,36.124000549316406,2472.137939453125,3246.721923828125,23.489999771118164,102.26799774169922,20.33699989318848,1597.050048828125
8,1024,0.0001,64,CONTROL,,184642,,,0.6847562122175946,,,,,,,,,,,,,,,,,,,,,,
9,1024,0.0001,64,GMC,1123136.0,483970,0.19386722,0.6484971054326648,0.6969826085912839,320.5820007324219,69104.328125,129.7550048828125,4764.97021484375,131.2310028076172,1.3200000524520874,0.7379999756813049,490.6059875488281,496.0559997558594,1.972000002861023,175.45799255371094,2.726999998092652,758.6890258789062,30.68099975585937,3.203000068664551,3.0380001068115234,1058.5560302734375,1683.675048828125,9.927000045776367,11.361000061035156,5.059000015258789,1179.68701171875
10,1024,0.0001,64,ICEH,410177.0,500482,0.17805658,0.6735720201159427,0.690925421382591,1105.14697265625,33374.8203125,164.86300659179688,1905.488037109375,47.20199966430664,1.3619999885559082,0.915000021457672,8147.6181640625,409.1600036621094,2.174999952316284,65.54900360107422,8.01200008392334,967.4290161132812,39.01399993896485,1.065000057220459,1.125,481.4089965820313,3089.56298828125,8.072999954223633,8.904000282287598,4.515999794006348,1813.4200439453125
11,1024,0.0001,64,MCN,100864.0,184642,0.33996984,0.6640741585350729,0.6746362287008254,520.0150146484375,49157.8125,158.92599487304688,8511.642578125,128.8520050048828,1.406000018119812,0.7319999933242798,200.8179931640625,400.7049865722656,2.4119999408721924,255.9739990234375,5.921999931335449,812.8289794921875,31.32099914550781,5.038000106811523,4.7829999923706055,1576.56396484375,2891.56591796875,10.663000106811523,306.8970031738281,5.718999862670898,1541.60205078125
12,1024,0.0001,64,SCARF,188672.0,184642,0.22808841,0.6659065176774648,0.6899112225996296,,,,,,,,,,,,,,,,,,,,,,
13,1024,0.0001,64,SUBTAB,131328.0,184642,0.291384,0.6741661365627662,0.6826437981844442,,,,,,,,,,,,,,,,,,,,,,
14,1024,0.0001,128,CLIP,368897.0,729730,0.38295075,0.673544014626867,0.6783849634528367,436.89599609375,47397.90625,80.21900177001953,12481.0703125,748.9149780273438,0.9359999895095824,0.9670000076293944,1189.9830322265625,920.9710083007812,1.2699999809265137,1434.0450439453125,5.912000179290772,2554.069091796875,127.18099975585938,0.101000003516674,0.2259999960660934,2052.118896484375,3308.68408203125,27.55500030517578,21.70199966430664,5.538000106811523,1575.1490478515625
15,1024,0.0001,128,CONTROL,,729730,,,0.6726078311349024,,,,,,,,,,,,,,,,,,,,,,
16,1024,0.0001,128,GMC,1131392.0,762754,0.28380403,0.6624718444815184,0.6972126536801213,280.15301513671875,40311.55859375,133.97900390625,1299.64697265625,124.47100067138672,1.1929999589920044,0.7350000143051147,522.5989990234375,4569.44677734375,2.5360000133514404,225.4219970703125,3.003000020980835,1156.843017578125,31.60400009155273,3.2170000076293945,3.0429999828338623,1166.907958984375,2967.885009765625,10.37600040435791,11.303000450134276,5.09499979019165,1056.7669677734375
17,1024,0.0001,128,ICEH,418433.0,779266,0.13939321,0.6661085572772263,0.6927857860140587,1099.0030517578125,48996.83984375,132.70399475097656,3933.035888671875,84.0510025024414,0.9670000076293944,0.7170000076293945,7379.8818359375,433.6820068359375,3.974999904632568,145.99000549316406,9.734999656677246,600.5419921875,37.21900177001953,1.128000020980835,1.0789999961853027,453.9809875488281,3254.54296875,5.189000129699707,13.43299961090088,3.0999999046325684,1744.751953125
18,1024,0.0001,128,MCN,381952.0,729730,0.31305748,0.6517577445179256,0.6775668030934063,960.6060180664062,41626.7421875,155.2899932861328,2607.64990234375,289.7909851074219,1.4570000171661377,0.8140000104904175,375.8469848632813,488.35400390625,4.34499979019165,394.7019958496094,3.1470000743865967,1137.9759521484375,28.982999801635746,4.813000202178955,4.807000160217285,1333.404052734375,4421.59716796875,10.869999885559082,9.875,5.919000148773193,726.333984375
19,1024,0.0001,128,SCARF,745984.0,729730,0.17799753,0.6636540761989349,0.6898552116214778,,,,,,,,,,,,,,,,,,,,,,
20,1024,0.0001,128,SUBTAB,516608.0,729730,0.32447407,0.6608855335645787,0.6685230305139808,,,,,,,,,,,,,,,,,,,,,,
21,1024,0.0002,32,CLIP,24641.0,47266,0.35361072,0.6725858268220571,0.6755384055274833,1099.0030517578125,44819.0,7978.93017578125,23981.587890625,1184.177001953125,0.6000000238418579,27.812000274658203,4494.47314453125,551.4630126953125,5.815000057220459,3019.594970703125,20.00900077819824,2139.4970703125,128.6529998779297,3.138000011444092,14.628000259399414,3894.447998046875,7124.89013671875,196.06399536132807,11.008000373840332,20.44099998474121,1931.8759765625
22,1024,0.0002,32,CONTROL,,47266,,,0.6918556036983249,,,,,,,,,,,,,,,,,,,,,,
23,1024,0.0002,32,GMC,1119008.0,412162,0.17636326,0.665576452984785,0.6908133994262875,299.4649963378906,35433.2578125,123.54100036621094,1184.43603515625,110.62100219726562,1.4290000200271606,0.7829999923706055,917.1160278320312,359.4440002441406,2.5290000438690186,158.75900268554688,2.757999897003174,331.65899658203125,29.604999542236328,3.0199999809265137,2.98799991607666,727.1259765625,1965.6219482421875,9.673999786376951,11.37399959564209,5.099999904632568,699.6909790039062
24,1024,0.0002,32,ICEH,406049.0,428674,0.101505205,0.6788170481414357,0.691631559785718,213.5110015869141,51089.51171875,191.3390045166016,1826.197998046875,53.57500076293945,1.3240000009536743,0.9380000233650208,4856.69287109375,439.6799926757813,1.7940000295639038,61.845001220703125,3.3550000190734863,566.7860107421875,55.98400115966797,1.8739999532699585,2.1640000343322754,433.6960144042969,3302.962890625,4.126999855041504,15.029999732971191,3.753999948501587,1183.509033203125
25,1024,0.0002,32,MCN,27904.0,47266,0.33576173,0.6418958115790695,0.6897992006433261,533.7310180664062,43074.63671875,160.83200073242188,6603.47216796875,1565.52099609375,1.7599999904632568,0.9520000219345092,200.8179931640625,435.47698974609375,15.694000244140623,384.5639953613281,3.134999990463257,540.801025390625,30.481000900268555,3.2330000400543213,3.0290000438690186,1464.08203125,2956.721923828125,59.277000427246094,14.392000198364258,12.781999588012695,1563.1400146484375
26,1024,0.0002,32,SCARF,48256.0,47266,0.24373703,0.6581289932826834,0.6677328756436262,,,,,,,,,,,,,,,,,,,,,,
27,1024,0.0002,32,SUBTAB,33920.0,47266,0.41904914,0.6505815139767395,0.6867566042944417,,,,,,,,,,,,,,,,,,,,,,
28,1024,0.0002,64,CLIP,94337.0,184642,0.30667192,0.6717616652863961,0.6806994170857488,441.2699890136719,44320.1640625,73.80999755859375,13514.0576171875,2052.3779296875,17.211999893188477,2.052999973297119,304.1940002441406,969.4169921875,3.3910000324249268,2488.576904296875,2.6470000743865967,1687.3399658203125,166.593994140625,1.5700000524520874,1.2549999952316284,2281.3291015625,3302.27001953125,49.00600051879883,13.298999786376951,14.135000228881836,1447.5849609375
29,1024,0.0002,64,CONTROL,,184642,,,0.6919116146764765,,,,,,,,,,,,,,,,,,,,,,
30,1024,0.0002,64,GMC,1123136.0,483970,0.21054068,0.6373069121547823,0.6880508579681618,570.9429931640625,55347.97265625,124.26699829101562,5095.2998046875,111.3010025024414,1.4479999542236328,0.7829999923706055,1104.43505859375,836.0910034179688,2.486999988555908,161.00399780273438,2.749000072479248,374.2990112304688,28.761999130249023,3.20199990272522,3.032999992370605,776.656982421875,3174.02099609375,9.8149995803833,11.137999534606934,5.098999977111816,728.4509887695312
