,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,x2,x1,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
0,1024,0.0001,32,CLIP,22465.0,44066,0.2618015,0.6587362078977932,0.7174252322880371,0.4747869318181818,6.338535308837891,527.2138061523438,28.49342155456543,1.7598683834075928,4.723684310913086,19.5,0.3848684132099151,0.9309210777282716,0.018111228942871,0.1212299093604087,0.0185370966792106,0.005831757094711,0.064982958137989,0.0051151686348021,23.00849151611328,24.290864944458008,16.439668655395508,17.083154678344727,29.97386360168457,27.324316024780277
1,1024,0.0001,32,CONTROL,,44066,,,0.7172619047619048,,,,,,,,,,,,,,,,,,,,,
2,1024,0.0001,32,GMC,1036064.0,377858,0.3776032,0.6856126596980255,0.7202199477351916,0.4971590909090909,2.4997918605804443,259.4177551269531,1.480263113975525,1.345394730567932,1.282894730567932,1.4144736528396606,1.4736841917037964,1.5263158082962036,0.0097255688160657,0.0062713236548006,0.0061106067150831,0.0055888891220092,0.0053320354782044,0.0024992495309561,9.244338035583496,8.183723449707031,8.23657512664795,10.533223152160645,10.897411346435549,13.897544860839844
3,1024,0.0001,32,ICEH,372769.0,394370,0.3833435,0.6834894018583043,0.719566637630662,0.5,3.404067277908325,356.4835510253906,7.3585524559021,6.055921077728272,1.6217105388641355,0.7927631735801697,3.1809210777282715,2.46052622795105,0.0056023159995675,0.0011766449315473,0.0009174884180538,0.0010317530250176,0.0014645394403487,0.0012660017237067,15.357251167297363,11.67084503173828,6.739521026611328,13.524825096130373,12.862568855285645,17.207162857055664
4,1024,0.0001,32,MCN,25728.0,44066,0.37191224,0.659244337979094,0.7165360046457607,0.5678267045454546,5.05109453201294,721.430908203125,2.894736766815185,2.0789473056793213,1.111842155456543,1.7335525751113892,1.2730263471603394,0.7796052694320679,0.2186946868896484,0.1823465824127197,0.1718509346246719,0.165236696600914,0.1295506954193115,0.0638407245278358,28.169099807739254,26.773418426513672,20.65474319458008,29.553550720214844,28.66462516784668,26.67816734313965
5,1024,0.0001,32,SCARF,45056.0,44066,0.3780784,0.6947227061556329,0.7150660569105691,,,,,,,,,,,,,,,,,,,,,
6,1024,0.0001,32,SUBTAB,31744.0,44066,0.27652994,0.6577743902439024,0.7178789198606272,,,,,,,,,,,,,,,,,,,,,
7,1024,0.0001,64,CLIP,85889.0,172098,0.31534934,0.6583188153310104,0.7211817653890824,0.5564630681818181,3.9183578491210938,638.9671020507812,2.1940789222717285,1.404605269432068,9.460526466369627,0.6973684430122375,0.625,0.6348684430122375,0.0045146732591092,0.0020518430974334,0.0017197020351886,0.0013657223898917,0.0015214801533147,0.0024412556085735,18.05262756347656,22.561487197875977,13.74351406097412,29.759727478027344,25.543575286865234,19.15828514099121
8,1024,0.0001,64,CONTROL,,172098,,,0.7247749709639953,,,,,,,,,,,,,,,,,,,,,
9,1024,0.0001,64,GMC,1040192.0,446594,0.37435398,0.6863930023228804,0.7203106852497096,0.5,3.0596485137939453,204.10855102539065,1.5164474248886108,1.3157894611358645,1.2730263471603394,1.4013158082962036,1.4769736528396606,1.5592105388641355,0.0103439893573522,0.0069278040900826,0.0062700919806957,0.0061119301244616,0.0055527347140014,0.0024369023740291,9.55259895324707,7.747396469116211,7.917957305908203,10.148130416870115,11.350915908813477,14.09731101989746
