,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,month_sold
48,1024,0.0003,32,SUBTAB,20768.0,27937,0.42963347,0.052349348,91.37809,,,,,,,,,,,,,
49,1024,0.0003,64,CLIP,55745.0,109121,0.3467906,0.05305698,25.527983,0.0888849273324012,0.0274469461292028,1391412864.0,2585736.75,295389600.0,421208096.0,1254366080.0,534604704.0,5998157824.0,1841091200.0,369087520.0,1232.9512939453125,25.91891860961914
50,1024,0.0003,64,CONTROL,,109121,,,17.88072,,,,,,,,,,,,,
51,1024,0.0003,64,GMC,673856.0,296129,0.66438264,0.12259123,7.6215787,0.0540363527834415,0.0307574868202209,316650688.0,7400114.0,275707264.0,154351488.0,1152925568.0,377819872.0,2327096064.0,1566832000.0,168455600.0,474.7648620605469,12.497297286987305
52,1024,0.0003,64,ICEH,259265.0,312641,0.26632026,0.044218067,2.3118253,0.0668373107910156,0.0515364222228527,102468416.0,6530943.5,1130291200.0,326477408.0,1254366080.0,1055427776.0,5709612032.0,2415991552.0,162400880.0,784.4918823242188,17.972972869873047
53,1024,0.0003,64,MCN,62272.0,109121,0.36282372,0.04733167,144.73819,0.0911904498934745,0.0501037091016769,102468416.0,2259774.5,276729184.0,107806344.0,1340374016.0,296772736.0,5128141824.0,1678829568.0,97228168.0,1157.76220703125,31.63243293762207
54,1024,0.0003,64,SCARF,113216.0,109121,0.38448295,0.05055156,59.205097,,,,,,,,,,,,,
55,1024,0.0003,64,SUBTAB,80448.0,109121,0.34434783,0.04845432,174.4544,,,,,,,,,,,,,
56,1024,0.0003,128,CLIP,217985.0,431233,0.3409855,0.04882934,21.264565,0.0762693434953689,0.0265590827912092,1154864128.0,2575641.5,2412827648.0,422727008.0,1254366080.0,592414144.0,4538346496.0,1858421504.0,97228168.0,1531.613525390625,24.00270271301269
57,1024,0.0003,128,CONTROL,,431233,,,40.155125,,,,,,,,,,,,,
58,1024,0.0003,128,GMC,682112.0,464257,0.68938494,0.1219089,17.87018,0.0563210360705852,0.0305352695286273,356451712.0,7777943.5,275707264.0,77522344.0,1088515200.0,405152064.0,2545125376.0,990911744.0,138655312.0,474.5729675292969,12.032432556152344
59,1024,0.0003,128,ICEH,267521.0,480769,0.32234955,0.042896524,0.81872857,0.0463280640542507,0.0424898453056812,117227984.0,5077749.5,1011142976.0,286271072.0,1254366080.0,986620416.0,6070363136.0,3218591232.0,306406560.0,999.1405639648438,32.297298431396484
60,1024,0.0003,128,MCN,231040.0,431233,0.34895957,0.047876704,88.14828,0.0907220765948295,0.0376263000071048,102468416.0,5312643.0,276729184.0,170365408.0,1420548096.0,418688256.0,5433747968.0,1858421504.0,151323008.0,880.037841796875,19.5
61,1024,0.0003,128,SCARF,447616.0,431233,0.3926679,0.06478065,101.71137,,,,,,,,,,,,,
62,1024,0.0003,128,SUBTAB,316544.0,431233,0.34126744,0.050022393,55.842983,,,,,,,,,,,,,
63,1024,0.0005,32,CLIP,14561.0,27937,0.35720566,0.05308501,22.535795,0.0906562209129333,0.0497926883399486,958168128.0,2585736.75,378727936.0,424628960.0,1254366080.0,511244416.0,4490908672.0,2703500800.0,369087520.0,1207.2081298828125,30.81621551513672
64,1024,0.0005,32,CONTROL,,27937,,,33.44444,,,,,,,,,,,,,
65,1024,0.0005,32,GMC,669728.0,252001,0.493604,0.12509295,2.3031788,0.0583421029150486,0.0212973318994045,300352064.0,5344913.5,275707264.0,115169136.0,990569536.0,478227648.0,2527555840.0,996531712.0,119849888.0,419.9351501464844,11.58108139038086
66,1024,0.0005,32,ICEH,255137.0,268513,0.34583974,0.04925545,0.11192197,0.0485256388783454,0.053202711045742,102468416.0,9185384.0,1645114752.0,108278368.0,1267787520.0,1209305216.0,6157337600.0,2718631680.0,301781856.0,623.2540283203125,16.743244171142578
67,1024,0.0005,32,MCN,17824.0,27937,0.33935922,0.051864404,16.748035,0.0907220765948295,0.0364550612866878,102468416.0,13511093.0,276729184.0,107806344.0,1453924352.0,296733632.0,3701746688.0,2740812800.0,97228168.0,956.5162353515624,31.375675201416016
68,1024,0.0005,32,SCARF,28960.0,27937,0.30367684,0.058041923,62.218235,,,,,,,,,,,,,
69,1024,0.0005,32,SUBTAB,20768.0,27937,0.34588003,0.046030797,11.439437,,,,,,,,,,,,,
70,1024,0.0005,64,CLIP,55745.0,109121,0.34281158,0.04888104,25.05749,0.0691073834896087,0.0272572953253984,1145512576.0,2597244.25,2470678784.0,424628960.0,1267207296.0,603874560.0,5536736256.0,1567362304.0,369087520.0,1207.7027587890625,32.345947265625
71,1024,0.0005,64,CONTROL,,109121,,,24.352448,,,,,,,,,,,,,
72,1024,0.0005,64,GMC,673856.0,296129,0.7994572,0.15985608,0.71069527,0.0648745372891426,0.0229152217507362,266146528.0,8568739.0,275707264.0,111381368.0,814159552.0,272184032.0,2766182400.0,1116169088.0,117259880.0,420.10540771484375,12.562162399291992
73,1024,0.0005,64,ICEH,259265.0,312641,0.3420883,0.042086888,0.8037318,0.0449535064399242,0.0553323179483413,102468416.0,9206500.0,548260992.0,123982552.0,1254366080.0,684617984.0,5821304832.0,2597993472.0,266009824.0,677.4161987304688,15.705405235290527
74,1024,0.0005,64,MCN,62272.0,109121,0.34861863,0.05123619,74.690704,0.0907220765948295,0.0497926883399486,102468416.0,2259774.5,276729184.0,323147392.0,1254366080.0,296733632.0,3918728192.0,1413113856.0,97228168.0,1006.5189208984376,18.27567481994629
75,1024,0.0005,64,SCARF,113216.0,109121,0.38396096,0.052179925,177.58313,,,,,,,,,,,,,
76,1024,0.0005,64,SUBTAB,80448.0,109121,0.36084956,0.047351122,6.5220323,,,,,,,,,,,,,
77,1024,0.0005,128,CLIP,217985.0,431233,0.3669558,0.049204674,8.727343,0.0666500478982925,0.0272518619894981,981375232.0,2583916.75,1688649472.0,415582432.0,1254366080.0,551681600.0,4538346496.0,1858421504.0,413923968.0,1232.456787109375,24.613513946533203
78,1024,0.0005,128,CONTROL,,431233,,,28.049364,,,,,,,,,,,,,
79,1024,0.0005,128,GMC,682112.0,464257,0.80077374,0.15998612,0.67405826,0.0807965248823165,0.0213907118886709,135554336.0,8570399.0,275707264.0,123655592.0,1012461248.0,386431328.0,2692315904.0,1422369280.0,121380864.0,444.6783752441406,12.143242835998535
80,1024,0.0005,128,ICEH,267521.0,480769,0.70452505,0.045215555,2.5240839,0.0403591506183147,0.0472225919365882,102468416.0,5528016.5,776123264.0,154113904.0,1557898624.0,780796352.0,6282455040.0,2801582592.0,158977376.0,958.46484375,18.675676345825195
81,1024,0.0005,128,MCN,231040.0,431233,0.34073672,0.047005717,1.332428,0.0753610581159591,0.0250223781913518,120460888.0,2259774.5,276729184.0,111851576.0,1388413568.0,306039744.0,6459297792.0,1858421504.0,97228168.0,569.1405639648438,12.367568016052246
82,1024,0.0005,128,SCARF,447616.0,431233,0.47849956,0.064544834,20.508564,,,,,,,,,,,,,
83,1024,0.0005,128,SUBTAB,316544.0,431233,0.3512139,0.04851727,1.5724254,,,,,,,,,,,,,
84,1024,0.0007,32,CLIP,14561.0,27937,0.39001307,0.053394508,10.845525,0.069111630320549,0.0497926883399486,1033263424.0,2599178.5,1978192128.0,424628960.0,1306799488.0,535328352.0,2764444672.0,1653609344.0,369087520.0,1231.0135498046875,26.16216278076172
85,1024,0.0007,32,CONTROL,,27937,,,11.969966,,,,,,,,,,,,,
86,1024,0.0007,32,GMC,669728.0,252001,0.79125243,0.14521067,0.31480768,0.0489335246384143,0.0234463699162006,714385152.0,7076759.0,275707264.0,164746576.0,852288960.0,345359936.0,2387994624.0,1059098624.0,201221936.0,512.8621826171875,12.23243236541748
87,1024,0.0007,32,ICEH,255137.0,268513,0.38933432,0.047431387,0.15244906,0.0466086454689502,0.0583866648375988,102468416.0,7318440.0,1031149376.0,122370360.0,1425344000.0,723621056.0,6017403392.0,2372759552.0,251016160.0,549.2405395507812,20.25135040283203
88,1024,0.0007,32,MCN,17824.0,27937,0.36904106,0.047742266,10.642531,0.0907220765948295,0.0497926883399486,102468416.0,2259774.5,275707264.0,107806344.0,1260998400.0,1446149248.0,3963745792.0,1858421504.0,97228168.0,1181.3297119140625,32.63783645629883
89,1024,0.0007,32,SCARF,28960.0,27937,0.30470505,0.06292765,101.192635,,,,,,,,,,,,,
90,1024,0.0007,32,SUBTAB,20768.0,27937,0.357979,0.043308202,4.235107,,,,,,,,,,,,,
91,1024,0.0007,64,CLIP,55745.0,109121,0.34005386,0.053112485,13.794214,0.0674156472086906,0.0273973308503627,1155207552.0,2596500.5,297064512.0,416448512.0,1422051072.0,520163424.0,4538346496.0,1845845504.0,369087520.0,1196.8946533203125,32.797298431396484
92,1024,0.0007,64,CONTROL,,109121,,,314.8553,,,,,,,,,,,,,
93,1024,0.0007,64,GMC,673856.0,296129,0.7948408,0.1558817,0.59339094,0.0597350411117076,0.0159685239195823,320684896.0,6021963.5,275707264.0,96474416.0,951069056.0,393513568.0,2529697792.0,1302913792.0,107850536.0,579.9865112304688,12.76756763458252
94,1024,0.0007,64,ICEH,259265.0,312641,0.81653917,0.04900497,0.8283581,0.0593055412173271,0.0557675026357173,113880400.0,6753360.5,1063441152.0,221903696.0,1455114624.0,435201024.0,6024553984.0,2325816576.0,238509552.0,443.2486572265625,21.991891860961918
95,1024,0.0007,64,MCN,62272.0,109121,0.36231008,0.046599563,3.8929014,0.1036019399762153,0.0492470599710941,102468416.0,5412430.5,275716288.0,236015424.0,1710808832.0,538273728.0,4574784000.0,1497550336.0,97228168.0,959.2243041992188,13.45405387878418
96,1024,0.0007,64,SCARF,113216.0,109121,0.40379915,0.06152001,13.343137,,,,,,,,,,,,,
97,1024,0.0007,64,SUBTAB,80448.0,109121,0.3744166,0.04687466,1.5531561,,,,,,,,,,,,,
98,1024,0.0007,128,CLIP,217985.0,431233,0.34272724,0.051342443,4.4238405,0.0674110651016235,0.0497926883399486,102468416.0,2550301.5,2462530560.0,424487968.0,1857480832.0,553990784.0,4111186944.0,3128271360.0,349617152.0,1481.224365234375,36.0
99,1024,0.0007,128,CONTROL,,431233,,,7.200413,,,,,,,,,,,,,
100,1024,0.0007,128,GMC,682112.0,464257,0.8109707,0.17681895,1.3660936,0.048225712031126,0.0152228586375713,199360512.0,5080145.5,274214752.0,107710872.0,728579584.0,389851520.0,1678162688.0,1045963392.0,97696376.0,526.6513671875,12.85945987701416
101,1024,0.0007,128,ICEH,267521.0,480769,0.41180605,0.0462936,0.7961037,0.0424183793365955,0.0490257889032363,106967904.0,6575093.5,1993584896.0,174265776.0,1264183808.0,1012388288.0,4866639360.0,3312473600.0,276559456.0,370.66217041015625,22.305404663085938
102,1024,0.0007,128,MCN,231040.0,431233,0.32411465,0.044105165,1.2931666,0.1276453733444214,0.0468353889882564,102468416.0,6063496.5,276588448.0,423093376.0,1254366080.0,318493440.0,4313741824.0,1858421504.0,97228168.0,518.38916015625,22.36216163635254
103,1024,0.0007,128,SCARF,447616.0,431233,0.34789687,0.05070756,21.589663,,,,,,,,,,,,,
104,1024,0.0007,128,SUBTAB,316544.0,431233,0.36441377,0.047658343,0.14265269,,,,,,,,,,,,,
105,1024,0.001,32,CLIP,14561.0,27937,0.35323676,0.046727557,3.1803417,0.0907220765948295,0.0274430811405181,1067101440.0,2583916.75,276455424.0,416005920.0,1876478848.0,544860928.0,4538346496.0,1959952896.0,369087520.0,1240.4027099609375,29.31891822814941
106,1024,0.001,32,CONTROL,,27937,,,3.4121802,,,,,,,,,,,,,
107,1024,0.001,32,GMC,669728.0,252001,0.79910886,0.17492534,2.0027096,0.0405788719654083,0.0139105189591646,249749568.0,6323708.0,275707264.0,96290808.0,795842688.0,508404480.0,1715529344.0,997255232.0,88123216.0,396.5486450195313,12.81351375579834
108,1024,0.001,32,ICEH,255137.0,268513,0.8262786,0.053433757,1.0462471,0.0456061474978923,0.0428368933498859,116039280.0,4642634.0,656043200.0,100067848.0,1315501184.0,699358272.0,3870291968.0,2171005440.0,112184416.0,355.6675720214844,23.381080627441406
109,1024,0.001,32,MCN,17824.0,27937,0.37959078,0.049119312,4.3309073,0.0768484473228454,0.0497926883399486,102468416.0,2259774.5,276729184.0,107806344.0,1254366080.0,1436475392.0,3896269568.0,1858421504.0,97228168.0,797.6054077148438,32.10270309448242
110,1024,0.001,32,SCARF,28960.0,27937,0.30829802,0.057463553,16.298248,,,,,,,,,,,,,
111,1024,0.001,32,SUBTAB,20768.0,27937,0.34936774,0.05556363,0.72771496,,,,,,,,,,,,,
112,1024,0.001,64,CLIP,55745.0,109121,0.35975322,0.04814832,8.425767,0.0681210681796073,0.0490181483328342,995208256.0,2596500.5,1862085888.0,419128672.0,1824842880.0,627076096.0,4538346496.0,3119860480.0,369087520.0,1198.275634765625,35.02702713012695
113,1024,0.001,64,CONTROL,,109121,,,2.9884808,,,,,,,,,,,,,
114,1024,0.001,64,GMC,673856.0,296129,0.8011853,0.18862373,0.24924722,0.051129262894392,0.0212284885346889,412213024.0,5604963.5,275707264.0,261880656.0,866529920.0,361372064.0,1923856000.0,1264801408.0,121064568.0,460.5918884277344,12.597297668457031
115,1024,0.001,64,ICEH,259265.0,312641,0.781381,0.051444467,0.22387008,0.039852038025856,0.0466923490166664,208410496.0,10977539.0,1772745984.0,238286688.0,1633212416.0,292726816.0,5803279872.0,2586992384.0,331744640.0,568.6351318359375,20.50540542602539
116,1024,0.001,64,MCN,62272.0,109121,0.3400331,0.04974212,0.28543326,0.0879166647791862,0.0497926883399486,102468416.0,2259774.5,275789568.0,409057920.0,1254366080.0,296728384.0,4637763072.0,2490967040.0,139643888.0,1007.5621337890624,14.90810775756836
117,1024,0.001,64,SCARF,113216.0,109121,0.43202838,0.05956716,5.346626,,,,,,,,,,,,,
118,1024,0.001,64,SUBTAB,80448.0,109121,0.3608263,0.047037646,1.562231,,,,,,,,,,,,,
119,1024,0.001,128,CLIP,217985.0,431233,0.33946362,0.053429306,3.442656,0.0665977969765663,0.025263387709856,1342936064.0,2596500.5,2083633920.0,416448512.0,1254366080.0,548404224.0,4538346496.0,1628273280.0,368099904.0,1484.037841796875,36.42162322998047
120,1024,0.001,128,CONTROL,,431233,,,16.784685,,,,,,,,,,,,,
121,1024,0.001,128,GMC,682112.0,464257,0.81394225,0.21900213,0.15379155,0.0603467896580696,0.0129901180043816,110496640.0,3642258.0,275707264.0,86046880.0,732350976.0,333673632.0,2503825920.0,915174656.0,79770432.0,488.60540771484375,14.34864902496338
122,1024,0.001,128,ICEH,267521.0,480769,0.74903184,0.049634684,21.997435,0.0540221482515335,0.0526547767221927,102468416.0,5615868.5,651109888.0,209605376.0,1526775936.0,600854656.0,4982840320.0,2932751360.0,201706032.0,329.95947265625,20.07027053833008
123,1024,0.001,128,MCN,231040.0,431233,0.3475338,0.038534056,7.949101,0.0907220765948295,0.0497926883399486,102468416.0,8445018.0,275707264.0,107806344.0,1254366080.0,295276768.0,5967281152.0,1858421504.0,97228168.0,1217.502685546875,38.621620178222656
124,1024,0.001,128,SCARF,447616.0,431233,0.4036671,0.049432337,161.56447,,,,,,,,,,,,,
125,1024,0.001,128,SUBTAB,316544.0,431233,0.350307,0.04715453,0.9037098,,,,,,,,,,,,,
126,1024,0.002,32,CLIP,14561.0,27937,0.3637595,0.054181192,3.3339746,0.0762693434953689,0.0272714514285326,1155207552.0,10734578.0,2254172672.0,421302656.0,1289218560.0,656488128.0,3813188096.0,1639493504.0,369087520.0,2700.689208984375,36.85405349731445
127,1024,0.002,32,CONTROL,,27937,,,2.719893,,,,,,,,,,,,,
128,1024,0.002,32,GMC,669728.0,252001,0.81535506,0.21243222,0.5872659,0.0417047701776027,0.0124699668958783,256493488.0,4071322.75,275707264.0,130997112.0,767969472.0,328142880.0,2301820672.0,1181099008.0,95415144.0,529.1864624023438,14.972972869873049
129,1024,0.002,32,ICEH,255137.0,268513,0.76412416,0.05429224,15.333942,0.0537028945982456,0.0413293726742267,102468416.0,10087872.0,1349171200.0,220238960.0,1566928512.0,495079840.0,3688803840.0,2115023104.0,240623040.0,741.3324584960938,31.808107376098636
130,1024,0.002,32,MCN,17824.0,27937,0.34536958,0.03877128,140.48047,0.0765040144324302,0.0497926883399486,616965440.0,7517520.5,275707264.0,117605472.0,1704756224.0,306476704.0,7206268416.0,1858421504.0,98884968.0,790.845947265625,25.07027053833008
131,1024,0.002,32,SCARF,28960.0,27937,0.4248801,0.05702654,1.2937243,,,,,,,,,,,,,
132,1024,0.002,32,SUBTAB,20768.0,27937,0.3846426,0.04682213,0.22987762,,,,,,,,,,,,,
133,1024,0.002,64,CLIP,55745.0,109121,0.34428626,0.05364574,16.16017,0.0655529126524925,0.0497926883399486,1107857152.0,2583916.75,291719680.0,424618912.0,1246655872.0,663721088.0,4401180672.0,1388985088.0,354739072.0,1208.2459716796875,35.84324264526367
134,1024,0.002,64,CONTROL,,109121,,,0.09113298,,,,,,,,,,,,,
135,1024,0.002,64,GMC,673856.0,296129,0.81442326,0.2199064,0.36217934,0.0586174167692661,0.0111639387905597,226781440.0,4312859.0,275707264.0,82731160.0,631756352.0,362852544.0,2053681024.0,899658816.0,115876760.0,628.0486450195312,13.659459114074709
136,1024,0.002,64,ICEH,259265.0,312641,0.5341953,0.059501767,11.678757,0.0495634116232395,0.0385158583521842,102468416.0,7149594.5,394870528.0,233943152.0,1512614784.0,729226944.0,3976502016.0,1978602368.0,221753408.0,455.12701416015625,28.71891975402832
137,1024,0.002,64,MCN,62272.0,109121,0.2978769,0.038016144,76.37635,0.0753605440258979,0.0497926883399486,103597008.0,2259774.5,275716288.0,336738112.0,1355838336.0,1306187264.0,4538346496.0,1675768576.0,280117792.0,1273.845947265625,31.38918876647949
138,1024,0.002,64,SCARF,113216.0,109121,0.36508125,0.038328383,1.0531179,,,,,,,,,,,,,
139,1024,0.002,64,SUBTAB,80448.0,109121,0.36242956,0.045360416,33.099247,,,,,,,,,,,,,
140,1024,0.002,128,CLIP,217985.0,431233,0.33894667,0.05373447,6.883677,0.0906518399715423,0.047155525535345,102468416.0,3487436.0,1861174272.0,383698752.0,1681571968.0,725014272.0,4032759552.0,3321105152.0,392132256.0,1223.7135009765625,26.554054260253903
141,1024,0.002,128,CONTROL,,431233,,,4.625383,,,,,,,,,,,,,
142,1024,0.002,128,GMC,682112.0,464257,0.81337106,0.21613948,0.8918915,0.0699521452188491,0.0142992073670029,61646372.0,2898537.0,275707264.0,114474568.0,1016577664.0,348178944.0,2208201216.0,937860352.0,94952920.0,404.2162170410156,19.313512802124023
143,1024,0.002,128,ICEH,267521.0,480769,0.5574591,0.056963105,4.5398946,0.0425282977521419,0.0319034121930599,102468416.0,3608567.75,288816512.0,178700976.0,1246829952.0,668146048.0,2972097280.0,1301445760.0,158539968.0,534.1810913085938,26.8270263671875
144,1024,0.002,128,MCN,231040.0,431233,0.30840072,0.041553926,158.34724,0.0764993280172348,0.0376877076923847,106164200.0,5637512.5,294650912.0,107806344.0,1386408576.0,812730432.0,4108433152.0,2750128384.0,97228168.0,3806.405517578125,39.36216354370117
145,1024,0.002,128,SCARF,447616.0,431233,0.4015178,0.054569952,1.011507,,,,,,,,,,,,,
146,1024,0.002,128,SUBTAB,316544.0,431233,0.36590675,0.047123607,30.158533,,,,,,,,,,,,,
147,1024,0.003,32,CLIP,14561.0,27937,0.34847218,0.056189757,5.211524,0.0888993144035339,0.049652099609375,1135375104.0,2650060.5,2185035008.0,419014944.0,1290472192.0,559313728.0,3842761728.0,1668367104.0,369087520.0,1207.456787109375,24.14054107666016
148,1024,0.003,32,CONTROL,,27937,,,0.22629368,,,,,,,,,,,,,
149,1024,0.003,32,GMC,669728.0,252001,0.8125254,0.20672701,0.1842399,0.0622883513569831,0.0122420247644186,204556240.0,4866785.0,275707264.0,149230528.0,838226176.0,324874784.0,2261164544.0,1433751296.0,97828352.0,494.3540649414063,20.986486434936523
150,1024,0.003,32,ICEH,255137.0,268513,0.49619064,0.05559726,40.814774,0.0524354316294193,0.0441555120050907,102468416.0,9679803.0,1212655616.0,323453536.0,1825481216.0,840644288.0,3694587392.0,2281715968.0,290569056.0,698.7594604492188,29.186487197875977
151,1024,0.003,32,MCN,17824.0,27937,0.34604472,0.05143671,0.10139447,0.0907220765948295,0.0497926883399486,102468416.0,10431471.0,1343774464.0,393058624.0,1648469120.0,296733632.0,5191812096.0,1871029376.0,97228168.0,776.0,17.54054069519043
152,1024,0.003,32,SCARF,28960.0,27937,0.33929235,0.070179924,157.01341,,,,,,,,,,,,,
153,1024,0.003,32,SUBTAB,20768.0,27937,0.33454722,0.05090178,0.12188957,,,,,,,,,,,,,
154,1024,0.003,64,CLIP,55745.0,109121,0.3439474,0.05529911,13.820385,0.0870744436979293,0.0493095926940441,1048950080.0,2581082.0,276168736.0,414958624.0,1104842496.0,688880320.0,3326462720.0,1565933184.0,365171616.0,1719.3837890625,35.07567596435547
155,1024,0.003,64,CONTROL,,109121,,,158.34355,,,,,,,,,,,,,
