,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54
37,1024,0.0003,32,ICEH,942625.0,998018,0.23079523,0.7207481565130106,0.7853528443749518,0.2206526398658752,0.3988687396049499,0.0173599235713481,0.1514095515012741,0.1315609514713287,0.2005431801080703,0.0215980317443609,0.0032290380913764,0.2727120220661163,38.08121871948242,33.01451110839844,89.97480773925781,100.31725311279295,15.260096549987791,203.87353515625,5.210556507110596,12.763016700744627,5.705093383789063,6.040493488311768,5.760962009429932,23.127626419067383,10.750580787658691,98.13642120361328,7.656360149383545,7.219692707061768,19.444902420043945,17.292871475219727,1880.21533203125,0.2299439460039138,308.6888122558594,1389.35791015625,0.3724515736103058,466.4037170410156,0.1529023349285125,445.7731628417969,21.77462577819824,15675.63671875,0.2010585814714431,14629.0263671875,1216.1728515625,823.2507934570312,1400.1982421875,134.42221069335938,17556.533203125,1565.881103515625,0.0979555249214172,0.1229762285947799,0.0123009411618113,17140.259765625,1098.8841552734375,1593.9644775390625,140.59567260742188,0.2569324076175689,0.3162747025489807
38,1024,0.0003,32,SCARF,116864.0,115874,0.3287622,0.6368656377885877,0.7551305159833217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1024,0.0003,32,SUBTAB,84096.0,115874,0.2578501,0.639293901050112,0.7410619836306076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1024,0.0003,64,CONTROL,,452930,,,0.7573804628986178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1024,0.0003,64,GMC,2720576.0,1151618,0.71757483,0.6875785412323372,0.7808388348390085,0.0273701269179582,0.0897462144494056,0.040136519819498,0.0633342638611793,0.0948770120739936,0.0921287983655929,0.034042801707983,0.0011555288219824,0.027100445702672,1311.56591796875,1285.5916748046875,1555.5894775390625,169.7491912841797,157.58526611328125,194.66287231445312,5.196080684661865,6.689945220947266,8.470556259155273,91.89749145507812,35.66683578491211,101.40062713623048,15.576698303222656,9.915332794189451,10.964183807373049,6.919357776641846,4.531826496124268,4.386350154876709,1569.6463623046875,0.2169824689626693,48.1934928894043,356.20440673828125,0.0593581013381481,41.42926025390625,0.0597208812832832,47.88117980957031,10.23870849609375,7287.7216796875,0.0858376696705818,5497.09716796875,369.1112060546875,5.476536273956299,337.9954833984375,36.90038299560547,9517.5947265625,354.33123779296875,0.0485412813723087,0.033934611827135,0.0104814358055591,10366.6865234375,15.006768226623535,424.6747131347656,43.356842041015625,0.0333697348833084,0.2401303350925445
42,1024,0.0003,64,ICEH,946753.0,1168130,0.20503573,0.7315155441664736,0.7909042979306617,0.2206156849861145,0.0143039664253592,0.0483583435416221,0.1614306420087814,0.1409288793802261,0.1444205045700073,0.0348937846720218,0.0339383259415626,0.1761185079813003,79.43458557128906,74.22686004638672,90.82349395751952,41.45071792602539,40.42320251464844,51.45842742919922,21.81478309631348,29.570091247558597,48.199363708496094,4.845654487609863,17.82213020324707,17.345399856567383,7.825700283050537,202.2259979248047,9.573229789733888,6.860400676727295,30.032529830932617,13.993332862854004,1424.888427734375,0.1930929869413375,81.66869354248047,1292.3282470703125,0.140842780470848,133.60922241210938,0.1466298699378967,78.39613342285156,27.292375564575195,16321.244140625,0.4210038483142853,16732.416015625,1185.99462890625,6.168509006500244,1559.405517578125,135.37364196777344,17547.29296875,1553.0386962890625,0.0636691227555275,0.1331707686185836,0.0450419560074806,17190.201171875,14.516488075256348,1364.135986328125,145.56871032714844,0.0560199134051799,0.1507800817489624
43,1024,0.0003,64,SCARF,456960.0,452930,0.3046238,0.6983485831209946,0.7589562340745888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1024,0.0003,64,SUBTAB,325888.0,452930,0.24179105,0.6722964201606054,0.7622616014207397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1024,0.0005,16,CONTROL,,30290,,,0.7358595620029342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1024,0.0005,16,GMC,2714384.0,937922,0.72764593,0.6973046241602965,0.7725011582117212,0.029608866199851,0.0904016867280006,0.0369696319103241,0.0567567385733127,0.0870708152651786,0.079844169318676,0.0336168110370636,0.0009294831543229,0.0323488749563694,1239.375,1296.421142578125,1614.059814453125,211.3939971923828,211.13626098632807,213.7613220214844,4.970842361450195,6.319126129150391,7.78610372543335,93.91333770751952,34.318756103515625,102.64032745361328,19.98357963562012,9.487732887268066,10.78438663482666,6.543365955352783,4.488544464111328,4.49837589263916,1811.03173828125,0.2185790389776229,48.38999176025391,347.03924560546875,0.0559001192450523,43.68717575073242,0.0719540417194366,49.242095947265625,9.541179656982422,5566.986328125,0.0688436403870582,9516.0341796875,429.51458740234375,5.552126884460449,337.794189453125,34.70893478393555,6924.92626953125,352.53619384765625,0.0575513988733291,0.0452729947865009,0.0016682959394529,8406.283203125,15.743243217468262,426.4146728515625,42.1682243347168,0.0388786308467388,0.2322507053613662
47,1024,0.0005,16,ICEH,940561.0,954434,0.21782824,0.7098063132190564,0.7801416155123158,0.0170991029590368,0.0931829884648323,0.045192752033472,0.1689948886632919,0.1975041031837463,0.1700992137193679,0.0615313909947872,0.0012195580638945,0.1580779254436493,324.2535705566406,32.344581604003906,90.68695831298828,36.259185791015625,21.433202743530277,156.50112915039062,14.715678215026855,16.808961868286133,11.090977668762209,7.966189861297607,11.297479629516602,8.859397888183594,16.7005558013916,551.1146850585938,63.29072952270508,10.930166244506836,4.261598587036133,21.578346252441406,2994.302001953125,0.3346470892429352,177.5002899169922,1340.6800537109375,0.665809154510498,129.30477905273438,0.1425716429948806,42.25279998779297,69.98397064208984,16277.025390625,0.4050455093383789,16755.107421875,1440.2484130859375,45.08782196044922,1443.8021240234375,106.86385345458984,17547.29296875,1572.628173828125,0.0957219675183296,0.1111703217029571,0.04539730027318,17232.822265625,44.18157196044922,1550.958984375,103.4605712890625,0.1034539341926574,0.2058144509792328
48,1024,0.0005,16,SCARF,30528.0,30290,0.31892893,0.6199860290711141,0.7452303393560342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1024,0.0005,16,SUBTAB,22336.0,30290,0.29753593,0.6179396137363911,0.745221652768126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1024,0.0005,32,CONTROL,,115874,,,0.7454142054667593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
