,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,day,date,period,nswprice,nswdemand,vicprice,vicdemand,transfer
101,1024,0.0007,128,ICEH,167809.0,299266,0.9847917,0.8236804910278935,0.8306020042010044,0.2416009171427127,0.0983717590570449,0.1535312831401825,0.0006999390316195,0.004463876131922,1.426331323273189e-06,0.0024395145010203,0.0123250633478164
102,1024,0.0007,128,MCN,131328.0,249730,0.4186693,0.8064458231385263,0.8089675078143281,0.2010241621731488,0.0814509615302085,0.1892923563718795,0.0085364356637001,0.0159211214631795,1.5068779248395003e-05,0.0077507533133029,0.0265518259257078
103,1024,0.0007,128,SCARF,265984.0,249730,0.5242481,0.7724314834576999,0.8020670943413579,,,,,,,,
104,1024,0.0007,128,SUBTAB,184064.0,249730,0.65862554,0.81039822978926,0.7906305158470921,,,,,,,,
105,1024,0.001,32,CLIP,8065.0,16354,0.8108083,0.804640446231607,0.7695076871888301,0.2334379246238834,0.0919182151556015,0.1694356799125671,0.0021540052257478,0.0077380454167723,1.5087812244019003e-06,0.0034381402656435,0.0161495450884103
106,1024,0.001,32,CONTROL,,16354,,,0.7713599974031138,,,,,,,,
107,1024,0.001,32,GMC,388384.0,147202,0.2353405,0.802283095758825,0.799141134000679,0.1958861236136086,0.0776241645216941,0.1266847252845764,0.0007156642386689,0.0137048345059156,2.253415459563257e-06,0.0070914151147007,0.0145665323361754
108,1024,0.001,32,ICEH,155425.0,163714,0.9832887,0.8332984376754082,0.8125118516745182,0.2708303361272683,0.0644557699561119,0.1532208770513534,0.0003791231138166,0.0038215364329516,4.235415929088049e-07,0.002688750391826,0.0127335134893655
109,1024,0.001,32,MCN,11328.0,16354,0.42894524,0.7817518702314339,0.7823875663254196,0.2200172612349538,0.1207672134041786,0.1461067944765091,0.0049532977864146,0.0660171583294868,0.000128895175294,0.042484063655138,0.0553739890456199
110,1024,0.001,32,SCARF,17344.0,16354,0.47060516,0.7707318755604609,0.7787415110901919,,,,,,,,
111,1024,0.001,32,SUBTAB,12224.0,16354,0.722123,0.7701087581338668,0.7892284678236337,,,,,,,,
112,1024,0.001,64,CLIP,30465.0,63426,0.7839496,0.7984276665760461,0.8119951795300447,0.2269325269151663,0.0931830555200576,0.1388672292232513,0.0004466477839741,0.0082267597317695,6.814699418100645e-07,0.0032878452911973,0.0120861753821372
113,1024,0.001,64,CONTROL,,63426,,,0.7916387028012557,,,,,,,,
114,1024,0.001,64,GMC,392512.0,176002,0.24113214,0.7970977091947353,0.8152523781120367,0.1890338719565943,0.0730706602334976,0.1407437920570373,0.0011755364248529,0.0124723128974437,2.315995516255498e-06,0.0065278019756078,0.0132433073595166
115,1024,0.001,64,ICEH,159553.0,192514,0.35328212,0.8232954215003239,0.8141739940785585,0.2417409028723411,0.0800846070051193,0.1782620251178741,0.0007607845473103,0.0052567184902727,8.011212457859074e-07,0.0024731524754315,0.0387784019112587
116,1024,0.001,64,MCN,36992.0,63426,0.57153445,0.7708817375332557,0.7864331633184418,0.2290309971572576,0.1122725084424018,0.1448513865470886,0.0101762246340513,0.035333938896656,0.0001501149963587,0.0279237441718578,0.0440101139247417
117,1024,0.001,64,SCARF,67456.0,63426,0.44517902,0.7729616810509814,0.8067694871285066,,,,,,,,
118,1024,0.001,64,SUBTAB,46976.0,63426,0.70299935,0.7924960810012078,0.7986745060167959,,,,,,,,
119,1024,0.001,128,CLIP,118273.0,249730,0.7019941,0.8119010424063396,0.8140817505176865,0.2218620336135124,0.0821552202105522,0.1263049840927124,0.0009653972811065,0.0069578210823237,9.044952093972825e-07,0.0033798825461417,0.0123104909434914
120,1024,0.001,128,CONTROL,,249730,,,0.8036889309079498,,,,,,,,
121,1024,0.001,128,GMC,400768.0,282754,0.26539117,0.7856274523329371,0.8155606230903757,0.2039436914266549,0.0825079604983329,0.1329192072153091,0.0008006324060261,0.0146185318008065,3.025908199560945e-06,0.0069061517715454,0.0131290964782238
122,1024,0.001,128,ICEH,167809.0,299266,0.3584592,0.8326435354441148,0.8338938279319453,0.2787044959293763,0.0561721064150333,0.1615077406167984,0.0007708266493864,0.0041726450435817,7.701262347836746e-07,0.002400686731562,0.0089695546776056
123,1024,0.001,128,MCN,131328.0,249730,0.40832758,0.8150631570832099,0.8156988531771956,0.2351867514465397,0.0817341580986976,0.2018336057662964,0.0038180516567081,0.0160093177109956,4.847774107474834e-06,0.0075187291949987,0.024689994752407
124,1024,0.001,128,SCARF,265984.0,249730,0.41158584,0.780111774308951,0.8084489421070216,,,,,,,,
125,1024,0.001,128,SUBTAB,184064.0,249730,0.6331768,0.7966607019437422,0.8115899570837509,,,,,,,,
126,1024,0.002,32,CLIP,8065.0,16354,0.7531083,0.8123446771272488,0.809991113780133,0.2165411296728519,0.0813046097755432,0.1497902274131775,0.0021374118514358,0.0083358222618699,1.019936235024943e-06,0.0052473214454948,0.0089964605867862
127,1024,0.002,32,CONTROL,,16354,,,0.77068115512743,,,,,,,,
128,1024,0.002,32,GMC,388384.0,147202,0.22949886,0.7943965418132488,0.8214028054485918,0.2186075881634308,0.0618172027170658,0.1361656337976455,0.0008479435928165,0.0159679409116506,2.6859941044676816e-06,0.0057596443220973,0.0135342562571167
