,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,oz1,oz2,oz3,oz4,oz5,oz6,oz9,oz10,oz11,oz12,oz13,oz31,oz83,oz87,oz124,oz125,oz126,oz127,oz128,oz131,oz133,oz149,oz150,oz151,oz165,oz171,oz172,oz173,oz175,oz176,oz177,oz178,oz181,oz183,oz185,oz197,oz246,oz247,oz248,oz249,oz250,oz251
0,1024,0.0001,16,CONTROL,,23553,,,0.00087386486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1024,0.0001,16,GMC,2115344.0,733617,0.44979978,0.0008764226,0.00083648437,0.0007982735405676,0.0031247895676642,8.327607247338165e-06,0.0013288332847878,0.0104486849159002,0.005431464407593,0.0100028719753026,0.0034819897264242,0.0041057374328374,0.0063797417096793,0.0165683981031179,0.0034489461686462,0.0022497153840959,0.0016640449175611,0.0080189891159534,0.0102657796815037,0.0085489293560385,0.0061054597608745,0.0035147108137607,0.0078993253409862,0.005054370034486,0.0059537538327276,0.0051734154112637,0.0118109956383705,0.0102362213656306,0.0062637091614305,0.0132811665534973,0.0052727693691849,0.0131788095459342,0.0048655197024345,0.0061554722487926,0.0081552239134907,0.0024959857109934,0.0107642896473407,0.0042572752572596,0.0090438704937696,0.0267170332372188,0.0077077103778719,0.0472698099911212,0.0094104437157511,0.0099889244884252,0.0081146163865923
2,1024,0.0001,16,ICEH,739345.0,750129,0.47314292,0.0008151951,0.0007790651,0.0013266368769109,0.0024275945033878,1.2932719073432963e-05,0.0035934534389525,0.0667116194963455,0.201021134853363,0.2321185171604156,0.0974780842661857,0.1752531081438064,0.0027185489889234,0.0229387525469064,0.1052534207701683,0.0468780435621738,0.0438229478895664,0.0445594228804111,0.0542888157069683,0.0999875143170356,0.2117913365364074,0.0615364946424961,0.5648143887519836,0.1279538720846176,0.0023695218842476,0.0370482951402664,0.0920375734567642,0.0704049542546272,0.022436199709773,0.0324878022074699,0.4133076965808868,0.0232160594314336,0.2283830195665359,0.0988278612494468,0.4506546258926391,0.0139176324009895,0.1804851442575454,0.044603805989027,0.4084139466285705,0.0049687661230564,0.0091932481154799,0.0318003445863723,0.0157838147133588,0.0226733908057212,0.0495944619178772
3,1024,0.0001,16,SCARF,23808.0,23553,0.38145927,0.00081069506,0.0007848334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1024,0.0001,16,SUBTAB,17408.0,23553,0.22392434,0.0007630634,0.0008138559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1024,0.0001,32,CONTROL,,90113,,,0.00077257724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1024,0.0001,32,GMC,2117408.0,767969,0.36639956,0.0008138715,0.0008041293,0.0006971553666517,0.0030912293586879,8.33232479635626e-06,0.0006509831291623,0.0107086533680558,0.0052423062734305,0.0096496157348155,0.0032300713937729,0.0038920138031244,0.0057582319714128,0.0169448945671319,0.0033095008693635,0.0024227702524513,0.0019615276250988,0.00772903021425,0.0108439764007925,0.0087389107793569,0.0057170339860022,0.0035030341241508,0.0073734535835683,0.0049443859606981,0.0057819448411464,0.0045552160590887,0.0118511756882071,0.0104386955499649,0.0057765045203268,0.0124487420544028,0.0051790322177112,0.0122802546247839,0.0046392157673835,0.0059784180484712,0.0077802720479667,0.0024627055972814,0.0099675077944993,0.0041557261720299,0.0087289093062281,0.0274287294596433,0.0068222689442336,0.0458641126751899,0.0093893660232424,0.010146465152502,0.007851674221456
7,1024,0.0001,32,ICEH,741409.0,784481,0.4654576,0.0008524455,0.0008017217,0.0016549294814467,0.003888554405421,7.5334851317165885e-06,0.0029334351420402,0.1179751977324485,0.1801473796367645,0.3461895585060119,0.091705322265625,0.1120697483420372,0.0032135823275893,0.1759708374738693,0.1656612157821655,0.0536936707794666,0.08682781457901,0.0933683142066001,0.0947852060198783,0.1419173777103424,0.1823869794607162,0.0832046493887901,0.5194094777107239,0.1282438933849334,0.0053368476219475,0.1120931953191757,0.1412788331508636,0.1516085416078567,0.2050585299730301,0.1261228322982788,0.2182773351669311,0.064696155488491,0.3312727808952331,0.1242726445198059,0.6238516569137573,0.1149488016963005,0.1285932064056396,0.1362877488136291,0.2232508510351181,0.0106189148500561,0.0337116159498691,0.0300062540918588,0.0126377893611788,0.0883457139134407,0.0502323545515537
8,1024,0.0001,32,SCARF,91136.0,90113,0.36678135,0.00081510283,0.0007766493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1024,0.0001,32,SUBTAB,65536.0,90113,0.23276676,0.00079228263,0.0008091934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1024,0.0001,64,CONTROL,,352257,,,0.000772289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1024,0.0001,64,GMC,2121536.0,901185,0.40053865,0.00082429126,0.0008494336,0.0008046815055422,0.0033651392441242,1.00055140137556e-05,0.0012763303238898,0.0109386211261153,0.0053387214429676,0.0099075874313712,0.0032203050795942,0.0039820023812353,0.0058534950949251,0.0154458843171596,0.0033652789425104,0.0022297473624348,0.0022868998348712,0.0075190579518675,0.011001800186932,0.0086489170789718,0.0057372380979359,0.0036198033485561,0.0075674913823604,0.0049793822690844,0.0058252089656889,0.0043692919425666,0.0116388332098722,0.0106186736375093,0.0057622673921287,0.012420866638422,0.0054524349980056,0.012459966354072,0.0047656805254518,0.00600879592821,0.0082177156582474,0.002476017922163,0.0106236804276704,0.0039682481437921,0.0085264341905713,0.0282007735222578,0.006985321175307,0.0469847731292247,0.0097076147794723,0.0099854851141572,0.0080372262746095
12,1024,0.0001,64,ICEH,745537.0,917697,0.40071508,0.000847436,0.00077546487,0.0011678418377414,0.0040148729458451,1.407619765814161e-05,0.0020991507917642,0.0435645170509815,0.1411198377609253,0.1036079227924346,0.0285686794668436,0.1054105833172798,0.0022892330307513,0.0217860098928213,0.0904164463281631,0.076823316514492,0.0219579543918371,0.0622122026979923,0.0457892529666423,0.0306661706417799,0.0390698388218879,0.050361830741167,0.1736389249563217,0.0486488714814186,0.0032435364555567,0.0156364794820547,0.0734544321894645,0.0784814432263374,0.0268851947039365,0.0295121744275093,0.1956239938735962,0.0501594766974449,0.1173215135931968,0.1340483278036117,0.7922525405883789,0.0898091271519661,0.0566960386931896,0.0766232088208198,0.1607986688613891,0.0081423409283161,0.0346891693770885,0.0198746062815189,0.0122412564232945,0.0680713430047035,0.0445715561509132
13,1024,0.0001,64,SCARF,356352.0,352257,0.35418186,0.0008572387,0.00077605207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1024,0.0001,64,SUBTAB,253952.0,352257,0.22662179,0.00074822875,0.00077783404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1024,0.0002,16,CONTROL,,23553,,,0.00081976876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1024,0.0002,16,GMC,2115344.0,733617,0.49295652,0.0008377086,0.0008177858,0.0009246807312592,0.0034134539309889,1.3262510947242843e-05,0.0017721285112202,0.011033609509468,0.0053827944211661,0.0100028729066252,0.0034624608233571,0.0040269969031214,0.0060269683599472,0.0166497379541397,0.0040439120493829,0.0023295865394175,0.0019987130071967,0.0082939518615603,0.0109056811779737,0.0086489161476492,0.0056252116337418,0.0036820771638303,0.007769966032356,0.0051093637011945,0.005920473486185,0.0044529582373797,0.0117134312167763,0.0102474698796868,0.0058823120780289,0.0128809688612818,0.0107799116522073,0.0138111244887113,0.0050552119500935,0.0059645329602062,0.0076865344308316,0.0026357609312981,0.0093894526362419,0.0044916193000972,0.0086276717483997,0.0269502997398376,0.00815349817276,0.0469269305467605,0.0097578540444374,0.0103750368580222,0.0081865545362234
17,1024,0.0002,16,ICEH,739345.0,750129,0.35108784,0.0008361679,0.0007776746,0.0011552731739357,0.0029413076117634,6.735172064509243e-06,0.0027464295271784,0.0630621090531349,0.0315070748329162,0.0761092752218246,0.0207727942615747,0.0609673857688903,0.0010741059668362,0.0207239035516977,0.0577489733695983,0.0030284638050943,0.0117505742236971,0.0130233718082308,0.0070475824177265,0.024401931092143,0.0225954446941614,0.0487893335521221,0.0396147370338439,0.0200374629348516,0.0012209527194499,0.0027075645048171,0.0247182007879018,0.0534420721232891,0.024050548672676,0.0184062663465738,0.3836785852909088,0.01120201125741,0.0563643835484981,0.1262715458869934,0.8575490117073059,0.0064895660616457,0.0378468185663223,0.0464629307389259,0.0883802101016044,0.0049471743404865,0.0068437997251749,0.019305620342493,0.0036119990982115,0.0197432115674018,0.0210124868899583
18,1024,0.0002,16,SCARF,23808.0,23553,0.41801333,0.0008506254,0.00081714697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1024,0.0002,16,SUBTAB,17408.0,23553,0.29215223,0.00078325224,0.000802936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1024,0.0002,32,CONTROL,,90113,,,0.0007880162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1024,0.0002,32,GMC,2117408.0,767969,0.47508955,0.00084458885,0.0008681234,0.0002470501640345,0.0031904834322631,8.494005669490434e-06,0.0017631758237257,0.0109786167740821,0.0054681957699358,0.010040059685707,0.0033003722783178,0.0039932508952915,0.0059391916729509,0.0166079029440879,0.0040810969658195,0.0025226096622645,0.0021753434557467,0.0085189212113618,0.0112916305661201,0.0086789140477776,0.0060733221471309,0.003631480038166,0.0076181101612746,0.0050293756648898,0.0059674824588,0.0054592741653323,0.0116445710882544,0.0104049490764737,0.0059095551259815,0.0129362996667623,0.0086004910990595,0.0125864297151565,0.0051783476956188,0.0062049450352787,0.0078271413221955,0.0026490727905184,0.0100612472742795,0.0044447472319006,0.009572553448379,0.0269551910459995,0.008257451467216,0.0479396097362041,0.010343206115067,0.0105305360630154,0.0084876427426934
22,1024,0.0002,32,ICEH,741409.0,784481,0.28280178,0.00083021924,0.0007797789,0.0011750898556783,0.0028343240264803,8.327831892529503e-06,0.0023413766175508,0.0300412308424711,0.0423378944396972,0.0419590920209884,0.0254401694983243,0.0865354388952255,0.0025213733315467,0.0447689406573772,0.0481737367808818,0.0548518635332584,0.0686999484896659,0.0394800528883934,0.023670831695199,0.0292413495481014,0.0086646303534507,0.030417937785387,0.1259026974439621,0.0503587238490581,0.0059799910522997,0.0263482145965099,0.0926861092448234,0.0407874025404453,0.0285976156592369,0.0466188676655292,0.381694495677948,0.0186167508363723,0.0947510749101638,0.0814012810587883,0.5260826349258423,0.0281214714050292,0.0676868185400962,0.0401121564209461,0.0702137202024459,0.00994623452425,0.0066431532613933,0.0280357617884874,0.0097139244899153,0.0461619719862937,0.0172690171748399
23,1024,0.0002,32,SCARF,91136.0,90113,0.3713157,0.00078273175,0.00079769455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1024,0.0002,32,SUBTAB,65536.0,90113,0.32368997,0.000758446,0.0007910558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1024,0.0002,64,CONTROL,,352257,,,0.0007648036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
