,batch_size,learning_rate,latent_dim,model_type,embedder_params,predictor_params,kmeans_perf,knn_perf,predictor_perf,Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Propulsion_Code,Local_Authority_(District),Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Age_of_Vehicle,Longitude,Latitude,Police_Force,Number_of_Vehicles,Age_of_Casualty,Age_Band_of_Casualty,Casualty_IMD_Decile
0,4096,0.0001,16,CONTROL,,18898,,,0.7527205944750709,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4096,0.0001,16,GMC,967440.0,278722,0.29674712,0.6889298872309868,0.7815159050261709,0.071679652056605,0.0666666666666666,0.0555555555555555,0.1666666666666666,0.1,0.0909090909090909,0.5,0.269942313981225,0.0029492957575149,0.5519961924381671,0.0769238774198307,0.0664686468646864,0.5906156183798259,0.1111111111111111,0.1,0.0625,215.1262969970703,2.2670016288757324,0.0731370523571968,24.42411994934082,1.3841781616210938,8.629599571228027,410.261962890625,5.808710098266602,299.9842529296875,3.8190953731536874,8.467001914978027
2,4096,0.0001,16,ICEH,288273.0,295234,0.23780334,0.6266166734181836,0.7661524839444658,0.0802040694260406,0.1614740762409021,0.0887772041799147,0.3034096026117303,0.2348179271708683,0.1004779072165873,0.5904059040590406,0.2862778414068234,0.0323932393565654,0.5367835988614976,0.098919784679468,0.1842062387367952,0.6191864824744713,0.1527849633159367,0.0889073303963398,0.1678948425961293,81.61675262451172,0.5283082127571106,0.6819335222244263,341.58660888671875,2.57769513130188,8.084025382995605,365.6998291015625,127.71155548095705,22.78257942199707,0.2894472479820251,18.657957077026367
3,4096,0.0001,16,SCARF,19136.0,18898,0.17297558,0.6992533035732871,0.7491038361959232,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4096,0.0001,16,SUBTAB,14784.0,18898,0.23849548,0.6605145456495947,0.7494635986492697,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4096,0.0001,32,CONTROL,,57250,,,0.7638935971601999,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4096,0.0001,32,GMC,969504.0,301570,0.273303,0.6916684145890407,0.7833502948518216,0.0708184176827285,0.0666666666666666,0.0555555555555555,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2742825917590027,0.0049887327284587,0.5189337697027673,0.0769660960239427,0.0666666666666666,0.5921667428496507,0.1111111111111111,0.1,0.0625,171.88575744628906,2.066331624984741,0.0724287927150726,25.278392791748047,1.44627046585083,10.685659408569336,378.8844299316406,5.810720443725586,305.3095397949219,4.884087085723877,7.945728778839111
7,4096,0.0001,32,ICEH,290337.0,318082,0.2248093,0.6439367161368728,0.7800819949051399,0.1102223598430325,0.2573543858035901,0.1247970340589984,0.3081306990881459,0.1870695037791652,0.1084402327833376,0.5208822542770882,0.3024555817470464,0.0481929782637501,0.7408784225922868,0.1745053290557655,0.1337838407021372,0.5428895232980736,0.1760150247982106,0.0861886577004077,0.3072526751942736,36.415077209472656,0.2710217833518982,0.3186095356941223,435.640869140625,2.021859884262085,7.699385643005371,388.8294677734375,238.98458862304688,101.91691589355467,0.2653266191482544,14.531658172607422
8,4096,0.0001,32,SCARF,58240.0,57250,0.16559213,0.7157617712564707,0.7691965267848422,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4096,0.0001,32,SUBTAB,40832.0,57250,0.34026727,0.7033450751019532,0.7704208623475104,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4096,0.0001,64,CONTROL,,192322,,,0.7744982555467848,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4096,0.0001,64,GMC,973632.0,388738,0.35660163,0.7067021268078988,0.7853390675861539,0.070899201873594,0.0666666666666666,0.0555555555555555,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2690512946291166,0.0032126549249836,0.5310788468473219,0.0762523315734564,0.0666666666666666,0.5871860370509732,0.1111111111111111,0.1,0.0625,225.0951385498047,2.189614772796631,0.0707234069705009,21.65259552001953,1.3702585697174072,11.29208278656006,363.0928039550781,5.809045314788818,300.27471923828125,4.8271355628967285,7.886096954345703
12,4096,0.0001,64,ICEH,294465.0,405250,0.20892876,0.643938557459679,0.7729745208958115,0.0905494071029605,0.3286985488240381,0.1430527884848701,0.2867907801418439,0.1783414706664788,0.1547712886266884,0.3200268366320027,0.2988999388865213,0.0581847127788934,0.7504519361225952,0.1278024821377762,0.0829041494057575,0.6201478249234204,0.1965764152268577,0.1392843633079832,0.2978501530924932,176.390625,0.2576214373111725,0.5045033693313599,528.6907958984375,2.196324348449707,7.699385643005371,476.0887756347656,245.45762634277344,224.04757690429688,0.3658291399478912,17.963150024414062
13,4096,0.0001,64,SCARF,196352.0,192322,0.146212,0.7077246854140015,0.7742256597139385,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4096,0.0001,64,SUBTAB,126720.0,192322,0.26724464,0.693603756938985,0.7761170344775687,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4096,0.0002,16,CONTROL,,18898,,,0.7688534162942657,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4096,0.0002,16,GMC,967440.0,278722,0.25588226,0.6822751224479666,0.7817770686461154,0.0693895539942272,0.0666666666666666,0.055338202051817,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2789369084718375,0.0036692759295499,0.5504014699222387,0.1305756220163763,0.0666666666666666,0.5834161018798488,0.1111111111111111,0.1,0.0625,223.8321533203125,2.144723653793335,0.0726518109440803,26.092798233032227,1.2781023979187012,8.548334121704102,390.8341674804688,5.810720443725586,379.8579711914063,5.1430487632751465,8.534337997436523
17,4096,0.0002,16,ICEH,288273.0,295234,0.21221188,0.620929323626093,0.7796510773339567,0.0993739234436938,0.293867333724216,0.0954239923444993,0.2579505797590904,0.1314558001971738,0.1062113933736142,0.5632338141563233,0.4050990818920614,0.0578917366266095,0.7507619360566878,0.2708571164465402,0.1160597001468658,0.6205308352498817,0.11804490331039,0.2158688777272848,0.226234243697479,43.9752082824707,0.3316583037376404,0.5814535617828369,105.3346710205078,2.713629722595215,7.699385643005371,522.5547485351562,109.6988296508789,50.27872848510742,0.251591295003891,17.390954971313477
18,4096,0.0002,16,SCARF,19136.0,18898,0.1989747,0.6994155641412791,0.762567748670645,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4096,0.0002,16,SUBTAB,14784.0,18898,0.33451432,0.6785414001418619,0.7660947304543584,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4096,0.0002,32,CONTROL,,57250,,,0.7730551388117224,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4096,0.0002,32,GMC,969504.0,301570,0.26819533,0.6969811432533132,0.776511734029727,0.0731217836122153,0.0666666666666666,0.0555555555555555,0.1666666666666666,0.1,0.0909090909090909,0.5,0.3022040435518621,0.0046094886848311,0.5510068760197986,0.0768517567154584,0.0666666666666666,0.5950287684309687,0.1111111111111111,0.1,0.0625,195.2050323486328,2.082746982574463,0.0716946944594383,24.677051544189453,1.3991209268569946,11.09200668334961,412.7587890625,5.810720443725586,257.1839294433594,3.944053649902344,10.496817588806152
22,4096,0.0002,32,ICEH,290337.0,318082,0.19892094,0.639969017742346,0.7969019855864453,0.0860740890348892,0.412934803944317,0.1425810539655748,0.2471574918383429,0.1556578720873824,0.1147660673382948,0.6520882254277088,0.3930257941792741,0.0711378008293678,0.6878519570246409,0.1035665664221807,0.0748876428659988,0.6212110939188018,0.1707455851261161,0.1199533941441779,0.2569060941904456,37.162479400634766,0.3524288237094879,0.3682542741298675,464.5574645996094,3.5680105686187744,7.466677188873291,840.1105346679688,198.4224395751953,22.425460815429688,1.6157454252243042,19.656951904296875
23,4096,0.0002,32,SCARF,58240.0,57250,0.17594366,0.7082752249215837,0.7712592406384746,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4096,0.0002,32,SUBTAB,40832.0,57250,0.26752353,0.6874483268780291,0.7739327292727095,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4096,0.0002,64,CONTROL,,192322,,,0.7765142158126398,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4096,0.0002,64,GMC,973632.0,388738,0.2696733,0.6961621228690691,0.7778752575850492,0.0722542363015692,0.0666666666666666,0.0555555555555555,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2761757223376423,0.0029680365296803,0.5460614708449416,0.0776053686784062,0.0666666666666666,0.5910870847840279,0.1111111111111111,0.1,0.0625,169.33299255371094,1.9963148832321167,0.0725170671939849,25.813400268554688,1.231830596923828,10.931034088134766,289.62847900390625,5.809715270996094,272.0814208984375,3.7470686435699454,8.800000190734863
27,4096,0.0002,64,ICEH,294465.0,405250,0.1813647,0.6370872354699616,0.7836608219344777,0.1294759524188605,0.2889024615129056,0.13248255255077,0.3301038500506585,0.2161344537815125,0.1406078763163559,0.4958906407245891,0.2959703762400265,0.08862511727965,0.7118641235216746,0.1313322637075442,0.1054293901150912,0.6296584248352337,0.1075391422736555,0.2665352914672633,0.3006224293675238,17.7430477142334,0.5993300080299377,0.392864465713501,421.6076965332031,2.556407928466797,7.699385643005371,384.7762145996094,416.5417175292969,19.78525924682617,0.7400335073471069,18.429481506347656
28,4096,0.0002,64,SCARF,196352.0,192322,0.14182696,0.7246215601287965,0.7750238331217146,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4096,0.0002,64,SUBTAB,126720.0,192322,0.25246686,0.6971473906854684,0.7784259251846526,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4096,0.0003,16,CONTROL,,18898,,,0.7633185280305371,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4096,0.0003,16,GMC,967440.0,278722,0.2062831,0.6839476359816892,0.7773147429113074,0.0710338065253938,0.0666666666666666,0.0554686141540601,0.1666666666666666,0.1,0.0909090909090909,0.5,0.289270616920591,0.0042502446183953,0.5586495395429985,0.0779072876819154,0.0666666666666666,0.6013284576223545,0.1111111111111111,0.1,0.0625,173.65159606933594,1.9286432266235352,0.0729925855994224,27.79932975769043,1.7463299036026,9.374258995056152,459.6150817871094,5.803015232086182,273.5045166015625,4.823115348815918,9.597655296325684
32,4096,0.0003,16,ICEH,288273.0,295234,0.27847046,0.6173602155788719,0.7812362481206498,0.1416156334268722,0.210760455707484,0.1123634555358399,0.4398148148148148,0.2423896765410074,0.1427290702716894,0.4802079838980208,0.3258871905112815,0.0886645591082366,0.6879461103835149,0.2348154573600399,0.0836162187647336,0.5000096538358956,0.1546020040267827,0.1808418982559644,0.1743011485014642,21.587940216064453,0.3370184302330017,0.2660354971885681,256.956787109375,1.3719801902770996,7.699385643005371,674.1001586914062,263.4157409667969,21.977554321289062,0.327638179063797,18.260971069335938
33,4096,0.0003,16,SCARF,19136.0,18898,0.18696965,0.6655607628520329,0.7681541459384422,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4096,0.0003,16,SUBTAB,14784.0,18898,0.3269463,0.6676624807261538,0.7566371361185875,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4096,0.0003,32,CONTROL,,57250,,,0.7741152443915709,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4096,0.0003,32,GMC,969504.0,301570,0.21900111,0.6900677446677693,0.7735991296147151,0.1222340777034777,0.0666666666666666,0.0554251434533124,0.1666666666666666,0.1,0.0909090909090909,0.5,0.283609740497076,0.0019406392694063,0.5452936502033242,0.0774663304985615,0.0666666666666666,0.5796192257713415,0.1111111111111111,0.1,0.0625,181.8087158203125,2.064321517944336,0.0727922841906547,25.654272079467773,1.1453227996826172,9.775677680969238,479.1507568359375,5.801004886627197,326.6492614746094,4.564488887786865,9.93634796142578
37,4096,0.0003,32,ICEH,290337.0,318082,0.19244201,0.6346779046066695,0.7844992802829553,0.0906522816696039,0.3381210245565039,0.0975545828670698,0.1806118428458853,0.3551958828224027,0.1068472303769903,0.6313317678631332,0.3456218869859365,0.0771617870107932,0.6790046012746482,0.1045719257479476,0.0842244224422442,0.6125423983002065,0.2181083935729953,0.1223284169124877,0.2641952653522131,29.824790954589844,0.2844220995903015,0.1870433986186981,778.2050170898438,0.9447205662727356,5.101583003997803,404.8961486816406,96.9819107055664,25.603349685668945,0.3313232958316803,16.57085418701172
38,4096,0.0003,32,SCARF,58240.0,57250,0.25122085,0.7110323736572353,0.7688597568493205,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4096,0.0003,32,SUBTAB,40832.0,57250,0.2355326,0.6895523984430415,0.7757960198606679,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4096,0.0003,64,CONTROL,,192322,,,0.7776330195612529,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4096,0.0003,64,GMC,973632.0,388738,0.28697994,0.6810319893811714,0.7806439666256239,0.0714726091303469,0.0666666666666666,0.0555555555555555,0.1666666666666666,0.1,0.0909090909090909,0.5,0.2805530307402277,0.0034246575342465,0.5301165995196295,0.0778840378110082,0.0666666666666666,0.5898549859143799,0.1111111111111111,0.1,0.0625,184.35610961914065,2.135678291320801,0.0721269473433494,26.380905151367188,1.1606310606002808,10.23354434967041,495.0458984375,5.801340103149414,304.0157470703125,5.3323283195495605,9.167839050292969
